Step,Reward
30,-1.5031
62,0.1968
92,-2.1020
116,2.5976
154,-7.0023
182,0.9977
212,-0.6010
242,-1.1020
272,-1.8030
309,-2.9037
333,0.2986
371,-2.9028
381,0.5990
402,-0.9991
428,-0.3021
459,-0.8021
463,-0.8004
500,-3.8007
526,0.0999
558,-1.0027
581,0.7982
615,-2.7004
641,-1.0016
677,-3.7026
706,-2.8004
742,-3.5036
768,-0.8026
787,-0.3009
813,0.9974
844,-2.5011
882,-4.6023
898,-0.4016
932,-4.3019
949,-0.6017
957,-0.9008
987,-0.8020
1024,-2.0027
1052,-3.3013
1089,-3.9022
1104,2.6985
1138,-4.9034
1170,-2.2022
1199,-1.6019
1229,-2.3015
1262,-2.6033
1279,-0.6017
1311,-2.9032
1335,0.8976
1364,-1.1019
1389,0.1975
1417,-1.4018
1441,-0.6004
1471,-0.1030
1517,-7.6046
1539,-1.6022
1568,-1.1024
1573,-0.3005
1582,1.2011
1606,-1.3009
1633,-1.2027
1665,-2.2017
1701,-1.0036
1725,1.2986
1742,1.7983
1772,-3.0015
1801,-1.7014
1834,-2.1033
1862,2.6972
1881,2.0991
1905,-0.3019
1931,-2.5006
1957,-2.0006
1986,-1.1024
2008,0.2003
2039,-3.9021
2062,-0.1998
2097,-3.0035
2099,0.2998
2105,-0.0006
2142,-4.3037
2165,-0.9013
2186,0.4989
2218,-4.8022
2245,-2.5002
2261,-3.2016
2287,-1.7021
2314,0.0973
2317,-0.6003
2342,-0.8015
2366,2.2981
2405,-5.4014
2429,-0.6014
2454,1.3980
2473,0.1001
2494,2.6989
2519,1.5990
2540,-1.7001
2569,-2.3024
2597,-2.8998
2633,-3.4036
2659,-2.2016
2688,-1.6029
2709,0.5979
2732,2.4987
2754,0.2983
2775,-0.2991
2803,-0.4028
2811,1.1992
2827,0.5994
2854,0.4978
2879,-0.8015
2895,3.1989
2918,3.1987
2941,-2.6008
2966,-2.0010
2995,-1.1024
3020,-1.5015
3041,0.1999
3068,-0.9017
3097,-1.3024
3115,1.0987
3138,0.2982
3164,0.6974
3181,3.7003
3195,4.0986
3216,3.3979
3237,4.5989
3263,-1.0011
3283,1.1985
3320,-2.2037
3344,-0.3019
3363,3.0991
3389,-0.3996
3425,-5.9021
3456,-2.5021
3478,0.2993
3503,2.8975
3532,-1.0029
3553,-0.0011
3569,1.6994
3594,-1.3010
3612,3.9982
3635,0.3002
3662,-1.2017
3687,-0.3005
3712,1.8985
3726,5.9996
3748,-2.6002
3772,0.3976
3790,3.6997
3807,1.7993
3827,2.0990
3849,0.0978
3882,-3.7013
3916,-2.8029
3943,-0.7022
3963,2.3980
3990,-1.9007
4012,-1.7002
4042,-1.3015
4071,-1.3019
4105,-2.8024
4129,-2.0999
4154,-3.2005
4170,-1.3991
4187,-0.1992
4205,3.0002
4227,-1.1992
4244,1.9988
4265,1.5994
4269,-0.8004
4289,1.8025
4319,-2.5015
4340,-0.7016
4360,2.1990
4381,0.6989
4406,2.0985
4420,3.5016
4440,-0.4020
4466,-1.2021
4488,0.1998
4512,-1.1009
4534,0.7983
4560,1.3979
4584,0.1976
4608,-0.9014
4632,-0.1989
4656,-1.3004
4680,2.2976
4706,2.1984
4725,4.7981
4754,1.5971
4765,-0.6001
4787,3.1003
4808,2.8999
4831,0.5007
4847,2.1989
4873,0.1984
4882,-1.8009
4901,3.2991
4922,3.5989
4940,1.0007
4962,1.2978
4989,-2.2017
5022,-0.9023
5048,2.7994
5064,-2.3006
5090,-1.7021
5117,-2.4017
5140,-1.3998
5178,-5.5033
5216,-4.1028
5237,-0.7991
5267,-3.1000
5278,0.3994
5312,-4.7029
5342,-3.3010
5371,-1.7014
5378,-0.0007
5401,0.3977
5408,-1.2002
5439,-3.9016
5469,-1.4000
5503,-1.4029
5532,-0.9019
5555,3.6987
5566,-2.2011
5589,0.0982
5621,-2.0012
5655,-2.8024
5682,1.6973
5712,-2.5020
5729,3.1003
5733,-0.1004
5750,-1.3992
5770,2.7990
5789,0.8991
5820,-2.0011
5846,0.1989
5881,-1.7015
5903,0.6998
5926,1.9987
5958,-2.1032
5980,0.2988
6000,2.8980
6008,0.2992
6037,-2.3019
6059,3.3983
6087,-2.8023
6110,1.5002
6128,2.0007
6145,4.1988
6178,-4.1023
6203,1.0985
6236,-2.8033
6262,0.8979
6289,-0.2022
6315,-0.8011
6340,0.8980
6372,-4.0002
6399,-0.4027
6421,-2.1987
6448,0.4978
6474,-0.3006
6499,1.3975
6531,-4.6012
6549,2.5002
6585,-5.2016
