Episode,Reward,Cumulative Reward
1,-156.20,-156.20
2,-51.90,-208.10
3,-1224.00,-1432.09
4,201.30,-1230.79
5,29.50,-1201.29
6,-905.50,-2106.79
7,-475.10,-2581.89
8,222.80,-2359.08
9,600.40,-1758.68
10,-53.74,-1812.42
11,-61.50,-1873.92
12,202.00,-1671.92
13,204.20,-1467.71
14,-644.90,-2112.61
15,30.50,-2082.11
16,93.10,-1989.01
17,-228.20,-2217.21
18,-758.50,-2975.70
19,-496.80,-3472.50
20,29.90,-3442.60
21,-786.30,-4228.90
22,-623.40,-4852.29
23,35.10,-4817.19
24,-948.50,-5765.69
25,-2357.70,-8123.39
26,159.30,-7964.09
27,499.70,-7464.38
28,-656.50,-8120.88
29,-286.50,-8407.38
30,-1830.10,-10237.48
31,242.60,-9994.88
32,535.10,-9459.77
33,376.60,-9083.17
34,-149.00,-9232.17
35,-328.40,-9560.57
36,-457.40,-10017.97
37,404.10,-9613.86
38,-154.90,-9768.76
39,-359.40,-10128.16
40,865.80,-9262.36
41,-773.50,-10035.86
42,-109.20,-10145.05
43,-1315.10,-11460.15
44,242.90,-11217.25
45,160.80,-11056.45
46,-861.90,-11918.34
47,207.20,-11711.14
48,-1888.90,-13600.04
49,475.60,-13124.44
50,959.10,-12165.34
51,-80.90,-12246.23
52,995.10,-11251.13
53,-525.90,-11777.03
54,435.60,-11341.43
55,-1363.40,-12704.83
56,229.10,-12475.72
57,-124.90,-12600.62
58,443.50,-12157.12
59,-93.50,-12250.62
60,487.60,-11763.01
61,-3.90,-11766.91
62,-85.90,-11852.81
63,-72.40,-11925.21
64,469.10,-11456.11
65,-181.00,-11637.10
66,243.10,-11394.00
67,-78.80,-11472.80
68,-1111.90,-12584.70
69,-1005.40,-13590.10
70,-44.90,-13634.99
71,742.60,-12892.39
72,-784.40,-13676.79
73,995.10,-12681.69
74,-344.30,-13025.98
75,752.10,-12273.88
76,-816.70,-13090.58
77,534.73,-12555.85
78,-311.00,-12866.85
79,-238.40,-13105.24
80,480.10,-12625.14
81,-529.40,-13154.54
82,439.10,-12715.44
83,-48.20,-12763.64
84,278.90,-12484.73
85,-65.40,-12550.13
86,995.10,-11555.03
87,759.60,-10795.43
88,221.90,-10573.53
89,88.60,-10484.92
90,995.10,-9489.82
91,478.10,-9011.72
92,-1639.40,-10651.12
93,257.10,-10394.01
94,265.10,-10128.91
95,-137.40,-10266.31
96,-37.40,-10303.71
97,-594.40,-10898.11
98,513.60,-10384.50
99,511.10,-9873.40
100,764.10,-9109.30
101,165.14,-8944.16
102,-1085.40,-10029.55
103,-319.40,-10348.95
104,-87.60,-10436.55
105,-288.40,-10724.95
106,-91.00,-10815.95
107,528.60,-10287.34
108,995.10,-9292.24
109,-528.90,-9821.14
110,492.60,-9328.54
111,-84.90,-9413.43
112,-1393.90,-10807.33
113,-17.40,-10824.73
114,-275.40,-11100.13
115,995.10,-10105.03
116,-1191.00,-11296.02
117,-1574.90,-12870.92
118,329.50,-12541.42
119,15.10,-12526.32
120,-1186.70,-13713.02
121,212.60,-13500.41
122,109.42,-13390.99
123,353.10,-13037.89
124,8.10,-13029.79
125,-390.40,-13420.18
126,-190.40,-13610.58
127,-363.20,-13973.78
128,761.10,-13212.68
129,-1270.40,-14483.07
130,-19.90,-14502.97
131,2.10,-14500.87
132,622.60,-13878.27
133,-1407.40,-15285.67
134,480.60,-14805.06
135,-114.40,-14919.46
136,-254.30,-15173.76
137,-150.90,-15324.66
138,-1902.50,-17227.16
139,-786.00,-18013.15
140,30.28,-17982.87
141,-597.00,-18579.87
142,-341.80,-18921.67
143,171.60,-18750.06
144,492.60,-18257.46
145,303.60,-17953.86
146,983.10,-16970.76
147,479.00,-16491.75
148,0.60,-16491.15
149,-94.90,-16586.05
150,382.60,-16203.45
151,995.10,-15208.35
152,-564.00,-15772.34
153,752.10,-15020.24
154,490.10,-14530.14
155,747.90,-13782.24
156,-24.90,-13807.14
157,765.60,-13041.53
158,768.60,-12272.93
159,963.40,-11309.53
160,306.60,-11002.93
161,-316.90,-11319.83
162,-93.40,-11413.22
163,-528.50,-11941.72
164,770.10,-11171.62
165,34.60,-11137.02
166,256.10,-10880.91
167,-169.40,-11050.31
168,490.10,-10560.21
169,83.26,-10476.95
170,539.10,-9937.85
171,-541.66,-10479.51
172,-61.90,-10541.41
173,-242.80,-10784.21
174,-872.50,-11656.71
175,-19.90,-11676.60
176,485.10,-11191.50
177,458.90,-10732.60
178,759.60,-9973.00
179,-12.40,-9985.40
180,354.91,-9630.49
181,952.30,-8678.19
182,-312.90,-8991.08
183,-981.20,-9972.28
184,-19.90,-9992.18
185,995.10,-8997.08
186,765.60,-8231.47
187,-586.40,-8817.87
188,-647.40,-9465.27
189,-601.90,-10067.17
190,61.10,-10006.07
191,472.80,-9533.26
192,979.60,-8553.66
193,764.10,-7789.56
194,765.60,-7023.96
195,-141.40,-7165.36
196,995.10,-6170.25
197,49.90,-6120.35
198,25.10,-6095.25
199,-636.10,-6731.35
200,50.90,-6680.45
201,14.40,-6666.04
202,995.10,-5670.94
203,-243.18,-5914.12
204,534.60,-5379.51
205,-454.40,-5833.91
206,-51.90,-5885.81
207,-791.90,-6677.71
208,495.10,-6182.61
209,995.10,-5187.50
210,752.20,-4435.30
211,-155.23,-4590.53
212,255.60,-4334.93
213,460.98,-3873.94
214,-665.40,-4539.34
215,995.10,-3544.24
216,-176.10,-3720.34
217,527.10,-3193.24
218,17.90,-3175.33
219,8.10,-3167.23
220,255.60,-2911.63
221,13.90,-2897.73
222,422.50,-2475.22
223,-235.40,-2710.62
224,-167.40,-2878.02
225,485.10,-2392.92
226,995.10,-1397.82
227,428.60,-969.21
228,475.10,-494.11
