Episode,Reward,Cumulative Reward
229,995.10,500.99
230,-302.40,198.59
231,-1765.60,-1567.01
232,495.10,-1071.90
233,490.50,-581.40
234,-501.90,-1083.30
235,485.10,-598.20
236,528.60,-69.60
237,-320.80,-390.39
238,995.10,604.71
239,-1044.90,-440.19
240,984.00,543.81
241,179.10,722.92
242,925.90,1648.82
243,495.10,2143.92
244,-259.40,1884.52
245,-184.90,1699.62
246,-438.80,1260.83
247,-729.70,531.13
248,473.10,1004.23
249,-1676.40,-672.17
250,398.27,-273.89
251,995.10,721.21
252,482.60,1203.81
253,76.10,1279.91
254,18.60,1298.51
255,256.10,1554.62
256,119.10,1673.72
257,229.10,1902.82
258,79.15,1981.97
259,158.10,2140.08
260,983.20,3123.28
261,770.10,3893.38
262,34.27,3927.65
263,249.10,4176.75
264,-514.00,3662.75
265,-460.50,3202.26
266,308.10,3510.36
267,485.10,3995.46
268,592.10,4587.56
269,-30.50,4557.06
270,-354.40,4202.67
271,99.47,4302.14
272,533.10,4835.24
273,258.60,5093.84
274,490.10,5583.94
275,995.10,6579.04
276,749.40,7328.45
277,257.60,7586.05
278,-12.10,7573.95
279,-310.40,7263.55
280,-297.90,6965.65
281,741.90,7707.56
282,-570.40,7137.16
283,470.60,7607.76
284,536.10,8143.86
285,492.60,8636.46
286,995.10,9631.57
287,476.50,10108.07
288,-571.90,9536.17
289,-866.80,8669.37
290,-0.80,8668.58
291,246.80,8915.38
292,995.10,9910.48
293,734.10,10644.58
294,-37.40,10607.18
295,291.60,10898.79
296,-1088.40,9810.39
297,264.60,10074.99
298,995.10,11070.09
299,-89.40,10980.69
300,485.10,11465.80
301,764.10,12229.90
302,625.10,12855.00
303,444.70,13299.70
304,-255.90,13043.80
305,260.10,13303.91
306,485.10,13789.01
307,527.10,14316.11
308,-14.70,14301.41
309,995.10,15296.51
310,-176.40,15120.12
311,1.10,15121.22
312,409.40,15530.62
313,-543.40,14987.22
314,967.10,15954.33
315,699.70,16654.03
316,536.10,17190.13
317,-24.90,17165.23
318,-261.50,16903.73
319,-73.30,16830.44
320,-36.90,16793.54
321,750.60,17544.14
322,995.10,18539.24
323,-345.40,18193.84
324,995.10,19188.95
325,387.05,19576.00
326,694.70,20270.70
327,-305.02,19965.68
328,-140.40,19825.28
329,235.00,20060.28
330,246.60,20306.89
331,414.30,20721.19
332,359.24,21080.43
333,-67.50,21012.93
334,721.10,21734.03
335,-243.80,21490.24
336,733.80,22224.04
337,764.10,22988.14
338,-176.40,22811.74
339,477.60,23289.34
340,119.40,23408.74
341,1.10,23409.84
342,-193.90,23215.95
343,485.10,23701.05
344,14.50,23715.55
345,-61.90,23653.65
346,217.60,23871.25
347,815.10,24686.36
348,-850.80,23835.56
349,995.10,24830.66
350,-310.00,24520.66
351,-1246.40,23274.26
352,260.70,23534.97
353,248.60,23783.57
354,751.20,24534.77
355,32.29,24567.06
356,204.60,24771.66
357,-311.90,24459.76
358,213.40,24673.16
359,750.90,25424.07
360,-22.60,25401.47
361,246.50,25647.97
362,377.60,26025.57
363,230.80,26256.37
364,707.60,26963.98
365,956.05,27920.02
366,341.00,28261.03
367,309.10,28570.13
368,206.00,28776.13
369,326.10,29102.23
370,197.30,29299.53
371,-715.40,28584.14
372,298.50,28882.64
373,-151.57,28731.07
374,816.62,29547.69
375,816.54,30364.23
376,701.70,31065.93
377,764.10,31830.03
378,256.20,32086.23
379,485.10,32571.34
380,-564.40,32006.94
381,237.60,32244.54
382,109.41,32353.96
383,194.60,32548.56
384,399.10,32947.66
385,480.10,33427.76
386,897.60,34325.36
387,-299.50,34025.87
388,-281.90,33743.97
389,995.10,34739.07
390,-537.40,34201.67
391,411.10,34612.77
392,65.50,34678.28
393,459.20,35137.47
394,860.60,35998.08
395,743.70,36741.78
396,467.30,37209.08
397,761.70,37970.78
398,767.10,38737.88
399,-561.50,38176.39
400,109.44,38285.82
401,485.10,38770.93
402,-1371.40,37399.53
403,-154.40,37245.13
404,492.60,37737.73
405,-963.60,36774.14
406,-1166.40,35607.74
407,759.60,36367.34
408,-112.10,36255.24
409,-241.12,36014.12
410,-282.80,35731.33
411,119.42,35850.74
412,-19.90,35830.84
413,305.10,36135.95
414,305.80,36441.75
415,-1070.90,35370.85
416,-190.80,35180.05
417,759.60,35939.65
418,995.10,36934.76
419,-132.60,36802.16
420,490.10,37292.26
421,-276.40,37015.86
422,854.10,37869.96
423,-29.90,37840.07
424,-58.48,37781.58
425,-206.54,37575.05
426,431.70,38006.75
427,744.90,38751.65
428,535.80,39287.46
429,981.10,40268.56
430,683.10,40951.66
431,747.60,41699.26
432,-1149.50,40549.76
433,995.10,41544.87
434,-295.70,41249.17
435,995.10,42244.27
436,242.60,42486.87
437,470.10,42956.97
438,109.43,43066.40
439,134.50,43200.91
440,740.70,43941.61
441,482.60,44424.21
442,-266.60,44157.61
443,241.60,44399.21
444,-424.60,43974.62
445,-215.90,43758.72
446,-14.90,43743.82
447,96.70,43840.52
448,995.10,44835.62
449,211.94,45047.56
450,159.17,45206.74
451,189.09,45395.83
452,733.80,46129.63
453,273.81,46403.44
454,-1560.00,44843.44
455,995.10,45838.55
456,-831.00,45007.55
457,217.20,45224.75
458,-212.70,45012.05
459,408.22,45420.27
460,91.90,45512.17
461,995.10,46507.27
462,-444.60,46062.67
463,480.10,46542.78
464,-183.90,46358.88
465,15.00,46373.88
466,-380.00,45993.88
467,2.06,45995.94
468,-60.40,45935.54
469,-166.01,45769.54
470,-130.20,45639.34
471,408.25,46047.59
472,726.30,46773.89
473,995.10,47768.99
474,768.60,48537.60
475,475.10,49012.70
476,-152.50,48860.20
477,-867.50,47992.70
478,567.59,48560.29
479,424.00,48984.30
480,228.60,49212.90
481,-161.30,49051.60
482,378.37,49429.97
483,482.70,49912.68
484,754.60,50667.28
485,-82.80,50584.48
486,1.10,50585.58
487,374.36,50959.94
488,726.30,51686.24
489,404.00,52090.25
490,770.10,52860.35
491,500.10,53360.45
492,109.42,53469.87
493,485.10,53954.97
494,34.50,53989.47
495,-265.10,53724.38
496,143.50,53867.88
497,995.10,54862.98
498,243.90,55106.88
499,182.30,55289.18
500,185.00,55474.18
501,478.00,55952.18
502,716.40,56668.59
503,402.63,57071.21
504,995.10,58066.32
505,240.17,58306.48
506,918.80,59225.28
507,995.10,60220.39
508,334.74,60555.12
509,166.70,60721.82
510,-169.67,60552.16
511,211.00,60763.16
512,-542.80,60220.36
513,923.70,61144.06
514,63.70,61207.77
515,508.50,61716.27
516,129.34,61845.61
517,113.50,61959.11
518,-320.20,61638.91
519,972.00,62610.91
520,995.10,63606.02
521,109.42,63715.43
522,189.14,63904.57
523,753.90,64658.47
524,657.20,65315.67
525,396.23,65711.91
526,204.60,65916.51
527,-633.70,65282.81
528,-369.00,64913.81
529,2.50,64916.32
