Step,Reward
26,0.9973
53,1.7973
77,-0.8969
114,-3.8007
123,-1.7009
151,-1.4028
183,-1.3027
211,-0.0028
238,0.6978
284,-3.4046
325,-3.8021
365,-2.5040
400,-0.8035
423,0.8997
431,-1.6008
452,1.5979
482,1.5970
495,-0.6013
519,2.2996
527,-0.7008
553,0.7989
579,0.0999
605,0.8989
631,2.2974
662,-0.2031
688,0.8984
702,5.5016
733,-2.2011
754,-1.5021
759,-1.0005
796,-0.9022
834,-1.5033
871,0.2968
891,2.0995
923,-0.1032
958,-0.7030
984,-1.5011
1019,0.1975
1051,-1.4007
1081,2.0970
1113,-1.5022
1147,-2.2034
1177,-1.0020
1206,-0.8009
1225,1.8016
1250,-0.1005
1282,-2.4017
1312,-2.9985
1315,-0.6003
1354,-0.6029
1385,-0.8031
1412,-0.7017
1446,-0.9029
1474,0.9972
1492,3.1997
1522,-1.0020
1536,0.7986
1561,1.6985
1594,-2.0013
1617,1.0007
1654,0.6963
1681,-1.6002
1725,-3.0039
1746,4.2989
1779,2.1987
1809,-0.1020
1844,-2.4015
1862,2.6992
1886,1.7006
1913,-1.0997
1939,-1.4991
1970,-0.8026
1979,-0.4009
2003,-0.5014
2033,-3.0020
2055,2.2978
2074,-1.1019
2095,1.6979
2129,2.1966
2161,-0.3022
2189,0.2992
2201,1.3988
2228,2.4988
2262,-1.3024
2297,-1.0035
2327,0.2985
2355,3.3972
2384,0.2971
2407,0.7007
2435,0.7987
2463,-0.4023
2493,2.3970
2519,5.7979
2545,2.1979
2572,-0.7012
2596,0.3981
2624,1.3972
2655,-1.2021
2674,2.6981
2709,-2.2020
2733,2.7001
2764,-1.1026
2794,-0.5020
2822,1.9977
2827,-1.0005
2851,0.8991
2864,0.1987
2893,-0.8009
2923,-0.7025
2949,2.2999
2967,-1.4018
2989,2.8983
3015,0.2004
3040,0.5975
3076,-1.7036
3109,-0.2018
3139,-0.4030
3144,-1.0005
3168,0.5976
3202,1.0966
3226,3.6981
3256,-1.5015
3286,3.7975
3289,-0.6003
3318,2.5981
3342,2.0991
3361,5.5981
3391,-0.7030
3423,-1.0032
3455,-0.6032
3460,-1.0005
3494,-1.9034
3518,-0.5014
3550,-1.8022
3577,1.4973
3585,0.9992
3619,-2.0029
3634,-0.8005
3662,0.6992
3683,2.9994
3708,1.3980
3734,1.8974
3766,0.9968
3796,-0.1025
3821,3.8980
3852,-0.7021
3881,0.3971
3900,3.2991
3924,2.6976
3959,-1.6035
3993,-0.1029
4021,1.3977
4048,1.3978
4080,1.3968
4107,1.2983
4131,-0.3024
4134,-0.6003
4160,1.9979
4189,-0.6029
4216,0.4973
4236,2.4980
4267,-1.5011
4295,-1.5018
4320,-0.1010
4338,3.7997
4365,-1.3027
4385,2.7990
4405,1.6990
4426,3.9979
4458,-1.0017
4479,0.4984
4502,1.0977
4541,-3.3039
4564,1.7987
4588,0.4981
4616,0.7972
4639,2.0982
4664,1.0985
4679,3.2995
4710,-0.4031
4753,-3.8033
4780,0.8978
4803,0.3992
4834,0.7969
4861,1.1973
4879,2.0022
4905,0.4989
4924,3.7991
4946,0.9988
4966,4.7980
4991,1.5985
5004,2.4987
5020,-0.1016
5040,2.4980
5063,0.2987
5085,1.3978
5114,-0.6029
5136,-0.2002
5138,0.2998
5161,1.9977
5191,-2.0030
5221,1.1970
5248,0.2993
5274,1.0974
5279,0.9995
5307,0.9987
5333,0.1974
5365,0.5973
5397,-1.2007
5428,-2.2031
5455,0.2978
5485,-2.1025
5521,-3.1031
5545,0.0986
5576,0.6979
5604,-0.7028
5622,4.1002
5636,5.1991
5657,0.4014
5684,0.8973
5710,2.1989
5715,-0.2005
5740,1.5995
5766,1.4979
5805,-3.9039
5840,-3.2025
5853,5.8987
5881,-1.9013
5901,2.6985
5927,0.2004
5949,-0.6007
5972,1.5977
5993,4.0979
6016,2.5987
6045,0.2976
6052,-0.4007
6075,0.9007
6102,1.7988
6127,2.8980
6150,-1.7023
6175,2.7980
6195,3.2980
6225,-2.3030
6247,1.8993
6267,6.3990
6285,2.7992
6307,2.1978
6324,3.8993
6337,2.7992
6367,-0.2030
6392,-0.7010
6424,-2.6997
6450,-0.0016
6484,-1.1029
6504,1.2000
6519,3.0015
6543,-0.2019
6548,0.9995
6573,1.3975
6580,-1.3007
6604,2.7976
6630,1.8984
6668,-2.9038
6700,-0.9017
6723,-0.2003
6745,1.0988
6763,-0.4008
6791,-0.5998
6815,3.0981
6841,0.6979
6864,0.9992
6880,0.4984
6907,0.2973
6925,2.9997
6950,2.5975
6979,-0.3024
7004,0.4990
7034,-0.7025
7064,0.2985
7069,0.9995
7089,1.3980
7106,-1.6017
7131,0.7990
7157,0.8979
7187,-0.4020
7216,1.8971
7237,2.2989
7264,1.2973
7289,0.3985
7318,-0.4029
7349,-1.6021
7369,2.0995
7393,4.8976
7408,3.6985
7430,0.1998
7448,2.8987
7469,1.1999
7488,3.3991
7508,3.5990
7533,1.0975
7561,1.6982
7584,0.2987
7597,4.6007
7622,1.5975
7645,0.3987
7673,-0.4018
7696,0.8987
7720,1.5976
7741,0.9979
7770,0.3971
7797,0.8973
7821,1.2991
7853,-3.6032
7875,3.3993
7905,-1.2020
7928,3.2977
7936,-1.1008
7958,-0.1002
7987,1.6971
8008,3.0979
8029,0.6004
8049,3.1980
8063,3.1006
8084,5.0979
8112,0.5972
8136,1.1976
8154,2.7982
8178,-0.7009
8205,0.4973
8229,2.4976
8247,2.4007
8249,0.2998
8272,-0.3018
8302,-1.1030
8319,1.2993
8348,0.4976
8369,0.3979
8391,0.8983
8423,-1.8017
8454,-1.9021
8474,3.0000
8496,1.5988
8519,0.8997
8548,1.6981
8573,-1.0015
8577,-0.8004
8601,-0.5004
8628,-0.1022
8653,2.8980
8674,4.7979
8697,-1.4023
8722,-0.0000
8751,0.6981
8781,-2.2025
8809,0.7982
8839,-1.6030
8869,0.7970
8888,4.1991
8907,3.1001
8927,4.9990
8950,1.5987
8962,-1.7012
8993,-1.6031
9018,0.3985
9052,-2.0019
9067,3.9985
9092,2.0975
9119,0.4978
9151,-1.3027
9178,0.4973
9198,1.7995
9224,0.7974
9255,-1.9991
9281,2.1984
9307,1.0994
9331,1.2986
9357,1.4984
9376,2.1016
9399,1.5977
9423,1.0986
9454,-1.2016
9473,7.8981
9504,-2.8031
9530,1.4974
9548,1.1997
9575,1.3988
9597,0.9993
9618,2.7994
9637,2.3991
9644,-0.5007
9667,0.7977
9696,-0.6019
9712,3.0984
9716,1.0996
9738,2.7978
9744,-1.2006
9767,0.9997
9784,3.5003
9806,0.9983
9832,-1.3021
9847,2.0995
9868,0.5004
9894,1.1979
9913,0.4981
9938,-1.9015
9968,0.2980
9992,1.4986
10013,3.7979
10031,2.2992
10047,3.4994
10074,-0.3017
10095,2.0989
10112,3.6993
10135,1.3992
10159,1.6006
10181,1.7978
10202,0.8984
10208,-0.5006
10231,1.3987
10258,-1.9027
10280,5.0993
10312,0.6968
10335,1.5992
10358,0.5002
10390,-2.2012
10407,-0.1017
10423,3.7014
10445,2.0978
10475,-2.7010
10503,0.0972
10521,4.5982
10545,-3.0019
10568,1.9987
10588,1.7985
10614,-1.4006
10649,-3.2010
10671,2.8983
10696,0.8985
10721,-0.7000
10742,0.5004
10770,-1.2008
10792,3.1983
10811,3.6986
10838,0.8998
10865,-0.1017
10884,2.2991
10907,-1.0003
10928,3.3004
10948,3.1995
10976,0.5972
10999,0.4987
11022,-0.6023
11046,0.8976
11068,-0.7002
11099,0.0969
11130,-1.7031
11152,2.0978
11172,2.6985
11191,3.3991
11218,-0.2027
11238,0.7995
11260,1.3978
11279,1.7016
11302,3.3977
11330,-0.0023
11354,1.2001
11369,8.2985
11394,0.7975
11413,2.8006
11429,7.3984
11449,1.1980
11474,2.3000
11496,2.7983
11523,1.7978
11547,-0.3999
11578,0.5984
11611,-3.5033
11637,2.9974
11659,0.8993
11673,3.1001
11700,-0.5012
11732,-1.0987
11758,0.7979
11777,0.8996
11795,2.0002
11818,2.6987
11843,0.4975
11868,0.6005
11885,3.2983
11911,0.6994
11922,-1.4011
11941,4.1991
11968,-0.3022
11995,1.4978
12024,-2.0024
12049,2.0975
12076,-0.0022
12101,-1.3025
12123,0.0988
12149,0.0984
12172,0.5987
12195,1.5977
12212,4.0993
12240,-2.5003
12267,0.9993
12292,1.1975
12316,0.2991
12342,0.3004
12365,0.3977
12388,4.8982
12421,-1.5023
12444,2.2987
12474,1.1970
12500,-0.4011
12531,-0.8021
12555,2.8976
12581,-0.8026
12609,0.1977
12633,1.2986
12662,-1.3029
12688,0.9989
12708,2.5980
12724,4.1999
12748,1.6976
12771,1.2992
12795,-1.7999
12820,-0.2015
12849,1.2981
12868,2.1001
12890,1.3978
12913,0.8992
12941,1.0992
12967,0.0984
12987,1.6005
13015,1.1972
13031,4.4984
13056,1.0975
13077,0.8014
13097,6.4980
13120,0.5987
13140,2.8010
13162,0.2978
13184,5.6978
13210,1.6974
13240,-1.5020
13262,-2.1022
13280,3.6992
13302,0.5993
13322,-0.0000
13339,2.2023
13361,0.3003
13383,1.6993
13404,0.7994
13436,-0.9022
13463,0.2983
13485,-1.3987
13509,2.8976
13532,1.2982
13560,1.1982
13587,-0.9017
13609,1.9983
13633,-0.9004
13652,1.2021
13673,0.8999
13693,3.2000
13720,-1.3012
13747,0.5978
13781,-2.1029
13796,2.7000
13824,-0.2003
13846,2.8993
13877,-0.9031
13902,3.9975
13917,3.9000
13919,0.2998
13943,1.0986
13969,0.7974
13998,0.5971
14016,2.1987
14048,-2.9027
14076,1.3002
14099,4.3987
14123,1.1011
14140,2.3998
14159,2.4026
14180,0.2989
14204,2.1001
14225,1.7989
14250,1.8975
14262,1.1988
14286,0.4986
14307,0.6999
14323,1.0019
14356,-2.1003
14390,-0.3034
14408,2.7007
14421,1.5017
14449,-1.5003
14471,1.8978
14496,0.4975
14521,-0.3010
14544,3.8982
14572,-0.1028
14590,1.6987
14614,-0.8009
14637,1.5992
14656,-3.1014
14689,-3.0033
14708,3.2016
14720,3.6013
14749,-0.9029
14769,3.4990
14800,0.4974
14820,3.9980
14827,-0.3007
14844,2.6003
14870,0.0004
14898,-1.0013
14924,1.0999
14948,-0.8999
14962,3.1991
14986,2.0981
15012,0.6984
15027,4.3995
15052,-0.0005
15073,2.2979
15094,-0.6996
15109,3.7005
15131,0.9993
15155,-0.2009
15174,1.8011
15198,0.5986
15214,4.2004
15232,2.7987
15249,2.6993
15277,-1.5003
15296,1.6996
15314,1.4002
15341,0.0973
15361,2.1990
15386,-0.0010
15404,3.8992
15431,0.1993
15454,3.0977
15474,2.7980
15502,-0.6013
15528,2.0974
15550,1.7978
15573,1.0997
15595,2.3988
15623,0.8972
15651,-0.0028
15683,0.9973
15706,2.1977
15740,-0.9029
15762,0.3993
15789,-1.5002
15814,1.9990
15837,1.6982
15859,2.9988
15885,-1.6006
15906,0.7004
15927,2.4989
15949,2.4993
15972,0.0997
15994,2.6988
16023,-2.0014
16042,4.7996
16058,2.7999
16073,6.2995
16087,5.7986
16110,0.5997
16134,-0.2014
16155,3.4979
16183,-1.0018
16193,0.0010
16213,1.9995
16234,1.3989
16257,1.8977
16284,0.4973
16305,2.5004
16328,2.2982
16347,0.3016
16361,5.1986
16369,0.3992
16387,1.0022
16407,3.4995
16429,2.1983
16451,3.5988
16470,2.1006
16492,2.1988
16507,4.1985
16531,2.6986
16547,2.9004
16569,-0.0017
16597,-0.0018
16623,1.6994
16641,1.4002
16655,3.8991
16671,1.5014
16702,1.1974
16727,0.1985
16752,-0.4015
16769,0.8003
16792,3.5977
16815,2.5982
16831,4.0004
16854,1.8987
16874,4.3980
16889,4.8985
16906,2.5998
16926,0.7020
16953,-0.3027
16975,2.2988
17000,0.5000
17011,-1.3011
17036,1.5975
17059,0.5002
17077,4.2997
17096,1.2991
17128,-0.1022
17149,1.6999
17166,2.5003
17191,2.7975
17213,-0.0012
17245,-1.2997
17266,3.7979
17300,-3.1024
17320,2.8980
17340,2.5985
17364,0.3981
17381,3.9998
17414,-0.4023
17431,5.1983
17452,2.1994
17465,3.9997
17493,-2.4018
17512,2.5981
17539,0.7973
17558,3.2011
17589,-3.1026
17615,1.6974
17646,-0.2011
17669,1.5977
17689,0.7005
17709,1.3010
17730,3.4994
17760,0.8980
17779,2.7996
17799,2.8000
17818,0.6991
17838,1.8980
17854,-0.9006
17874,4.1990
17909,-1.5030
17928,2.8001
17942,4.5991
17957,6.2985
17975,0.8012
17996,5.2979
18016,3.0995
18032,3.0004
18049,5.9993
18067,0.7007
18088,1.2989
18113,2.2990
18140,-0.6017
18160,1.9980
18183,2.9977
18198,3.5995
18228,-0.1030
18244,4.6999
18266,3.4978
18286,1.8990
18306,2.4000
18326,1.2995
18344,2.9997
18364,2.0990
18390,1.2979
18415,1.6980
18443,-1.9013
18463,3.7980
18488,-0.2000
18508,2.8990
18534,1.0974
18556,2.6003
18582,0.4979
18605,1.7997
18631,-1.3016
18662,-1.9021
18680,3.8987
18700,1.8000
18720,2.1000
18739,2.8991
18755,4.0994
18786,-1.5026
18813,0.6973
18833,1.9980
18851,5.1982
18873,2.5993
18897,-0.4009
18920,3.0982
18946,0.9974
18964,2.2982
18982,2.6982
19005,-0.2998
19026,0.9989
19048,3.9998
19063,3.9000
19084,1.9979
19107,1.6982
19131,1.3991
19154,2.3977
19178,1.0986
19203,2.7975
19229,-1.1011
19256,0.5983
19276,1.3985
19302,0.9984
19321,2.4006
19341,0.4995
19358,2.5023
19376,4.2982
19403,-1.1012
19430,0.4978
19461,0.0979
19495,-3.8029
19518,1.7997
19540,2.6988
19558,2.2002
19572,4.3016
19599,-1.3012
19603,-0.1004
19629,0.3984
19647,0.5007
19665,2.9012
19680,3.0005
19709,-3.0024
19735,1.2989
19755,1.1005
19776,0.9024
19797,0.5014
19822,2.2985
19836,4.0006
19859,0.8987
19876,2.1008
19896,-0.4995
19918,0.6998
19941,0.3977
19961,0.8995
19989,-1.7983
20016,-1.7012
20041,1.5985
20060,2.4986
20083,3.8977
20095,2.7998
20110,3.4995
20132,1.7998
20148,4.4004
20177,-1.5004
20193,3.2004
20218,0.4980
20240,3.8983
20257,2.4998
20282,-0.2020
20301,2.2001
20327,-1.3016
20351,-0.0024
20376,-0.0015
20399,3.7977
20422,1.6977
20447,-1.1020
20479,0.1978
20496,1.9013
20527,-1.4001
20550,1.4007
20573,2.4992
20591,5.4982
20609,3.5987
20629,1.3000
20649,1.5010
20679,1.4970
20698,4.4981
20719,3.4999
20738,2.1006
20756,5.3982
20782,1.4984
20809,-1.2022
20825,3.7994
20847,1.8988
20873,0.7989
20890,4.4983
20913,0.3982
20929,4.1994
20949,2.6985
20977,0.3982
21003,2.0979
21024,1.8994
21043,4.0996
21061,1.7987
21080,2.0991
21101,0.7984
21123,3.5983
21146,0.7987
21173,-1.0012
21195,1.7988
21211,2.8994
21237,0.2999
21259,1.2983
21281,0.8998
21309,-0.9028
21330,3.6979
21344,8.3986
21362,3.8982
21386,0.0991
21406,1.9000
21425,1.6001
21442,3.2998
21469,0.9978
21486,1.7033
21517,-2.3031
21540,1.0997
21558,5.6982
21581,1.1977
21600,2.6996
21629,-2.6014
21635,-0.4006
21659,0.5991
21682,2.1992
21710,0.4982
21732,3.4983
21754,0.6978
21774,0.3985
21798,-0.1004
21818,3.3995
21844,-2.0001
21873,-0.9019
21897,0.3986
21920,1.5992
21939,1.5001
21968,-1.8029
21996,0.4992
22018,1.9993
22034,5.4989
22059,1.4975
22076,5.0003
22100,-0.2019
22117,2.4023
22151,-2.2024
22173,2.0978
22193,3.3995
22212,2.1996
22228,5.3984
22249,3.4999
22277,-0.3023
22298,2.3979
22324,0.2984
22339,2.1995
22366,-0.4012
22397,1.4974
22418,1.7009
22440,1.4993
22463,2.5982
22484,1.3014
22498,-0.4004
22519,2.3999
22533,3.0001
22554,0.3994
22577,0.8982
22601,4.1986
22620,1.8991
22648,-0.3013
22672,1.0996
22693,4.9979
