
Training on cuda | logs -> training_logs/run_seed41_config9_fresh_20260528_043913
Config: ..\..\configs\config9.yaml
Episodes: 0 -> ...
Steps: 0 -> 150000

Episode     0 | Steps:      42 | Reward:  -5.804 | Avg(100):  -5.804 | Entropy: 0.1000 | Acc: 9.3% (4+ 39-) | Lifetime: 9.3%
Episode     1 | Steps:      65 | Reward:   1.798 | Avg(100):  -2.003 | Entropy: 0.1000 | Acc: 30.4% (7+ 16-) | Lifetime: 16.7%
Episode     2 | Steps:     109 | Reward:  -5.104 | Avg(100):  -3.037 | Entropy: 0.1000 | Acc: 11.6% (5+ 38-) | Lifetime: 14.7%
Episode     3 | Steps:     136 | Reward:  -0.003 | Avg(100):  -2.278 | Entropy: 0.0999 | Acc: 25.9% (7+ 20-) | Lifetime: 16.9%
Episode     4 | Steps:     163 | Reward:  -0.800 | Avg(100):  -1.983 | Entropy: 0.0999 | Acc: 26.9% (7+ 19-) | Lifetime: 18.5%
Episode     5 | Steps:     204 | Reward:  -5.703 | Avg(100):  -2.603 | Entropy: 0.0999 | Acc: 12.2% (5+ 36-) | Lifetime: 17.2%
Episode     6 | Steps:     247 | Reward:  -6.303 | Avg(100):  -3.131 | Entropy: 0.0999 | Acc: 9.3% (4+ 39-) | Lifetime: 15.9%
Episode     7 | Steps:     278 | Reward:  -3.502 | Avg(100):  -3.178 | Entropy: 0.0999 | Acc: 19.4% (6+ 25-) | Lifetime: 16.2%
Episode     8 | Steps:     309 | Reward:  -0.102 | Avg(100):  -2.836 | Entropy: 0.0999 | Acc: 25.8% (8+ 23-) | Lifetime: 17.2%
Episode     9 | Steps:     336 | Reward:  -0.702 | Avg(100):  -2.622 | Entropy: 0.0999 | Acc: 22.2% (6+ 21-) | Lifetime: 17.6%
Episode    10 | Steps:     357 | Reward:  -3.302 | Avg(100):  -2.684 | Entropy: 0.0999 | Acc: 9.5% (2+ 19-) | Lifetime: 17.1%
Episode    11 | Steps:     389 | Reward:  -3.402 | Avg(100):  -2.744 | Entropy: 0.0998 | Acc: 15.6% (5+ 27-) | Lifetime: 17.0%
Episode    12 | Steps:     422 | Reward:  -4.601 | Avg(100):  -2.887 | Entropy: 0.0998 | Acc: 15.2% (5+ 28-) | Lifetime: 16.9%
Episode    13 | Steps:     452 | Reward:  -2.303 | Avg(100):  -2.845 | Entropy: 0.0998 | Acc: 20.0% (6+ 24-) | Lifetime: 17.1%
Episode    14 | Steps:     480 | Reward:   1.498 | Avg(100):  -2.556 | Entropy: 0.0998 | Acc: 28.6% (8+ 20-) | Lifetime: 17.7%
  [Step 500] Action dist: A0:22% | A1:18% | A2:14% | A3:26% | A4:19%
Episode    15 | Steps:     504 | Reward:  -0.600 | Avg(100):  -2.433 | Entropy: 0.0998 | Acc: 25.0% (6+ 18-) | Lifetime: 18.1%
Episode    16 | Steps:     540 | Reward:  -4.502 | Avg(100):  -2.555 | Entropy: 0.0997 | Acc: 16.7% (6+ 30-) | Lifetime: 18.0%
Episode    17 | Steps:     572 | Reward:  -0.101 | Avg(100):  -2.419 | Entropy: 0.0997 | Acc: 28.1% (9+ 23-) | Lifetime: 18.6%
Episode    18 | Steps:     578 | Reward:  -1.201 | Avg(100):  -2.355 | Entropy: 0.0997 | Acc: 0.0% (0+ 6-) | Lifetime: 18.4%
Episode    19 | Steps:     607 | Reward:  -3.101 | Avg(100):  -2.392 | Entropy: 0.0997 | Acc: 20.7% (6+ 23-) | Lifetime: 18.5%
Episode    20 | Steps:     637 | Reward:  -2.302 | Avg(100):  -2.388 | Entropy: 0.0997 | Acc: 20.0% (6+ 24-) | Lifetime: 18.6%
Episode    21 | Steps:     663 | Reward:   1.199 | Avg(100):  -2.225 | Entropy: 0.0997 | Acc: 26.9% (7+ 19-) | Lifetime: 18.9%
Episode    22 | Steps:     689 | Reward:   0.898 | Avg(100):  -2.089 | Entropy: 0.0997 | Acc: 30.8% (8+ 18-) | Lifetime: 19.3%
Episode    23 | Steps:     721 | Reward:  -2.001 | Avg(100):  -2.085 | Entropy: 0.0997 | Acc: 21.9% (7+ 25-) | Lifetime: 19.4%
Episode    24 | Steps:     752 | Reward:  -2.502 | Avg(100):  -2.102 | Entropy: 0.0997 | Acc: 19.4% (6+ 25-) | Lifetime: 19.4%
Episode    25 | Steps:     785 | Reward:  -2.803 | Avg(100):  -2.129 | Entropy: 0.0996 | Acc: 12.1% (4+ 29-) | Lifetime: 19.1%
Episode    26 | Steps:     811 | Reward:  -0.002 | Avg(100):  -2.050 | Entropy: 0.0996 | Acc: 23.1% (6+ 20-) | Lifetime: 19.3%
Episode    27 | Steps:     836 | Reward:  -0.102 | Avg(100):  -1.980 | Entropy: 0.0996 | Acc: 28.0% (7+ 18-) | Lifetime: 19.5%
Episode    28 | Steps:     866 | Reward:  -2.703 | Avg(100):  -2.005 | Entropy: 0.0996 | Acc: 13.3% (4+ 26-) | Lifetime: 19.3%
Episode    29 | Steps:     897 | Reward:  -3.002 | Avg(100):  -2.039 | Entropy: 0.0995 | Acc: 19.4% (6+ 25-) | Lifetime: 19.3%
Episode    30 | Steps:     933 | Reward:  -3.303 | Avg(100):  -2.079 | Entropy: 0.0995 | Acc: 17.1% (6+ 29-) | Lifetime: 19.2%
Episode    31 | Steps:     964 | Reward:  -1.003 | Avg(100):  -2.046 | Entropy: 0.0995 | Acc: 19.4% (6+ 25-) | Lifetime: 19.2%
Episode    32 | Steps:     989 | Reward:   1.397 | Avg(100):  -1.941 | Entropy: 0.0995 | Acc: 28.0% (7+ 18-) | Lifetime: 19.5%
  [Step 1000] Action dist: A0:21% | A1:20% | A2:23% | A3:22% | A4:15%
Episode    33 | Steps:    1030 | Reward:  -5.003 | Avg(100):  -2.031 | Entropy: 0.0995 | Acc: 14.6% (6+ 35-) | Lifetime: 19.3%
Episode    34 | Steps:    1068 | Reward:  -2.404 | Avg(100):  -2.042 | Entropy: 0.0995 | Acc: 15.8% (6+ 32-) | Lifetime: 19.1%
Episode    35 | Steps:    1091 | Reward:  -0.401 | Avg(100):  -1.996 | Entropy: 0.0995 | Acc: 26.1% (6+ 17-) | Lifetime: 19.3%
Episode    36 | Steps:    1117 | Reward:  -1.300 | Avg(100):  -1.978 | Entropy: 0.0995 | Acc: 24.0% (6+ 19-) | Lifetime: 19.4%
Episode    37 | Steps:    1140 | Reward:  -0.602 | Avg(100):  -1.941 | Entropy: 0.0995 | Acc: 21.7% (5+ 18-) | Lifetime: 19.4%
Episode    38 | Steps:    1173 | Reward:  -0.203 | Avg(100):  -1.897 | Entropy: 0.0994 | Acc: 21.2% (7+ 26-) | Lifetime: 19.5%
Episode    39 | Steps:    1206 | Reward:  -2.402 | Avg(100):  -1.909 | Entropy: 0.0994 | Acc: 18.2% (6+ 27-) | Lifetime: 19.5%
Episode    40 | Steps:    1240 | Reward:  -1.403 | Avg(100):  -1.897 | Entropy: 0.0994 | Acc: 18.2% (6+ 27-) | Lifetime: 19.4%
