
Training on cuda | logs -> training_logs/run_seed43_config7 (3)_fresh_20260530_023621
Config: ..\..\configs\config7 (3).yaml
Episodes: 0 -> ...
Steps: 0 -> 150000

Episode     0 | Steps:      36 | Reward:  -2.904 | Avg(100):  -2.904 | Entropy: 0.0500 | Acc: 13.5% (5+ 32-) | Lifetime: 13.5%
Episode     1 | Steps:      59 | Reward:   0.501 | Avg(100):  -1.202 | Entropy: 0.0500 | Acc: 34.8% (8+ 15-) | Lifetime: 21.7%
Episode     2 | Steps:      80 | Reward:   0.400 | Avg(100):  -0.668 | Entropy: 0.0500 | Acc: 38.1% (8+ 13-) | Lifetime: 25.9%
Episode     3 | Steps:     123 | Reward:  -5.403 | Avg(100):  -1.852 | Entropy: 0.0500 | Acc: 11.9% (5+ 37-) | Lifetime: 21.1%
Episode     4 | Steps:     159 | Reward:  -4.903 | Avg(100):  -2.462 | Entropy: 0.0500 | Acc: 11.1% (4+ 32-) | Lifetime: 18.9%
Episode     5 | Steps:     186 | Reward:  -0.703 | Avg(100):  -2.169 | Entropy: 0.0500 | Acc: 22.2% (6+ 21-) | Lifetime: 19.4%
Episode     6 | Steps:     203 | Reward:  -2.300 | Avg(100):  -2.187 | Entropy: 0.0500 | Acc: 17.6% (3+ 14-) | Lifetime: 19.2%
Episode     7 | Steps:     244 | Reward:  -4.903 | Avg(100):  -2.527 | Entropy: 0.0500 | Acc: 9.8% (4+ 37-) | Lifetime: 17.6%
Episode     8 | Steps:     275 | Reward:  -1.802 | Avg(100):  -2.446 | Entropy: 0.0499 | Acc: 20.0% (6+ 24-) | Lifetime: 17.9%
Episode     9 | Steps:     313 | Reward:  -3.402 | Avg(100):  -2.542 | Entropy: 0.0499 | Acc: 15.8% (6+ 32-) | Lifetime: 17.6%
Episode    10 | Steps:     346 | Reward:  -0.703 | Avg(100):  -2.375 | Entropy: 0.0499 | Acc: 21.2% (7+ 26-) | Lifetime: 18.0%
Episode    11 | Steps:     377 | Reward:  -3.001 | Avg(100):  -2.427 | Entropy: 0.0499 | Acc: 19.4% (6+ 25-) | Lifetime: 18.1%
Episode    12 | Steps:     401 | Reward:   1.299 | Avg(100):  -2.140 | Entropy: 0.0499 | Acc: 33.3% (8+ 16-) | Lifetime: 19.0%
Episode    13 | Steps:     449 | Reward:  -4.105 | Avg(100):  -2.281 | Entropy: 0.0499 | Acc: 10.4% (5+ 43-) | Lifetime: 18.1%
Episode    14 | Steps:     470 | Reward:  -0.800 | Avg(100):  -2.182 | Entropy: 0.0499 | Acc: 30.0% (6+ 14-) | Lifetime: 18.6%
Episode    15 | Steps:     477 | Reward:  -0.201 | Avg(100):  -2.058 | Entropy: 0.0499 | Acc: 14.3% (1+ 6-) | Lifetime: 18.5%
  [Step 500] Action dist: A0:27% | A1:17% | A2:17% | A3:18% | A4:22%
Episode    16 | Steps:     513 | Reward:  -2.102 | Avg(100):  -2.061 | Entropy: 0.0498 | Acc: 22.2% (8+ 28-) | Lifetime: 18.8%
Episode    17 | Steps:     555 | Reward:  -5.703 | Avg(100):  -2.263 | Entropy: 0.0498 | Acc: 14.3% (6+ 36-) | Lifetime: 18.4%
Episode    18 | Steps:     598 | Reward:  -3.204 | Avg(100):  -2.313 | Entropy: 0.0498 | Acc: 16.3% (7+ 36-) | Lifetime: 18.3%
Episode    19 | Steps:     619 | Reward:   1.300 | Avg(100):  -2.132 | Entropy: 0.0498 | Acc: 47.6% (10+ 11-) | Lifetime: 19.3%
Episode    20 | Steps:     650 | Reward:  -2.502 | Avg(100):  -2.150 | Entropy: 0.0498 | Acc: 16.7% (5+ 25-) | Lifetime: 19.2%
Episode    21 | Steps:     669 | Reward:   0.600 | Avg(100):  -2.025 | Entropy: 0.0498 | Acc: 36.8% (7+ 12-) | Lifetime: 19.7%
Episode    22 | Steps:     709 | Reward:  -2.603 | Avg(100):  -2.050 | Entropy: 0.0498 | Acc: 17.5% (7+ 33-) | Lifetime: 19.5%
Episode    23 | Steps:     759 | Reward:  -7.204 | Avg(100):  -2.264 | Entropy: 0.0498 | Acc: 8.0% (4+ 46-) | Lifetime: 18.8%
Episode    24 | Steps:     790 | Reward:  -0.602 | Avg(100):  -2.198 | Entropy: 0.0498 | Acc: 23.3% (7+ 23-) | Lifetime: 19.0%
Episode    25 | Steps:     825 | Reward:  -1.902 | Avg(100):  -2.187 | Entropy: 0.0498 | Acc: 20.6% (7+ 27-) | Lifetime: 19.0%
Episode    26 | Steps:     857 | Reward:  -3.901 | Avg(100):  -2.250 | Entropy: 0.0498 | Acc: 15.6% (5+ 27-) | Lifetime: 18.9%
Episode    27 | Steps:     891 | Reward:  -4.503 | Avg(100):  -2.331 | Entropy: 0.0498 | Acc: 11.8% (4+ 30-) | Lifetime: 18.6%
Episode    28 | Steps:     916 | Reward:   0.598 | Avg(100):  -2.230 | Entropy: 0.0498 | Acc: 29.2% (7+ 17-) | Lifetime: 18.9%
Episode    29 | Steps:     948 | Reward:  -1.003 | Avg(100):  -2.189 | Entropy: 0.0498 | Acc: 21.9% (7+ 25-) | Lifetime: 19.0%
Episode    30 | Steps:     971 | Reward:  -0.199 | Avg(100):  -2.124 | Entropy: 0.0498 | Acc: 30.4% (7+ 16-) | Lifetime: 19.3%
  [Step 1000] Action dist: A0:24% | A1:19% | A2:16% | A3:20% | A4:20%
Episode    31 | Steps:    1010 | Reward:  -4.004 | Avg(100):  -2.183 | Entropy: 0.0498 | Acc: 10.3% (4+ 35-) | Lifetime: 18.9%
Episode    32 | Steps:    1052 | Reward:  -6.103 | Avg(100):  -2.302 | Entropy: 0.0497 | Acc: 9.5% (4+ 38-) | Lifetime: 18.5%
Episode    33 | Steps:    1076 | Reward:   0.300 | Avg(100):  -2.225 | Entropy: 0.0497 | Acc: 33.3% (8+ 16-) | Lifetime: 18.9%
Episode    34 | Steps:    1104 | Reward:  -2.700 | Avg(100):  -2.239 | Entropy: 0.0497 | Acc: 25.0% (7+ 21-) | Lifetime: 19.0%
Episode    35 | Steps:    1132 | Reward:  -0.702 | Avg(100):  -2.196 | Entropy: 0.0497 | Acc: 25.0% (7+ 21-) | Lifetime: 19.2%
Episode    36 | Steps:    1170 | Reward:  -5.504 | Avg(100):  -2.286 | Entropy: 0.0497 | Acc: 7.9% (3+ 35-) | Lifetime: 18.8%
Episode    37 | Steps:    1195 | Reward:  -0.601 | Avg(100):  -2.241 | Entropy: 0.0497 | Acc: 28.0% (7+ 18-) | Lifetime: 19.0%
Episode    38 | Steps:    1225 | Reward:  -2.301 | Avg(100):  -2.243 | Entropy: 0.0497 | Acc: 20.0% (6+ 24-) | Lifetime: 19.0%
Episode    39 | Steps:    1262 | Reward:  -3.303 | Avg(100):  -2.269 | Entropy: 0.0497 | Acc: 17.1% (6+ 29-) | Lifetime: 19.0%
Episode    40 | Steps:    1282 | Reward:   1.898 | Avg(100):  -2.168 | Entropy: 0.0496 | Acc: 35.0% (7+ 13-) | Lifetime: 19.2%
Episode    41 | Steps:    1311 | Reward:  -1.103 | Avg(100):  -2.142 | Entropy: 0.0496 | Acc: 20.7% (6+ 23-) | Lifetime: 19.3%
Episode    42 | Steps:    1320 | Reward:  -1.101 | Avg(100):  -2.118 | Entropy: 0.0496 | Acc: 11.1% (1+ 8-) | Lifetime: 19.2%
Episode    43 | Steps:    1343 | Reward:   1.798 | Avg(100):  -2.029 | Entropy: 0.0496 | Acc: 30.4% (7+ 16-) | Lifetime: 19.4%
Episode    44 | Steps:    1378 | Reward:  -3.503 | Avg(100):  -2.062 | Entropy: 0.0496 | Acc: 14.3% (5+ 30-) | Lifetime: 19.3%
Episode    45 | Steps:    1394 | Reward:  -1.601 | Avg(100):  -2.052 | Entropy: 0.0496 | Acc: 18.8% (3+ 13-) | Lifetime: 19.3%
Episode    46 | Steps:    1417 | Reward:  -0.601 | Avg(100):  -2.021 | Entropy: 0.0496 | Acc: 21.7% (5+ 18-) | Lifetime: 19.3%
Episode    47 | Steps:    1444 | Reward:  -0.703 | Avg(100):  -1.994 | Entropy: 0.0496 | Acc: 22.2% (6+ 21-) | Lifetime: 19.4%
Episode    48 | Steps:    1481 | Reward:  -3.002 | Avg(100):  -2.014 | Entropy: 0.0496 | Acc: 18.9% (7+ 30-) | Lifetime: 19.3%
  [Step 1500] Action dist: A0:23% | A1:17% | A2:17% | A3:23% | A4:21%
Episode    49 | Steps:    1510 | Reward:  -1.602 | Avg(100):  -2.006 | Entropy: 0.0496 | Acc: 20.7% (6+ 23-) | Lifetime: 19.4%
Episode    50 | Steps:    1543 | Reward:  -1.903 | Avg(100):  -2.004 | Entropy: 0.0495 | Acc: 18.2% (6+ 27-) | Lifetime: 19.3%
Episode    51 | Steps:    1576 | Reward:  -1.002 | Avg(100):  -1.985 | Entropy: 0.0495 | Acc: 21.9% (7+ 25-) | Lifetime: 19.4%
Episode    52 | Steps:    1610 | Reward:  -0.903 | Avg(100):  -1.964 | Entropy: 0.0495 | Acc: 20.6% (7+ 27-) | Lifetime: 19.4%
Episode    53 | Steps:    1634 | Reward:  -2.397 | Avg(100):  -1.972 | Entropy: 0.0495 | Acc: 29.2% (7+ 17-) | Lifetime: 19.6%
Episode    54 | Steps:    1659 | Reward:  -0.303 | Avg(100):  -1.942 | Entropy: 0.0495 | Acc: 24.0% (6+ 19-) | Lifetime: 19.6%
Episode    55 | Steps:    1698 | Reward:  -3.104 | Avg(100):  -1.963 | Entropy: 0.0495 | Acc: 15.4% (6+ 33-) | Lifetime: 19.5%
Episode    56 | Steps:    1731 | Reward:  -3.102 | Avg(100):  -1.983 | Entropy: 0.0495 | Acc: 15.2% (5+ 28-) | Lifetime: 19.5%
Episode    57 | Steps:    1749 | Reward:  -1.702 | Avg(100):  -1.978 | Entropy: 0.0495 | Acc: 11.1% (2+ 16-) | Lifetime: 19.4%
Episode    58 | Steps:    1773 | Reward:   0.600 | Avg(100):  -1.934 | Entropy: 0.0495 | Acc: 29.2% (7+ 17-) | Lifetime: 19.5%
Episode    59 | Steps:    1801 | Reward:  -1.402 | Avg(100):  -1.925 | Entropy: 0.0495 | Acc: 21.4% (6+ 22-) | Lifetime: 19.5%
Episode    60 | Steps:    1827 | Reward:  -1.202 | Avg(100):  -1.913 | Entropy: 0.0495 | Acc: 19.2% (5+ 21-) | Lifetime: 19.5%
Episode    61 | Steps:    1851 | Reward:  -2.501 | Avg(100):  -1.923 | Entropy: 0.0495 | Acc: 16.7% (4+ 20-) | Lifetime: 19.5%
Episode    62 | Steps:    1873 | Reward:   0.998 | Avg(100):  -1.876 | Entropy: 0.0495 | Acc: 31.8% (7+ 15-) | Lifetime: 19.6%
Episode    63 | Steps:    1894 | Reward:   2.899 | Avg(100):  -1.802 | Entropy: 0.0495 | Acc: 38.1% (8+ 13-) | Lifetime: 19.8%
Episode    64 | Steps:    1917 | Reward:  -0.901 | Avg(100):  -1.788 | Entropy: 0.0495 | Acc: 26.1% (6+ 17-) | Lifetime: 19.9%
Episode    65 | Steps:    1945 | Reward:  -1.000 | Avg(100):  -1.776 | Entropy: 0.0495 | Acc: 28.6% (8+ 20-) | Lifetime: 20.0%
Episode    66 | Steps:    1976 | Reward:  -2.203 | Avg(100):  -1.782 | Entropy: 0.0495 | Acc: 16.1% (5+ 26-) | Lifetime: 20.0%
Episode    67 | Steps:    1998 | Reward:  -0.200 | Avg(100):  -1.759 | Entropy: 0.0495 | Acc: 27.3% (6+ 16-) | Lifetime: 20.1%
  [Step 2000] Action dist: A0:20% | A1:11% | A2:22% | A3:21% | A4:25%
Episode    68 | Steps:    2018 | Reward:  -1.202 | Avg(100):  -1.751 | Entropy: 0.0495 | Acc: 15.8% (3+ 16-) | Lifetime: 20.0%
Episode    69 | Steps:    2046 | Reward:  -3.502 | Avg(100):  -1.776 | Entropy: 0.0495 | Acc: 10.7% (3+ 25-) | Lifetime: 19.9%
Episode    70 | Steps:    2074 | Reward:  -0.403 | Avg(100):  -1.757 | Entropy: 0.0494 | Acc: 21.4% (6+ 22-) | Lifetime: 19.9%
Episode    71 | Steps:    2097 | Reward:  -0.102 | Avg(100):  -1.734 | Entropy: 0.0494 | Acc: 21.7% (5+ 18-) | Lifetime: 19.9%
