
Training on cuda | logs -> training_logs/run_seed41_config1_resumed_20260522_214023
Config: ..\..\configs\config1.yaml
Episodes: 0 -> ...
Steps: 0 -> 150000

No accuracy CSV at training_logs/run_seed41_config3_fresh_20260522_170933/accuracy_final.csv — starting fresh.
Episode     0 | Steps:      40 | Reward:   0.097 | Avg(100):   0.097 | Entropy: 0.1000 | Acc: 17.1% (7+ 34-) | Lifetime: 17.1%
Episode    43 | Steps:    1582 | Reward:   1.301 | Avg(100):  -0.607 | Entropy: 0.0992 | Acc: 42.9% (9+ 12-) | Lifetime: 20.0%
Episode    44 | Steps:    1615 | Reward:   1.599 | Avg(100):  -0.558 | Entropy: 0.0992 | Acc: 30.3% (10+ 23-) | Lifetime: 20.2%
Episode    45 | Steps:    1655 | Reward:  -3.301 | Avg(100):  -0.617 | Entropy: 0.0992 | Acc: 12.5% (5+ 35-) | Lifetime: 20.0%
Episode    46 | Steps:    1694 | Reward:  -1.403 | Avg(100):  -0.634 | Entropy: 0.0992 | Acc: 15.4% (6+ 33-) | Lifetime: 19.9%
Episode    47 | Steps:    1723 | Reward:   0.398 | Avg(100):  -0.613 | Entropy: 0.0992 | Acc: 20.7% (6+ 23-) | Lifetime: 19.9%
Episode    48 | Steps:    1761 | Reward:  -1.701 | Avg(100):  -0.635 | Entropy: 0.0992 | Acc: 18.4% (7+ 31-) | Lifetime: 19.9%
Episode    49 | Steps:    1787 | Reward:   1.900 | Avg(100):  -0.584 | Entropy: 0.0992 | Acc: 34.6% (9+ 17-) | Lifetime: 20.1%
Episode    50 | Steps:    1813 | Reward:   1.699 | Avg(100):  -0.539 | Entropy: 0.0990 | Acc: 30.8% (8+ 18-) | Lifetime: 20.2%
Episode    51 | Steps:    1837 | Reward:   1.798 | Avg(100):  -0.494 | Entropy: 0.0990 | Acc: 25.0% (6+ 18-) | Lifetime: 20.3%
Episode    52 | Steps:    1867 | Reward:   0.098 | Avg(100):  -0.483 | Entropy: 0.0990 | Acc: 23.3% (7+ 23-) | Lifetime: 20.3%
Episode    53 | Steps:    1899 | Reward:   2.397 | Avg(100):  -0.430 | Entropy: 0.0990 | Acc: 25.0% (8+ 24-) | Lifetime: 20.4%
Episode    54 | Steps:    1935 | Reward:  -1.804 | Avg(100):  -0.455 | Entropy: 0.0990 | Acc: 11.1% (4+ 32-) | Lifetime: 20.2%
Episode    55 | Steps:    1967 | Reward:   2.098 | Avg(100):  -0.409 | Entropy: 0.0990 | Acc: 28.1% (9+ 23-) | Lifetime: 20.4%
Episode    56 | Steps:    1998 | Reward:  -0.599 | Avg(100):  -0.413 | Entropy: 0.0990 | Acc: 32.3% (10+ 21-) | Lifetime: 20.6%
  [Step 2000] Action dist: A0:21% | A1:15% | A2:27% | A3:13% | A4:23%
Episode    57 | Steps:    2038 | Reward:  -3.799 | Avg(100):  -0.471 | Entropy: 0.0990 | Acc: 20.0% (8+ 32-) | Lifetime: 20.5%
Episode    58 | Steps:    2072 | Reward:  -0.803 | Avg(100):  -0.477 | Entropy: 0.0989 | Acc: 20.6% (7+ 27-) | Lifetime: 20.5%
Episode    59 | Steps:    2103 | Reward:   1.798 | Avg(100):  -0.439 | Entropy: 0.0989 | Acc: 29.0% (9+ 22-) | Lifetime: 20.7%
Episode    60 | Steps:    2136 | Reward:  -0.702 | Avg(100):  -0.443 | Entropy: 0.0989 | Acc: 21.2% (7+ 26-) | Lifetime: 20.7%
Episode    61 | Steps:    2170 | Reward:   2.097 | Avg(100):  -0.402 | Entropy: 0.0989 | Acc: 23.5% (8+ 26-) | Lifetime: 20.7%
Episode    62 | Steps:    2208 | Reward:  -2.503 | Avg(100):  -0.435 | Entropy: 0.0989 | Acc: 13.2% (5+ 33-) | Lifetime: 20.6%
Episode    63 | Steps:    2253 | Reward:  -1.204 | Avg(100):  -0.447 | Entropy: 0.0989 | Acc: 15.6% (7+ 38-) | Lifetime: 20.5%
Episode    64 | Steps:    2290 | Reward:  -0.202 | Avg(100):  -0.444 | Entropy: 0.0989 | Acc: 21.6% (8+ 29-) | Lifetime: 20.5%
Episode    65 | Steps:    2319 | Reward:   2.099 | Avg(100):  -0.405 | Entropy: 0.0988 | Acc: 31.0% (9+ 20-) | Lifetime: 20.6%
Episode    66 | Steps:    2349 | Reward:  -1.002 | Avg(100):  -0.414 | Entropy: 0.0988 | Acc: 20.0% (6+ 24-) | Lifetime: 20.6%
Episode    67 | Steps:    2388 | Reward:  -0.702 | Avg(100):  -0.418 | Entropy: 0.0988 | Acc: 23.1% (9+ 30-) | Lifetime: 20.7%
Episode    68 | Steps:    2422 | Reward:  -0.402 | Avg(100):  -0.418 | Entropy: 0.0988 | Acc: 26.5% (9+ 25-) | Lifetime: 20.8%
Episode    69 | Steps:    2457 | Reward:   0.196 | Avg(100):  -0.409 | Entropy: 0.0988 | Acc: 20.0% (7+ 28-) | Lifetime: 20.7%
Episode    70 | Steps:    2485 | Reward:   1.198 | Avg(100):  -0.387 | Entropy: 0.0988 | Acc: 25.0% (7+ 21-) | Lifetime: 20.8%
  [Step 2500] Action dist: A0:23% | A1:13% | A2:27% | A3:19% | A4:17%
Episode    71 | Steps:    2515 | Reward:  -1.001 | Avg(100):  -0.395 | Entropy: 0.0988 | Acc: 23.3% (7+ 23-) | Lifetime: 20.8%
Episode    72 | Steps:    2548 | Reward:  -1.001 | Avg(100):  -0.403 | Entropy: 0.0988 | Acc: 21.2% (7+ 26-) | Lifetime: 20.8%
Episode    73 | Steps:    2576 | Reward:   0.699 | Avg(100):  -0.388 | Entropy: 0.0986 | Acc: 28.6% (8+ 20-) | Lifetime: 20.9%
Episode    74 | Steps:    2611 | Reward:  -0.502 | Avg(100):  -0.390 | Entropy: 0.0986 | Acc: 17.1% (6+ 29-) | Lifetime: 20.9%
Episode    75 | Steps:    2642 | Reward:  -0.501 | Avg(100):  -0.391 | Entropy: 0.0986 | Acc: 22.6% (7+ 24-) | Lifetime: 20.9%
Episode    76 | Steps:    2670 | Reward:   2.498 | Avg(100):  -0.354 | Entropy: 0.0986 | Acc: 28.6% (8+ 20-) | Lifetime: 21.0%
Episode    77 | Steps:    2678 | Reward:  -0.101 | Avg(100):  -0.351 | Entropy: 0.0986 | Acc: 25.0% (2+ 6-) | Lifetime: 21.0%
Episode    78 | Steps:    2706 | Reward:   0.498 | Avg(100):  -0.340 | Entropy: 0.0986 | Acc: 21.4% (6+ 22-) | Lifetime: 21.0%
Episode    79 | Steps:    2726 | Reward:   3.202 | Avg(100):  -0.296 | Entropy: 0.0986 | Acc: 50.0% (10+ 10-) | Lifetime: 21.2%
Episode    80 | Steps:    2754 | Reward:   0.300 | Avg(100):  -0.288 | Entropy: 0.0986 | Acc: 25.0% (7+ 21-) | Lifetime: 21.2%
Episode    81 | Steps:    2794 | Reward:  -3.604 | Avg(100):  -0.329 | Entropy: 0.0986 | Acc: 12.5% (5+ 35-) | Lifetime: 21.1%
Episode    82 | Steps:    2813 | Reward:   2.999 | Avg(100):  -0.289 | Entropy: 0.0986 | Acc: 42.1% (8+ 11-) | Lifetime: 21.3%
Episode    83 | Steps:    2848 | Reward:  -0.701 | Avg(100):  -0.294 | Entropy: 0.0985 | Acc: 25.7% (9+ 26-) | Lifetime: 21.3%
Episode    84 | Steps:    2873 | Reward:   2.598 | Avg(100):  -0.260 | Entropy: 0.0985 | Acc: 28.0% (7+ 18-) | Lifetime: 21.4%
Episode    85 | Steps:    2897 | Reward:   1.799 | Avg(100):  -0.236 | Entropy: 0.0985 | Acc: 25.0% (6+ 18-) | Lifetime: 21.4%
Episode    86 | Steps:    2929 | Reward:  -1.202 | Avg(100):  -0.247 | Entropy: 0.0985 | Acc: 18.8% (6+ 26-) | Lifetime: 21.4%
Episode    87 | Steps:    2968 | Reward:  -1.204 | Avg(100):  -0.258 | Entropy: 0.0985 | Acc: 15.4% (6+ 33-) | Lifetime: 21.3%
Episode    88 | Steps:    2997 | Reward:   0.198 | Avg(100):  -0.252 | Entropy: 0.0985 | Acc: 17.2% (5+ 24-) | Lifetime: 21.2%
  [Step 3000] Action dist: A0:18% | A1:11% | A2:30% | A3:26% | A4:15%
Episode    89 | Steps:    3027 | Reward:   2.197 | Avg(100):  -0.225 | Entropy: 0.0985 | Acc: 26.7% (8+ 22-) | Lifetime: 21.3%
Episode    90 | Steps:    3053 | Reward:   3.397 | Avg(100):  -0.185 | Entropy: 0.0985 | Acc: 26.9% (7+ 19-) | Lifetime: 21.3%
Episode    91 | Steps:    3070 | Reward:   4.101 | Avg(100):  -0.139 | Entropy: 0.0985 | Acc: 52.9% (9+ 8-) | Lifetime: 21.5%
Episode    92 | Steps:    3099 | Reward:   2.497 | Avg(100):  -0.111 | Entropy: 0.0984 | Acc: 27.6% (8+ 21-) | Lifetime: 21.6%
Episode    93 | Steps:    3123 | Reward:   1.100 | Avg(100):  -0.098 | Entropy: 0.0984 | Acc: 33.3% (8+ 16-) | Lifetime: 21.7%
Episode    94 | Steps:    3161 | Reward:  -1.404 | Avg(100):  -0.111 | Entropy: 0.0984 | Acc: 13.2% (5+ 33-) | Lifetime: 21.6%
Episode    95 | Steps:    3191 | Reward:   1.198 | Avg(100):  -0.098 | Entropy: 0.0984 | Acc: 26.7% (8+ 22-) | Lifetime: 21.6%
Episode    96 | Steps:    3213 | Reward:   2.899 | Avg(100):  -0.067 | Entropy: 0.0984 | Acc: 36.4% (8+ 14-) | Lifetime: 21.7%
Episode    97 | Steps:    3242 | Reward:   1.599 | Avg(100):  -0.050 | Entropy: 0.0984 | Acc: 31.0% (9+ 20-) | Lifetime: 21.8%
Episode    98 | Steps:    3271 | Reward:   1.098 | Avg(100):  -0.038 | Entropy: 0.0984 | Acc: 27.6% (8+ 21-) | Lifetime: 21.9%
Episode    99 | Steps:    3298 | Reward:   1.198 | Avg(100):  -0.026 | Entropy: 0.0984 | Acc: 25.9% (7+ 20-) | Lifetime: 21.9%
Episode   100 | Steps:    3336 | Reward:  -1.802 | Avg(100):  -0.045 | Entropy: 0.0982 | Acc: 15.8% (6+ 32-) | Lifetime: 21.8%
Episode   101 | Steps:    3369 | Reward:  -0.602 | Avg(100):  -0.052 | Entropy: 0.0982 | Acc: 21.2% (7+ 26-) | Lifetime: 21.8%
Episode   102 | Steps:    3397 | Reward:   3.299 | Avg(100):  -0.037 | Entropy: 0.0982 | Acc: 28.6% (8+ 20-) | Lifetime: 21.9%
Episode   103 | Steps:    3432 | Reward:  -0.503 | Avg(100):  -0.033 | Entropy: 0.0982 | Acc: 20.0% (7+ 28-) | Lifetime: 21.8%
Episode   104 | Steps:    3451 | Reward:   4.800 | Avg(100):   0.017 | Entropy: 0.0982 | Acc: 47.4% (9+ 10-) | Lifetime: 22.0%
Episode   105 | Steps:    3483 | Reward:  -0.701 | Avg(100):   0.070 | Entropy: 0.0982 | Acc: 18.8% (6+ 26-) | Lifetime: 22.0%
  [Step 3500] Action dist: A0:12% | A1:14% | A2:38% | A3:28% | A4:9%
Episode   106 | Steps:    3514 | Reward:   2.297 | Avg(100):   0.098 | Entropy: 0.0982 | Acc: 22.6% (7+ 24-) | Lifetime: 22.0%
Episode   107 | Steps:    3544 | Reward:   1.897 | Avg(100):   0.155 | Entropy: 0.0982 | Acc: 20.0% (6+ 24-) | Lifetime: 21.9%
Episode   108 | Steps:    3575 | Reward:   0.399 | Avg(100):   0.144 | Entropy: 0.0982 | Acc: 25.8% (8+ 23-) | Lifetime: 22.0%
Episode   109 | Steps:    3600 | Reward:   2.497 | Avg(100):   0.155 | Entropy: 0.0981 | Acc: 28.0% (7+ 18-) | Lifetime: 22.0%
Episode   110 | Steps:    3634 | Reward:  -1.803 | Avg(100):   0.184 | Entropy: 0.0981 | Acc: 14.7% (5+ 29-) | Lifetime: 22.0%
Episode   111 | Steps:    3672 | Reward:   0.397 | Avg(100):   0.211 | Entropy: 0.0981 | Acc: 21.1% (8+ 30-) | Lifetime: 21.9%
Episode   112 | Steps:    3702 | Reward:   1.398 | Avg(100):   0.244 | Entropy: 0.0981 | Acc: 20.0% (6+ 24-) | Lifetime: 21.9%
Episode   113 | Steps:    3734 | Reward:  -1.303 | Avg(100):   0.234 | Entropy: 0.0981 | Acc: 15.6% (5+ 27-) | Lifetime: 21.9%
Episode   114 | Steps:    3771 | Reward:  -1.503 | Avg(100):   0.216 | Entropy: 0.0981 | Acc: 10.8% (4+ 33-) | Lifetime: 21.8%
Episode   115 | Steps:    3805 | Reward:   1.297 | Avg(100):   0.223 | Entropy: 0.0981 | Acc: 23.5% (8+ 26-) | Lifetime: 21.8%
Episode   116 | Steps:    3833 | Reward:   2.599 | Avg(100):   0.267 | Entropy: 0.0981 | Acc: 25.0% (7+ 21-) | Lifetime: 21.8%
Episode   117 | Steps:    3859 | Reward:   2.998 | Avg(100):   0.291 | Entropy: 0.0980 | Acc: 30.8% (8+ 18-) | Lifetime: 21.9%
Episode   118 | Steps:    3883 | Reward:   1.699 | Avg(100):   0.330 | Entropy: 0.0980 | Acc: 37.5% (9+ 15-) | Lifetime: 22.0%
Episode   119 | Steps:    3917 | Reward:   1.797 | Avg(100):   0.344 | Entropy: 0.0980 | Acc: 23.5% (8+ 26-) | Lifetime: 22.0%
Episode   120 | Steps:    3954 | Reward:  -2.004 | Avg(100):   0.353 | Entropy: 0.0980 | Acc: 8.1% (3+ 34-) | Lifetime: 21.8%
Episode   121 | Steps:    3975 | Reward:   2.698 | Avg(100):   0.382 | Entropy: 0.0980 | Acc: 33.3% (7+ 14-) | Lifetime: 21.9%
Episode   122 | Steps:    3997 | Reward:   4.399 | Avg(100):   0.417 | Entropy: 0.0980 | Acc: 40.9% (9+ 13-) | Lifetime: 22.0%
  [Step 4000] Action dist: A0:9% | A1:9% | A2:38% | A3:34% | A4:10%
Episode   123 | Steps:    4040 | Reward:  -2.503 | Avg(100):   0.409 | Entropy: 0.0980 | Acc: 14.0% (6+ 37-) | Lifetime: 21.9%
Episode   124 | Steps:    4068 | Reward:   2.797 | Avg(100):   0.418 | Entropy: 0.0980 | Acc: 25.0% (7+ 21-) | Lifetime: 21.9%
Episode   125 | Steps:    4093 | Reward:   1.699 | Avg(100):   0.446 | Entropy: 0.0980 | Acc: 28.0% (7+ 18-) | Lifetime: 22.0%
Episode   126 | Steps:    4117 | Reward:   2.499 | Avg(100):   0.492 | Entropy: 0.0978 | Acc: 37.5% (9+ 15-) | Lifetime: 22.1%
Episode   127 | Steps:    4145 | Reward:   4.098 | Avg(100):   0.567 | Entropy: 0.0978 | Acc: 32.1% (9+ 19-) | Lifetime: 22.1%
Episode   128 | Steps:    4181 | Reward:  -0.004 | Avg(100):   0.546 | Entropy: 0.0978 | Acc: 16.7% (6+ 30-) | Lifetime: 22.1%
Episode   129 | Steps:    4203 | Reward:   0.601 | Avg(100):   0.548 | Entropy: 0.0978 | Acc: 31.8% (7+ 15-) | Lifetime: 22.1%
Episode   130 | Steps:    4226 | Reward:   4.498 | Avg(100):   0.576 | Entropy: 0.0978 | Acc: 39.1% (9+ 14-) | Lifetime: 22.2%
Episode   131 | Steps:    4258 | Reward:   1.698 | Avg(100):   0.573 | Entropy: 0.0978 | Acc: 25.0% (8+ 24-) | Lifetime: 22.3%
Episode   132 | Steps:    4290 | Reward:   1.497 | Avg(100):   0.595 | Entropy: 0.0978 | Acc: 21.9% (7+ 25-) | Lifetime: 22.3%
Episode   133 | Steps:    4317 | Reward:   1.499 | Avg(100):   0.630 | Entropy: 0.0978 | Acc: 29.6% (8+ 19-) | Lifetime: 22.3%
Episode   134 | Steps:    4354 | Reward:  -3.003 | Avg(100):   0.587 | Entropy: 0.0977 | Acc: 8.1% (3+ 34-) | Lifetime: 22.2%
Episode   135 | Steps:    4391 | Reward:  -0.803 | Avg(100):   0.604 | Entropy: 0.0977 | Acc: 13.5% (5+ 32-) | Lifetime: 22.1%
Episode   136 | Steps:    4415 | Reward:   1.500 | Avg(100):   0.623 | Entropy: 0.0977 | Acc: 37.5% (9+ 15-) | Lifetime: 22.2%
Episode   137 | Steps:    4446 | Reward:   1.098 | Avg(100):   0.615 | Entropy: 0.0977 | Acc: 22.6% (7+ 24-) | Lifetime: 22.2%
Episode   138 | Steps:    4481 | Reward:  -1.203 | Avg(100):   0.604 | Entropy: 0.0977 | Acc: 14.3% (5+ 30-) | Lifetime: 22.1%
  [Step 4500] Action dist: A0:15% | A1:9% | A2:45% | A3:23% | A4:8%
Episode   139 | Steps:    4507 | Reward:   0.700 | Avg(100):   0.618 | Entropy: 0.0977 | Acc: 30.8% (8+ 18-) | Lifetime: 22.2%
Episode   140 | Steps:    4529 | Reward:   2.099 | Avg(100):   0.687 | Entropy: 0.0977 | Acc: 31.8% (7+ 15-) | Lifetime: 22.2%
Episode   141 | Steps:    4569 | Reward:   1.000 | Avg(100):   0.696 | Entropy: 0.0977 | Acc: 25.0% (10+ 30-) | Lifetime: 22.3%
Episode   142 | Steps:    4604 | Reward:  -3.503 | Avg(100):   0.659 | Entropy: 0.0977 | Acc: 8.6% (3+ 32-) | Lifetime: 22.1%
Episode   143 | Steps:    4627 | Reward:   3.899 | Avg(100):   0.685 | Entropy: 0.0975 | Acc: 34.8% (8+ 15-) | Lifetime: 22.2%
Episode   144 | Steps:    4650 | Reward:   4.298 | Avg(100):   0.712 | Entropy: 0.0975 | Acc: 39.1% (9+ 14-) | Lifetime: 22.3%
Episode   145 | Steps:    4679 | Reward:   2.297 | Avg(100):   0.768 | Entropy: 0.0975 | Acc: 27.6% (8+ 21-) | Lifetime: 22.3%
Episode   146 | Steps:    4704 | Reward:   0.899 | Avg(100):   0.791 | Entropy: 0.0975 | Acc: 32.0% (8+ 17-) | Lifetime: 22.4%
Episode   147 | Steps:    4730 | Reward:   3.897 | Avg(100):   0.826 | Entropy: 0.0975 | Acc: 34.6% (9+ 17-) | Lifetime: 22.4%
Episode   148 | Steps:    4767 | Reward:  -0.702 | Avg(100):   0.836 | Entropy: 0.0975 | Acc: 18.9% (7+ 30-) | Lifetime: 22.4%
Episode   149 | Steps:    4803 | Reward:  -2.003 | Avg(100):   0.797 | Entropy: 0.0975 | Acc: 13.9% (5+ 31-) | Lifetime: 22.4%
Episode   150 | Steps:    4833 | Reward:  -1.001 | Avg(100):   0.770 | Entropy: 0.0975 | Acc: 23.3% (7+ 23-) | Lifetime: 22.4%
Episode   151 | Steps:    4860 | Reward:   1.497 | Avg(100):   0.767 | Entropy: 0.0975 | Acc: 25.9% (7+ 20-) | Lifetime: 22.4%
Episode   152 | Steps:    4881 | Reward:   2.400 | Avg(100):   0.790 | Entropy: 0.0974 | Acc: 38.1% (8+ 13-) | Lifetime: 22.4%
Episode   153 | Steps:    4913 | Reward:  -0.003 | Avg(100):   0.766 | Entropy: 0.0974 | Acc: 15.6% (5+ 27-) | Lifetime: 22.4%
Episode   154 | Steps:    4945 | Reward:  -1.102 | Avg(100):   0.773 | Entropy: 0.0974 | Acc: 15.6% (5+ 27-) | Lifetime: 22.4%
Episode   155 | Steps:    4971 | Reward:   0.099 | Avg(100):   0.753 | Entropy: 0.0974 | Acc: 26.9% (7+ 19-) | Lifetime: 22.4%
Episode   156 | Steps:    4997 | Reward:   1.299 | Avg(100):   0.772 | Entropy: 0.0974 | Acc: 23.1% (6+ 20-) | Lifetime: 22.4%
  [Step 5000] Action dist: A0:13% | A1:10% | A2:41% | A3:27% | A4:8%
Episode   157 | Steps:    5031 | Reward:  -3.103 | Avg(100):   0.779 | Entropy: 0.0974 | Acc: 8.8% (3+ 31-) | Lifetime: 22.3%
Episode   158 | Steps:    5069 | Reward:  -1.600 | Avg(100):   0.771 | Entropy: 0.0974 | Acc: 18.4% (7+ 31-) | Lifetime: 22.3%
Episode   159 | Steps:    5096 | Reward:   1.597 | Avg(100):   0.769 | Entropy: 0.0974 | Acc: 25.9% (7+ 20-) | Lifetime: 22.3%
Episode   160 | Steps:    5124 | Reward:   2.198 | Avg(100):   0.798 | Entropy: 0.0973 | Acc: 28.6% (8+ 20-) | Lifetime: 22.3%
Episode   161 | Steps:    5153 | Reward:   0.399 | Avg(100):   0.781 | Entropy: 0.0973 | Acc: 24.1% (7+ 22-) | Lifetime: 22.3%
Episode   162 | Steps:    5184 | Reward:  -0.102 | Avg(100):   0.805 | Entropy: 0.0973 | Acc: 19.4% (6+ 25-) | Lifetime: 22.3%
