Step,Reward
42,-5.8043
65,1.7982
109,-5.3039
136,-0.0027
163,-0.8002
202,-5.3024
242,-3.9015
274,-3.2017
302,-1.2008
324,3.6003
348,1.5981
390,-4.2032
425,-3.8025
461,-3.0026
492,-3.0016
523,-4.0001
531,-0.9008
558,-2.4007
587,-1.1014
632,-5.8035
669,-3.2022
700,-2.0016
726,-0.3021
757,-2.7026
789,-4.6007
831,-6.8027
854,0.7987
874,1.1005
897,0.2992
931,-4.3014
955,1.7991
990,-1.1035
1023,-1.9023
1055,-3.7007
1060,-0.3005
1086,-0.5026
1107,0.6994
1110,-0.6003
1117,0.4993
1146,-2.0029
1168,1.4988
1198,-4.9025
1230,-3.6027
1260,-1.3030
1284,-0.2009
1310,-1.0016
1336,-0.8021
1353,0.8983
1382,-2.8014
1405,0.5982
1426,3.0994
1451,-1.5015
1488,-4.9032
1517,1.7971
1555,-6.0023
1582,-1.0012
1621,-3.8024
1641,2.3990
1664,-0.3998
1689,-4.3025
1721,-2.7022
1732,-0.8011
1751,1.3986
1784,-4.8018
1809,2.5000
1841,0.1973
1868,-0.7027
1886,-0.8013
1916,-1.8015
1944,-0.9023
1946,0.2998
1977,-1.8021
2001,0.5986
2043,-5.7027
2053,-1.1005
2070,2.0003
2098,-0.0013
2136,-6.3013
2165,-4.0014
2193,-0.9018
2210,-2.1002
2229,3.7991
2266,-2.4037
2298,-3.9017
2323,-0.1015
2351,-0.4998
2381,-1.3020
2422,-5.5011
2430,0.9992
2455,3.5975
2486,-2.0026
2510,-3.2989
2535,2.7990
2552,-1.1007
2584,-1.9027
2608,0.8986
2640,-2.2022
2668,-2.6018
2695,-2.4012
2727,-2.5007
2752,4.9975
2773,0.4004
2803,-2.0030
2829,0.1994
2866,-7.2027
2899,-3.1028
2919,3.6000
2951,-1.2022
2968,1.7993
2995,-2.2007
3017,1.2978
3038,2.8979
3068,0.1970
3091,1.0977
3118,-3.2012
3144,-1.4026
3188,-6.1034
3209,0.9979
3231,1.8983
3255,-0.6014
3278,1.0977
3296,-1.0018
3322,-0.0026
3344,1.4978
3365,-1.2001
3392,1.6973
3415,0.5977
3439,0.5996
3457,1.0987
3482,0.1980
3508,-0.5016
3534,-1.7016
3561,0.4978
3586,-1.3015
3612,-1.5016
3637,1.8975
3665,-0.9028
3689,-0.3024
3714,0.1980
3745,-2.7026
3774,0.0971
3784,-1.1000
3815,-1.3021
3843,-0.3008
3865,1.9978
3885,0.8025
3917,-1.2022
3945,-2.1028
3959,-0.7014
3980,3.0989
4001,1.1979
4028,0.6983
4055,1.6973
4079,1.0986
4102,0.2987
4131,-2.1014
4163,-3.6027
4187,-1.0994
4208,1.9989
4237,-3.7024
4263,2.0979
4294,-0.5031
4315,4.0984
4346,-4.8026
4370,0.3986
4385,0.9985
4400,-1.4005
4421,1.3994
4442,0.9989
4475,-1.9023
4504,1.2981
4525,0.2989
4551,-1.5016
4577,0.4974
4604,-0.5017
4620,6.0989
4635,3.4005
4667,-2.9032
4687,3.2980
4715,-3.0028
4742,-0.2027
4765,1.5002
4798,-4.0033
4819,2.6979
4849,-2.2030
4873,0.8981
4900,1.9973
4924,1.3976
4948,1.3976
4977,-1.1024
4995,1.7992
