Episode,Reward,Cumulative Reward
326,-1336.70,-105194.59
327,432.90,-104761.69
328,710.00,-104051.69
329,-978.30,-105029.99
330,876.20,-104153.78
331,1132.60,-103021.18
332,-632.80,-103653.98
333,129.35,-103524.63
334,995.30,-102529.33
335,-1397.20,-103926.52
336,269.30,-103657.22
337,388.31,-103268.91
338,995.30,-102273.61
339,1364.10,-100909.51
340,638.30,-100271.21
341,396.24,-99874.97
342,-58.90,-99933.87
343,337.20,-99596.66
344,-167.90,-99764.56
345,-158.47,-99923.03
346,515.10,-99407.93
347,-1077.90,-100485.83
348,-999.75,-101485.57
349,23.70,-101461.87
350,945.00,-100516.87
351,513.00,-100003.87
352,-217.60,-100221.46
353,57.60,-100163.86
354,370.50,-99793.36
355,836.64,-98956.72
356,981.30,-97975.42
357,137.80,-97837.62
358,-366.70,-98204.32
359,252.30,-97952.01
360,-1458.20,-99410.21
361,256.10,-99154.11
362,983.30,-98170.81
363,239.30,-97931.50
364,-804.20,-98735.70
365,273.30,-98462.40
366,-179.96,-98642.36
367,995.30,-97647.06
368,109.43,-97537.64
369,995.30,-96542.33
370,983.30,-95559.03
371,1870.40,-93688.63
372,-1634.60,-95323.23
373,-1498.10,-96821.32
374,201.80,-96619.52
375,-2051.40,-98670.92
376,1665.50,-97005.42
377,-494.10,-97499.52
378,-1494.50,-98994.01
379,969.30,-98024.71
380,203.60,-97821.11
381,-145.04,-97966.15
382,995.30,-96970.85
383,897.00,-96073.85
384,247.70,-95826.15
385,175.90,-95650.24
386,91.60,-95558.64
387,129.38,-95429.26
388,995.30,-94433.96
389,-225.10,-94659.06
390,109.42,-94549.64
391,995.30,-93554.33
392,-472.20,-94026.53
393,-953.60,-94980.13
394,913.30,-94066.83
395,-70.30,-94137.12
396,1222.40,-92914.72
397,129.34,-92785.38
398,925.30,-91860.08
399,669.20,-91190.87
400,-1668.70,-92859.57
401,-819.50,-93679.07
402,900.00,-92779.07
403,981.30,-91797.77
404,-775.20,-92572.96
405,723.20,-91849.76
406,-223.54,-92073.30
407,967.30,-91106.00
408,1121.40,-89984.59
409,-1731.70,-91716.29
410,-665.70,-92381.99
411,-413.48,-92795.47
412,967.30,-91828.17
413,-396.80,-92224.97
414,693.50,-91531.47
415,908.40,-90623.07
416,983.30,-89639.76
417,-243.70,-89883.46
418,1225.70,-88657.76
419,-2324.30,-90982.06
420,536.80,-90445.25
421,423.80,-90021.45
422,969.50,-89051.95
423,-654.60,-89706.55
424,683.80,-89022.74
425,1072.40,-87950.34
426,-563.80,-88514.14
427,-432.90,-88947.04
428,-62.20,-89009.24
429,390.83,-88618.41
430,953.30,-87665.11
431,986.28,-86678.83
432,401.00,-86277.83
433,660.08,-85617.75
434,321.90,-85295.85
435,641.15,-84654.70
436,981.30,-83673.40
437,80.20,-83593.20
438,-708.30,-84301.50
439,-246.78,-84548.27
440,-343.10,-84891.37
441,-878.60,-85769.97
442,625.30,-85144.67
443,328.31,-84816.36
444,953.30,-83863.05
445,538.90,-83324.15
446,97.42,-83226.73
447,995.30,-82231.43
448,1407.54,-80823.89
449,286.90,-80536.98
450,238.47,-80298.51
451,813.30,-79485.21
452,1175.00,-78310.21
453,1145.20,-77165.01
454,953.30,-76211.70
455,-1055.90,-77267.60
456,-349.78,-77617.38
457,697.80,-76919.58
458,743.80,-76175.78
459,678.50,-75497.28
460,517.80,-74979.47
461,-1408.91,-76388.38
462,967.30,-75421.08
463,44.72,-75376.36
464,939.30,-74437.06
465,915.80,-73521.26
466,-371.30,-73892.56
467,609.26,-73283.29
468,838.50,-72444.79
469,676.40,-71768.39
470,983.30,-70785.09
471,1414.80,-69370.28
472,217.90,-69152.38
473,1251.80,-67900.58
474,716.60,-67183.98
475,-579.70,-67763.68
476,995.30,-66768.37
477,882.10,-65886.27
478,270.30,-65615.97
479,104.70,-65511.27
480,-229.50,-65740.76
481,-758.20,-66498.96
482,829.40,-65669.56
483,-413.20,-66082.76
484,841.10,-65241.66
485,917.40,-64324.25
486,995.30,-63328.95
487,-267.60,-63596.55
488,625.10,-62971.45
489,669.35,-62302.09
490,995.30,-61306.79
491,-1098.15,-62404.94
492,-383.40,-62788.33
493,411.60,-62376.73
494,318.30,-62058.43
495,953.60,-61104.83
496,981.30,-60123.53
497,995.30,-59128.23
498,746.52,-58381.70
499,410.80,-57970.90
500,389.60,-57581.30
