Step,Reward
42,-5.8043
78,-2.9036
113,-4.0020
129,1.2984
153,0.1976
177,0.0981
207,-2.3020
238,-0.4011
270,-0.3027
309,-1.9039
331,0.9988
359,-2.7003
399,-6.2020
429,-3.2025
466,-5.1032
492,-1.8006
530,-5.2008
536,-0.5006
562,-0.5021
576,-1.4014
597,0.1989
629,-3.0997
653,0.2996
664,-1.5011
669,0.8995
700,-0.8031
718,-0.3988
748,-2.0030
765,0.5998
796,-2.5021
820,0.8981
847,-2.7007
882,-3.5030
898,-0.4016
933,-4.0020
968,-0.9015
973,-1.0005
1009,-0.9026
1034,0.3985
1060,-3.9001
1088,-3.1018
1119,-2.7016
1146,-0.4027
1165,3.5001
1200,-3.3015
1203,0.0997
1231,-0.7028
1265,-2.1024
1301,-1.3026
1328,0.6978
1359,-2.2026
1386,-1.7012
1411,-2.7015
1438,-0.3012
1469,-0.0031
1498,-0.7999
1516,2.0002
1544,-1.9013
1575,-3.2996
1591,1.9984
1617,0.6989
1642,-1.1000
1660,-0.5998
1683,-0.9008
1713,-0.6020
1743,-1.3025
1769,-1.2021
1801,-2.7017
1829,1.4972
1845,4.8984
1872,-0.0027
1886,0.9986
1893,-0.4997
1914,0.9989
1953,-4.5039
1986,-1.2028
2012,-1.3011
2045,-1.4028
2071,-2.0011
2105,-2.3034
2144,-5.7029
2174,-1.8030
2192,0.3012
2230,-2.2033
2267,-5.9022
2288,-0.5981
2309,1.1999
2339,-2.1010
2360,1.1984
2409,-6.1034
2435,-1.5001
2457,1.8998
2481,1.5976
2506,2.5975
2533,-2.4007
2552,-0.3014
2586,-3.6014
2620,-3.8029
2659,-5.4004
2685,0.3979
2711,-1.0021
2739,-0.5018
2760,3.5989
2782,-0.4992
2815,-1.6033
2824,0.0991
2846,2.3988
2868,2.1978
2886,-2.4998
2908,2.4978
2945,-3.9037
2965,2.2995
2987,-0.6992
3016,0.0971
3041,-0.1005
3063,0.5003
3080,1.7988
3108,0.4977
3134,-0.0021
3166,-1.7032
3194,-2.8018
3215,2.1984
3235,1.8995
3261,1.8974
3283,3.3978
3315,-1.5032
3330,-0.4015
