
Training on cuda | logs -> training_logs/run_seed43_config4 (3)_fresh_20260528_010326
Config: ..\..\configs\config4 (3).yaml
Episodes: 0 -> ...
Steps: 0 -> 150000

Episode     0 | Steps:      25 | Reward:  -1.703 | Avg(100):  -1.703 | Entropy: 0.1000 | Acc: 19.2% (5+ 21-) | Lifetime: 19.2%
Episode     1 | Steps:      46 | Reward:  -0.501 | Avg(100):  -1.102 | Entropy: 0.1000 | Acc: 28.6% (6+ 15-) | Lifetime: 23.4%
Episode     2 | Steps:      70 | Reward:   3.298 | Avg(100):   0.365 | Entropy: 0.1000 | Acc: 33.3% (8+ 16-) | Lifetime: 26.8%
Episode     3 | Steps:      95 | Reward:   2.098 | Avg(100):   0.798 | Entropy: 0.1000 | Acc: 32.0% (8+ 17-) | Lifetime: 28.1%
Episode     4 | Steps:     117 | Reward:  -0.099 | Avg(100):   0.619 | Entropy: 0.1000 | Acc: 40.9% (9+ 13-) | Lifetime: 30.5%
Episode     5 | Steps:     140 | Reward:  -1.102 | Avg(100):   0.332 | Entropy: 0.1000 | Acc: 21.7% (5+ 18-) | Lifetime: 29.1%
Episode     6 | Steps:     169 | Reward:   0.397 | Avg(100):   0.341 | Entropy: 0.1000 | Acc: 20.7% (6+ 23-) | Lifetime: 27.6%
Episode     7 | Steps:     212 | Reward:  -5.604 | Avg(100):  -0.402 | Entropy: 0.1000 | Acc: 11.6% (5+ 38-) | Lifetime: 24.4%
Episode     8 | Steps:     236 | Reward:  -1.400 | Avg(100):  -0.513 | Entropy: 0.1000 | Acc: 29.2% (7+ 17-) | Lifetime: 24.9%
Episode     9 | Steps:     266 | Reward:  -2.503 | Avg(100):  -0.712 | Entropy: 0.0999 | Acc: 16.7% (5+ 25-) | Lifetime: 24.0%
Episode    10 | Steps:     292 | Reward:  -0.503 | Avg(100):  -0.693 | Entropy: 0.0999 | Acc: 23.1% (6+ 20-) | Lifetime: 23.9%
Episode    11 | Steps:     313 | Reward:   0.699 | Avg(100):  -0.577 | Entropy: 0.0999 | Acc: 33.3% (7+ 14-) | Lifetime: 24.5%
Episode    12 | Steps:     319 | Reward:  -0.501 | Avg(100):  -0.571 | Entropy: 0.0999 | Acc: 16.7% (1+ 5-) | Lifetime: 24.4%
Episode    13 | Steps:     348 | Reward:  -0.103 | Avg(100):  -0.538 | Entropy: 0.0999 | Acc: 20.7% (6+ 23-) | Lifetime: 24.1%
Episode    14 | Steps:     372 | Reward:   0.399 | Avg(100):  -0.475 | Entropy: 0.0999 | Acc: 25.0% (6+ 18-) | Lifetime: 24.1%
Episode    15 | Steps:     401 | Reward:  -1.103 | Avg(100):  -0.514 | Entropy: 0.0999 | Acc: 20.7% (6+ 23-) | Lifetime: 23.9%
Episode    16 | Steps:     431 | Reward:   0.097 | Avg(100):  -0.478 | Entropy: 0.0999 | Acc: 26.7% (8+ 22-) | Lifetime: 24.1%
Episode    17 | Steps:     465 | Reward:  -4.302 | Avg(100):  -0.691 | Entropy: 0.0999 | Acc: 14.7% (5+ 29-) | Lifetime: 23.4%
Episode    18 | Steps:     499 | Reward:  -1.402 | Avg(100):  -0.728 | Entropy: 0.0999 | Acc: 20.6% (7+ 27-) | Lifetime: 23.2%
  [Step 500] Action dist: A0:17% | A1:18% | A2:24% | A3:18% | A4:23%
Episode    19 | Steps:     537 | Reward:  -3.902 | Avg(100):  -0.887 | Entropy: 0.0997 | Acc: 15.8% (6+ 32-) | Lifetime: 22.7%
Episode    20 | Steps:     564 | Reward:   0.498 | Avg(100):  -0.821 | Entropy: 0.0997 | Acc: 25.9% (7+ 20-) | Lifetime: 22.8%
Episode    21 | Steps:     596 | Reward:  -2.203 | Avg(100):  -0.884 | Entropy: 0.0997 | Acc: 18.8% (6+ 26-) | Lifetime: 22.6%
Episode    22 | Steps:     625 | Reward:  -2.900 | Avg(100):  -0.971 | Entropy: 0.0997 | Acc: 24.1% (7+ 22-) | Lifetime: 22.7%
Episode    23 | Steps:     659 | Reward:  -4.703 | Avg(100):  -1.127 | Entropy: 0.0997 | Acc: 8.8% (3+ 31-) | Lifetime: 22.0%
Episode    24 | Steps:     693 | Reward:  -2.102 | Avg(100):  -1.166 | Entropy: 0.0997 | Acc: 17.6% (6+ 28-) | Lifetime: 21.8%
Episode    25 | Steps:     716 | Reward:   0.999 | Avg(100):  -1.083 | Entropy: 0.0997 | Acc: 34.8% (8+ 15-) | Lifetime: 22.2%
Episode    26 | Steps:     742 | Reward:   4.797 | Avg(100):  -0.865 | Entropy: 0.0997 | Acc: 38.5% (10+ 16-) | Lifetime: 22.7%
Episode    27 | Steps:     776 | Reward:  -3.103 | Avg(100):  -0.945 | Entropy: 0.0996 | Acc: 12.5% (4+ 28-) | Lifetime: 22.3%
Episode    28 | Steps:     808 | Reward:  -1.002 | Avg(100):  -0.947 | Entropy: 0.0996 | Acc: 21.9% (7+ 25-) | Lifetime: 22.3%
Episode    29 | Steps:     820 | Reward:  -1.001 | Avg(100):  -0.949 | Entropy: 0.0996 | Acc: 16.7% (2+ 10-) | Lifetime: 22.2%
Episode    30 | Steps:     845 | Reward:  -2.001 | Avg(100):  -0.983 | Entropy: 0.0996 | Acc: 20.0% (5+ 20-) | Lifetime: 22.2%
Episode    31 | Steps:     875 | Reward:  -3.702 | Avg(100):  -1.068 | Entropy: 0.0996 | Acc: 13.3% (4+ 26-) | Lifetime: 21.9%
Episode    32 | Steps:     908 | Reward:  -2.603 | Avg(100):  -1.114 | Entropy: 0.0996 | Acc: 15.2% (5+ 28-) | Lifetime: 21.6%
Episode    33 | Steps:     940 | Reward:  -2.202 | Avg(100):  -1.146 | Entropy: 0.0996 | Acc: 16.1% (5+ 26-) | Lifetime: 21.4%
Episode    34 | Steps:     967 | Reward:  -2.902 | Avg(100):  -1.196 | Entropy: 0.0996 | Acc: 15.4% (4+ 22-) | Lifetime: 21.3%
Episode    35 | Steps:     995 | Reward:  -1.103 | Avg(100):  -1.194 | Entropy: 0.0996 | Acc: 17.9% (5+ 23-) | Lifetime: 21.2%
  [Step 1000] Action dist: A0:17% | A1:16% | A2:28% | A3:23% | A4:17%
Episode    36 | Steps:    1022 | Reward:   1.198 | Avg(100):  -1.129 | Entropy: 0.0996 | Acc: 26.9% (7+ 19-) | Lifetime: 21.3%
Episode    37 | Steps:    1057 | Reward:  -2.803 | Avg(100):  -1.173 | Entropy: 0.0995 | Acc: 14.7% (5+ 29-) | Lifetime: 21.1%
Episode    38 | Steps:    1092 | Reward:  -5.202 | Avg(100):  -1.276 | Entropy: 0.0995 | Acc: 11.4% (4+ 31-) | Lifetime: 20.8%
Episode    39 | Steps:    1095 | Reward:  -0.600 | Avg(100):  -1.259 | Entropy: 0.0995 | Acc: 0.0% (0+ 3-) | Lifetime: 20.7%
Episode    40 | Steps:    1125 | Reward:  -1.003 | Avg(100):  -1.253 | Entropy: 0.0995 | Acc: 16.7% (5+ 25-) | Lifetime: 20.6%
Episode    41 | Steps:    1149 | Reward:   1.599 | Avg(100):  -1.185 | Entropy: 0.0995 | Acc: 29.2% (7+ 17-) | Lifetime: 20.8%
Episode    42 | Steps:    1171 | Reward:   0.798 | Avg(100):  -1.139 | Entropy: 0.0995 | Acc: 27.3% (6+ 16-) | Lifetime: 20.9%
Episode    43 | Steps:    1209 | Reward:  -2.204 | Avg(100):  -1.163 | Entropy: 0.0995 | Acc: 16.2% (6+ 31-) | Lifetime: 20.8%
Episode    44 | Steps:    1233 | Reward:   1.098 | Avg(100):  -1.113 | Entropy: 0.0995 | Acc: 29.2% (7+ 17-) | Lifetime: 20.9%
Episode    45 | Steps:    1264 | Reward:  -2.002 | Avg(100):  -1.132 | Entropy: 0.0995 | Acc: 19.4% (6+ 25-) | Lifetime: 20.9%
Episode    46 | Steps:    1278 | Reward:  -0.901 | Avg(100):  -1.128 | Entropy: 0.0995 | Acc: 14.3% (2+ 12-) | Lifetime: 20.8%
Episode    47 | Steps:    1299 | Reward:   2.598 | Avg(100):  -1.050 | Entropy: 0.0993 | Acc: 40.0% (8+ 12-) | Lifetime: 21.1%
Episode    48 | Steps:    1323 | Reward:   2.098 | Avg(100):  -0.986 | Entropy: 0.0993 | Acc: 29.2% (7+ 17-) | Lifetime: 21.3%
Episode    49 | Steps:    1353 | Reward:  -1.803 | Avg(100):  -1.002 | Entropy: 0.0993 | Acc: 17.2% (5+ 24-) | Lifetime: 21.2%
Episode    50 | Steps:    1363 | Reward:  -0.401 | Avg(100):  -0.990 | Entropy: 0.0993 | Acc: 22.2% (2+ 7-) | Lifetime: 21.2%
Episode    51 | Steps:    1384 | Reward:   1.499 | Avg(100):  -0.942 | Entropy: 0.0993 | Acc: 28.6% (6+ 15-) | Lifetime: 21.3%
Episode    52 | Steps:    1402 | Reward:   1.299 | Avg(100):  -0.900 | Entropy: 0.0993 | Acc: 38.9% (7+ 11-) | Lifetime: 21.5%
Episode    53 | Steps:    1419 | Reward:   2.201 | Avg(100):  -0.843 | Entropy: 0.0993 | Acc: 47.1% (8+ 9-) | Lifetime: 21.8%
Episode    54 | Steps:    1440 | Reward:  -0.201 | Avg(100):  -0.831 | Entropy: 0.0993 | Acc: 23.8% (5+ 16-) | Lifetime: 21.9%
Episode    55 | Steps:    1466 | Reward:  -0.703 | Avg(100):  -0.829 | Entropy: 0.0993 | Acc: 19.2% (5+ 21-) | Lifetime: 21.8%
Episode    56 | Steps:    1478 | Reward:   0.199 | Avg(100):  -0.811 | Entropy: 0.0993 | Acc: 25.0% (3+ 9-) | Lifetime: 21.9%
  [Step 1500] Action dist: A0:14% | A1:10% | A2:40% | A3:20% | A4:15%
Episode    57 | Steps:    1505 | Reward:   0.198 | Avg(100):  -0.793 | Entropy: 0.0993 | Acc: 29.6% (8+ 19-) | Lifetime: 22.0%
Episode    58 | Steps:    1529 | Reward:  -0.502 | Avg(100):  -0.788 | Entropy: 0.0993 | Acc: 16.7% (4+ 20-) | Lifetime: 21.9%
Episode    59 | Steps:    1551 | Reward:   2.498 | Avg(100):  -0.734 | Entropy: 0.0992 | Acc: 31.8% (7+ 15-) | Lifetime: 22.0%
Episode    60 | Steps:    1579 | Reward:  -2.102 | Avg(100):  -0.756 | Entropy: 0.0992 | Acc: 17.9% (5+ 23-) | Lifetime: 22.0%
Episode    61 | Steps:    1600 | Reward:   3.399 | Avg(100):  -0.689 | Entropy: 0.0992 | Acc: 38.1% (8+ 13-) | Lifetime: 22.2%
Episode    62 | Steps:    1623 | Reward:  -0.901 | Avg(100):  -0.692 | Entropy: 0.0992 | Acc: 26.1% (6+ 17-) | Lifetime: 22.2%
Episode    63 | Steps:    1642 | Reward:   2.300 | Avg(100):  -0.646 | Entropy: 0.0992 | Acc: 42.1% (8+ 11-) | Lifetime: 22.5%
Episode    64 | Steps:    1660 | Reward:   2.098 | Avg(100):  -0.603 | Entropy: 0.0992 | Acc: 33.3% (6+ 12-) | Lifetime: 22.6%
Episode    65 | Steps:    1691 | Reward:  -2.801 | Avg(100):  -0.637 | Entropy: 0.0992 | Acc: 22.6% (7+ 24-) | Lifetime: 22.6%
Episode    66 | Steps:    1718 | Reward:  -1.402 | Avg(100):  -0.648 | Entropy: 0.0992 | Acc: 18.5% (5+ 22-) | Lifetime: 22.5%
Episode    67 | Steps:    1736 | Reward:   5.698 | Avg(100):  -0.555 | Entropy: 0.0992 | Acc: 50.0% (9+ 9-) | Lifetime: 22.8%
Episode    68 | Steps:    1766 | Reward:  -3.302 | Avg(100):  -0.595 | Entropy: 0.0992 | Acc: 14.3% (4+ 24-) | Lifetime: 22.7%
Episode    69 | Steps:    1788 | Reward:   1.198 | Avg(100):  -0.569 | Entropy: 0.0992 | Acc: 30.0% (6+ 14-) | Lifetime: 22.8%
Episode    70 | Steps:    1816 | Reward:  -1.303 | Avg(100):  -0.579 | Entropy: 0.0990 | Acc: 14.3% (4+ 24-) | Lifetime: 22.6%
Episode    71 | Steps:    1842 | Reward:   0.698 | Avg(100):  -0.562 | Entropy: 0.0990 | Acc: 26.9% (7+ 19-) | Lifetime: 22.7%
Episode    72 | Steps:    1871 | Reward:  -3.302 | Avg(100):  -0.599 | Entropy: 0.0990 | Acc: 17.2% (5+ 24-) | Lifetime: 22.6%
Episode    73 | Steps:    1889 | Reward:   4.199 | Avg(100):  -0.534 | Entropy: 0.0990 | Acc: 50.0% (9+ 9-) | Lifetime: 22.9%
Episode    74 | Steps:    1913 | Reward:  -0.601 | Avg(100):  -0.535 | Entropy: 0.0990 | Acc: 25.0% (6+ 18-) | Lifetime: 22.9%
Episode    75 | Steps:    1937 | Reward:   0.898 | Avg(100):  -0.516 | Entropy: 0.0990 | Acc: 25.0% (6+ 18-) | Lifetime: 22.9%
Episode    76 | Steps:    1964 | Reward:  -1.202 | Avg(100):  -0.525 | Entropy: 0.0990 | Acc: 19.2% (5+ 21-) | Lifetime: 22.9%
Episode    77 | Steps:    1995 | Reward:  -2.903 | Avg(100):  -0.556 | Entropy: 0.0990 | Acc: 12.9% (4+ 27-) | Lifetime: 22.7%
  [Step 2000] Action dist: A0:13% | A1:5% | A2:48% | A3:16% | A4:19%
Episode    78 | Steps:    2016 | Reward:  -2.602 | Avg(100):  -0.582 | Entropy: 0.0990 | Acc: 10.0% (2+ 18-) | Lifetime: 22.6%
Episode    79 | Steps:    2034 | Reward:   3.000 | Avg(100):  -0.537 | Entropy: 0.0990 | Acc: 44.4% (8+ 10-) | Lifetime: 22.8%
Episode    80 | Steps:    2053 | Reward:  -0.100 | Avg(100):  -0.531 | Entropy: 0.0989 | Acc: 31.6% (6+ 13-) | Lifetime: 22.9%
Episode    81 | Steps:    2075 | Reward:   2.200 | Avg(100):  -0.498 | Entropy: 0.0989 | Acc: 36.4% (8+ 14-) | Lifetime: 23.0%
Episode    82 | Steps:    2090 | Reward:   2.898 | Avg(100):  -0.457 | Entropy: 0.0989 | Acc: 46.7% (7+ 8-) | Lifetime: 23.2%
Episode    83 | Steps:    2120 | Reward:  -2.002 | Avg(100):  -0.476 | Entropy: 0.0989 | Acc: 16.7% (5+ 25-) | Lifetime: 23.1%
Episode    84 | Steps:    2138 | Reward:  -1.202 | Avg(100):  -0.484 | Entropy: 0.0989 | Acc: 11.1% (2+ 16-) | Lifetime: 23.0%
Episode    85 | Steps:    2157 | Reward:   2.099 | Avg(100):  -0.454 | Entropy: 0.0989 | Acc: 36.8% (7+ 12-) | Lifetime: 23.1%
Episode    86 | Steps:    2189 | Reward:  -3.102 | Avg(100):  -0.485 | Entropy: 0.0989 | Acc: 12.5% (4+ 28-) | Lifetime: 23.0%
Episode    87 | Steps:    2203 | Reward:   4.300 | Avg(100):  -0.430 | Entropy: 0.0989 | Acc: 57.1% (8+ 6-) | Lifetime: 23.2%
Episode    88 | Steps:    2231 | Reward:  -3.101 | Avg(100):  -0.460 | Entropy: 0.0989 | Acc: 17.9% (5+ 23-) | Lifetime: 23.1%
Episode    89 | Steps:    2249 | Reward:   3.798 | Avg(100):  -0.413 | Entropy: 0.0989 | Acc: 38.9% (7+ 11-) | Lifetime: 23.2%
Episode    90 | Steps:    2275 | Reward:   2.397 | Avg(100):  -0.382 | Entropy: 0.0989 | Acc: 30.8% (8+ 18-) | Lifetime: 23.3%
Episode    91 | Steps:    2299 | Reward:   2.098 | Avg(100):  -0.355 | Entropy: 0.0989 | Acc: 29.2% (7+ 17-) | Lifetime: 23.4%
Episode    92 | Steps:    2327 | Reward:  -2.803 | Avg(100):  -0.381 | Entropy: 0.0988 | Acc: 14.3% (4+ 24-) | Lifetime: 23.3%
Episode    93 | Steps:    2357 | Reward:  -2.003 | Avg(100):  -0.399 | Entropy: 0.0988 | Acc: 16.7% (5+ 25-) | Lifetime: 23.2%
Episode    94 | Steps:    2381 | Reward:  -0.401 | Avg(100):  -0.399 | Entropy: 0.0988 | Acc: 26.1% (6+ 17-) | Lifetime: 23.2%
Episode    95 | Steps:    2401 | Reward:   2.598 | Avg(100):  -0.367 | Entropy: 0.0988 | Acc: 40.0% (8+ 12-) | Lifetime: 23.4%
Episode    96 | Steps:    2428 | Reward:   0.597 | Avg(100):  -0.357 | Entropy: 0.0988 | Acc: 18.5% (5+ 22-) | Lifetime: 23.3%
Episode    97 | Steps:    2447 | Reward:   1.898 | Avg(100):  -0.334 | Entropy: 0.0988 | Acc: 31.6% (6+ 13-) | Lifetime: 23.4%
Episode    98 | Steps:    2476 | Reward:   0.798 | Avg(100):  -0.323 | Entropy: 0.0988 | Acc: 25.0% (7+ 21-) | Lifetime: 23.4%
Episode    99 | Steps:    2499 | Reward:   0.999 | Avg(100):  -0.310 | Entropy: 0.0988 | Acc: 34.8% (8+ 15-) | Lifetime: 23.5%
  [Step 2500] Action dist: A0:9% | A1:7% | A2:50% | A3:17% | A4:17%
Episode   100 | Steps:    2502 | Reward:  -0.600 | Avg(100):  -0.299 | Entropy: 0.0988 | Acc: 0.0% (0+ 3-) | Lifetime: 23.5%
Episode   101 | Steps:    2526 | Reward:  -0.601 | Avg(100):  -0.300 | Entropy: 0.0988 | Acc: 25.0% (6+ 18-) | Lifetime: 23.5%
Episode   102 | Steps:    2542 | Reward:   3.198 | Avg(100):  -0.301 | Entropy: 0.0988 | Acc: 43.8% (7+ 9-) | Lifetime: 23.6%
Episode   103 | Steps:    2565 | Reward:   2.999 | Avg(100):  -0.292 | Entropy: 0.0986 | Acc: 34.8% (8+ 15-) | Lifetime: 23.7%
Episode   104 | Steps:    2587 | Reward:   0.998 | Avg(100):  -0.281 | Entropy: 0.0986 | Acc: 31.8% (7+ 15-) | Lifetime: 23.8%
Episode   105 | Steps:    2605 | Reward:   2.700 | Avg(100):  -0.243 | Entropy: 0.0986 | Acc: 47.1% (8+ 9-) | Lifetime: 23.9%
Episode   106 | Steps:    2631 | Reward:  -1.300 | Avg(100):  -0.260 | Entropy: 0.0986 | Acc: 26.9% (7+ 19-) | Lifetime: 24.0%
Episode   107 | Steps:    2657 | Reward:   1.697 | Avg(100):  -0.187 | Entropy: 0.0986 | Acc: 26.9% (7+ 19-) | Lifetime: 24.0%
Episode   108 | Steps:    2685 | Reward:  -1.303 | Avg(100):  -0.186 | Entropy: 0.0986 | Acc: 14.3% (4+ 24-) | Lifetime: 23.9%
Episode   109 | Steps:    2713 | Reward:  -0.403 | Avg(100):  -0.165 | Entropy: 0.0986 | Acc: 21.4% (6+ 22-) | Lifetime: 23.9%
Episode   110 | Steps:    2746 | Reward:  -2.103 | Avg(100):  -0.181 | Entropy: 0.0986 | Acc: 15.2% (5+ 28-) | Lifetime: 23.8%
Episode   111 | Steps:    2766 | Reward:   0.998 | Avg(100):  -0.178 | Entropy: 0.0986 | Acc: 25.0% (5+ 15-) | Lifetime: 23.8%
Episode   112 | Steps:    2794 | Reward:  -0.603 | Avg(100):  -0.179 | Entropy: 0.0986 | Acc: 17.9% (5+ 23-) | Lifetime: 23.7%
Episode   113 | Steps:    2815 | Reward:   0.298 | Avg(100):  -0.175 | Entropy: 0.0986 | Acc: 23.8% (5+ 16-) | Lifetime: 23.7%
Episode   114 | Steps:    2831 | Reward:   3.399 | Avg(100):  -0.145 | Entropy: 0.0985 | Acc: 50.0% (8+ 8-) | Lifetime: 23.9%
Episode   115 | Steps:    2835 | Reward:  -0.800 | Avg(100):  -0.142 | Entropy: 0.0985 | Acc: 0.0% (0+ 4-) | Lifetime: 23.8%
Episode   116 | Steps:    2865 | Reward:  -3.203 | Avg(100):  -0.175 | Entropy: 0.0985 | Acc: 13.3% (4+ 26-) | Lifetime: 23.7%
Episode   117 | Steps:    2867 | Reward:   0.300 | Avg(100):  -0.129 | Entropy: 0.0985 | Acc: 50.0% (1+ 1-) | Lifetime: 23.7%
