
Training on cuda | logs -> training_logs/run_seed42_config4 (2)_fresh_20260527_003658
Config: ..\..\configs\config4 (2).yaml
Episodes: 0 -> ...
Steps: 0 -> 150000

Episode     0 | Steps:      27 | Reward:   1.498 | Avg(100):   1.498 | Entropy: 0.1000 | Acc: 28.6% (8+ 20-) | Lifetime: 28.6%
Episode    62 | Steps:    1608 | Reward:   1.798 | Avg(100):  -0.037 | Entropy: 0.0992 | Acc: 28.6% (6+ 15-) | Lifetime: 19.9%
Episode    63 | Steps:    1632 | Reward:   0.899 | Avg(100):  -0.022 | Entropy: 0.0992 | Acc: 20.8% (5+ 19-) | Lifetime: 19.9%
Episode    64 | Steps:    1659 | Reward:  -0.002 | Avg(100):  -0.022 | Entropy: 0.0992 | Acc: 18.5% (5+ 22-) | Lifetime: 19.9%
Episode    65 | Steps:    1698 | Reward:  -1.803 | Avg(100):  -0.049 | Entropy: 0.0992 | Acc: 13.2% (5+ 33-) | Lifetime: 19.8%
Episode    66 | Steps:    1730 | Reward:  -1.302 | Avg(100):  -0.068 | Entropy: 0.0992 | Acc: 18.8% (6+ 26-) | Lifetime: 19.7%
Episode    67 | Steps:    1739 | Reward:  -0.201 | Avg(100):  -0.070 | Entropy: 0.0992 | Acc: 11.1% (1+ 8-) | Lifetime: 19.7%
Episode    68 | Steps:    1750 | Reward:   0.100 | Avg(100):  -0.067 | Entropy: 0.0992 | Acc: 27.3% (3+ 8-) | Lifetime: 19.7%
Episode    69 | Steps:    1777 | Reward:   0.897 | Avg(100):  -0.053 | Entropy: 0.0992 | Acc: 25.9% (7+ 20-) | Lifetime: 19.8%
Episode    70 | Steps:    1805 | Reward:   1.797 | Avg(100):  -0.027 | Entropy: 0.0990 | Acc: 22.2% (6+ 21-) | Lifetime: 19.9%
Episode    71 | Steps:    1810 | Reward:  -0.901 | Avg(100):  -0.039 | Entropy: 0.0990 | Acc: 0.0% (0+ 5-) | Lifetime: 19.8%
Episode    72 | Steps:    1840 | Reward:  -0.902 | Avg(100):  -0.051 | Entropy: 0.0990 | Acc: 16.7% (5+ 25-) | Lifetime: 19.8%
Episode    73 | Steps:    1854 | Reward:  -1.001 | Avg(100):  -0.064 | Entropy: 0.0990 | Acc: 14.3% (2+ 12-) | Lifetime: 19.7%
Episode    74 | Steps:    1881 | Reward:   1.697 | Avg(100):  -0.041 | Entropy: 0.0990 | Acc: 23.1% (6+ 20-) | Lifetime: 19.8%
Episode    75 | Steps:    1892 | Reward:  -1.101 | Avg(100):  -0.054 | Entropy: 0.0990 | Acc: 9.1% (1+ 10-) | Lifetime: 19.7%
Episode    76 | Steps:    1924 | Reward:  -3.303 | Avg(100):  -0.097 | Entropy: 0.0990 | Acc: 6.2% (2+ 30-) | Lifetime: 19.5%
Episode    77 | Steps:    1931 | Reward:  -0.001 | Avg(100):  -0.095 | Entropy: 0.0990 | Acc: 14.3% (1+ 6-) | Lifetime: 19.5%
Episode    78 | Steps:    1959 | Reward:  -1.501 | Avg(100):  -0.113 | Entropy: 0.0990 | Acc: 22.2% (6+ 21-) | Lifetime: 19.5%
Episode    79 | Steps:    1992 | Reward:  -3.302 | Avg(100):  -0.153 | Entropy: 0.0990 | Acc: 12.1% (4+ 29-) | Lifetime: 19.4%
  [Step 2000] Action dist: A0:12% | A1:10% | A2:31% | A3:19% | A4:29%
Episode    80 | Steps:    2021 | Reward:   1.598 | Avg(100):  -0.131 | Entropy: 0.0990 | Acc: 25.0% (7+ 21-) | Lifetime: 19.5%
Episode    81 | Steps:    2043 | Reward:   0.798 | Avg(100):  -0.120 | Entropy: 0.0990 | Acc: 27.3% (6+ 16-) | Lifetime: 19.5%
Episode    82 | Steps:    2065 | Reward:   2.698 | Avg(100):  -0.086 | Entropy: 0.0989 | Acc: 27.3% (6+ 16-) | Lifetime: 19.6%
Episode    83 | Steps:    2095 | Reward:  -0.303 | Avg(100):  -0.089 | Entropy: 0.0989 | Acc: 16.7% (5+ 25-) | Lifetime: 19.6%
Episode    84 | Steps:    2126 | Reward:   1.598 | Avg(100):  -0.069 | Entropy: 0.0989 | Acc: 22.6% (7+ 24-) | Lifetime: 19.6%
Episode    85 | Steps:    2128 | Reward:   0.300 | Avg(100):  -0.065 | Entropy: 0.0989 | Acc: 50.0% (1+ 1-) | Lifetime: 19.7%
Episode    86 | Steps:    2154 | Reward:   0.398 | Avg(100):  -0.059 | Entropy: 0.0989 | Acc: 19.2% (5+ 21-) | Lifetime: 19.7%
Episode    87 | Steps:    2175 | Reward:   2.899 | Avg(100):  -0.026 | Entropy: 0.0989 | Acc: 33.3% (7+ 14-) | Lifetime: 19.8%
Episode    88 | Steps:    2200 | Reward:  -1.403 | Avg(100):  -0.041 | Entropy: 0.0989 | Acc: 8.3% (2+ 22-) | Lifetime: 19.7%
Episode    89 | Steps:    2228 | Reward:   1.697 | Avg(100):  -0.022 | Entropy: 0.0989 | Acc: 21.4% (6+ 22-) | Lifetime: 19.7%
Episode    90 | Steps:    2250 | Reward:  -0.702 | Avg(100):  -0.029 | Entropy: 0.0989 | Acc: 13.6% (3+ 19-) | Lifetime: 19.6%
Episode    91 | Steps:    2270 | Reward:   2.398 | Avg(100):  -0.003 | Entropy: 0.0989 | Acc: 30.0% (6+ 14-) | Lifetime: 19.7%
Episode    92 | Steps:    2299 | Reward:  -0.603 | Avg(100):  -0.009 | Entropy: 0.0989 | Acc: 13.8% (4+ 25-) | Lifetime: 19.6%
Episode    93 | Steps:    2334 | Reward:  -3.702 | Avg(100):  -0.049 | Entropy: 0.0988 | Acc: 14.3% (5+ 30-) | Lifetime: 19.6%
Episode    94 | Steps:    2359 | Reward:   2.097 | Avg(100):  -0.026 | Entropy: 0.0988 | Acc: 24.0% (6+ 19-) | Lifetime: 19.6%
Episode    95 | Steps:    2386 | Reward:   3.398 | Avg(100):   0.010 | Entropy: 0.0988 | Acc: 30.8% (8+ 18-) | Lifetime: 19.7%
Episode    96 | Steps:    2408 | Reward:   2.199 | Avg(100):   0.032 | Entropy: 0.0988 | Acc: 36.4% (8+ 14-) | Lifetime: 19.9%
Episode    97 | Steps:    2439 | Reward:  -0.002 | Avg(100):   0.032 | Entropy: 0.0988 | Acc: 19.4% (6+ 25-) | Lifetime: 19.9%
Episode    98 | Steps:    2461 | Reward:   1.299 | Avg(100):   0.045 | Entropy: 0.0988 | Acc: 27.3% (6+ 16-) | Lifetime: 19.9%
Episode    99 | Steps:    2470 | Reward:  -1.201 | Avg(100):   0.032 | Entropy: 0.0988 | Acc: 0.0% (0+ 9-) | Lifetime: 19.9%
Episode   100 | Steps:    2492 | Reward:   2.598 | Avg(100):   0.043 | Entropy: 0.0988 | Acc: 31.8% (7+ 15-) | Lifetime: 20.0%
  [Step 2500] Action dist: A0:7% | A1:12% | A2:41% | A3:18% | A4:22%
Episode   101 | Steps:    2523 | Reward:   0.598 | Avg(100):   0.055 | Entropy: 0.0988 | Acc: 20.0% (6+ 24-) | Lifetime: 20.0%
Episode   102 | Steps:    2542 | Reward:  -0.001 | Avg(100):   0.052 | Entropy: 0.0988 | Acc: 26.3% (5+ 14-) | Lifetime: 20.0%
Episode   103 | Steps:    2566 | Reward:   1.799 | Avg(100):   0.100 | Entropy: 0.0986 | Acc: 25.0% (6+ 18-) | Lifetime: 20.1%
Episode   104 | Steps:    2588 | Reward:   0.499 | Avg(100):   0.135 | Entropy: 0.0986 | Acc: 27.3% (6+ 16-) | Lifetime: 20.1%
Episode   105 | Steps:    2611 | Reward:   2.598 | Avg(100):   0.159 | Entropy: 0.0986 | Acc: 30.4% (7+ 16-) | Lifetime: 20.2%
Episode   106 | Steps:    2639 | Reward:   1.897 | Avg(100):   0.172 | Entropy: 0.0986 | Acc: 23.1% (6+ 20-) | Lifetime: 20.3%
Episode   107 | Steps:    2663 | Reward:  -0.700 | Avg(100):   0.164 | Entropy: 0.0986 | Acc: 16.7% (4+ 20-) | Lifetime: 20.2%
Episode   108 | Steps:    2693 | Reward:  -0.803 | Avg(100):   0.160 | Entropy: 0.0986 | Acc: 13.3% (4+ 26-) | Lifetime: 20.1%
Episode   109 | Steps:    2712 | Reward:   3.298 | Avg(100):   0.237 | Entropy: 0.0986 | Acc: 42.1% (8+ 11-) | Lifetime: 20.3%
Episode   110 | Steps:    2743 | Reward:  -0.903 | Avg(100):   0.229 | Entropy: 0.0986 | Acc: 16.7% (5+ 25-) | Lifetime: 20.3%
Episode   111 | Steps:    2774 | Reward:  -2.702 | Avg(100):   0.202 | Entropy: 0.0986 | Acc: 9.7% (3+ 28-) | Lifetime: 20.1%
Episode   112 | Steps:    2789 | Reward:   3.200 | Avg(100):   0.243 | Entropy: 0.0986 | Acc: 53.3% (8+ 7-) | Lifetime: 20.3%
Episode   113 | Steps:    2812 | Reward:   2.298 | Avg(100):   0.248 | Entropy: 0.0986 | Acc: 31.8% (7+ 15-) | Lifetime: 20.4%
Episode   114 | Steps:    2840 | Reward:  -1.902 | Avg(100):   0.213 | Entropy: 0.0985 | Acc: 17.9% (5+ 23-) | Lifetime: 20.4%
Episode   115 | Steps:    2858 | Reward:   3.598 | Avg(100):   0.295 | Entropy: 0.0985 | Acc: 35.3% (6+ 11-) | Lifetime: 20.5%
Episode   116 | Steps:    2886 | Reward:  -0.003 | Avg(100):   0.276 | Entropy: 0.0985 | Acc: 17.9% (5+ 23-) | Lifetime: 20.4%
Episode   117 | Steps:    2916 | Reward:  -0.102 | Avg(100):   0.258 | Entropy: 0.0985 | Acc: 20.0% (6+ 24-) | Lifetime: 20.4%
Episode   118 | Steps:    2946 | Reward:  -0.701 | Avg(100):   0.263 | Entropy: 0.0985 | Acc: 20.7% (6+ 23-) | Lifetime: 20.4%
Episode   119 | Steps:    2971 | Reward:   1.898 | Avg(100):   0.280 | Entropy: 0.0985 | Acc: 28.0% (7+ 18-) | Lifetime: 20.5%
  [Step 3000] Action dist: A0:11% | A1:5% | A2:46% | A3:17% | A4:21%
Episode   120 | Steps:    3002 | Reward:  -0.903 | Avg(100):   0.249 | Entropy: 0.0985 | Acc: 13.3% (4+ 26-) | Lifetime: 20.4%
Episode   121 | Steps:    3022 | Reward:   0.099 | Avg(100):   0.268 | Entropy: 0.0985 | Acc: 30.0% (6+ 14-) | Lifetime: 20.5%
Episode   122 | Steps:    3049 | Reward:   1.898 | Avg(100):   0.289 | Entropy: 0.0985 | Acc: 26.9% (7+ 19-) | Lifetime: 20.6%
Episode   123 | Steps:    3080 | Reward:  -0.101 | Avg(100):   0.298 | Entropy: 0.0984 | Acc: 23.3% (7+ 23-) | Lifetime: 20.6%
Episode   124 | Steps:    3109 | Reward:  -0.402 | Avg(100):   0.275 | Entropy: 0.0984 | Acc: 17.9% (5+ 23-) | Lifetime: 20.6%
Episode   125 | Steps:    3131 | Reward:   2.298 | Avg(100):   0.304 | Entropy: 0.0984 | Acc: 27.3% (6+ 16-) | Lifetime: 20.6%
Episode   126 | Steps:    3165 | Reward:  -2.102 | Avg(100):   0.287 | Entropy: 0.0984 | Acc: 11.8% (4+ 30-) | Lifetime: 20.5%
Episode   127 | Steps:    3186 | Reward:   3.500 | Avg(100):   0.338 | Entropy: 0.0984 | Acc: 38.1% (8+ 13-) | Lifetime: 20.6%
Episode   128 | Steps:    3190 | Reward:  -0.800 | Avg(100):   0.340 | Entropy: 0.0984 | Acc: 0.0% (0+ 4-) | Lifetime: 20.6%
Episode   129 | Steps:    3210 | Reward:   2.498 | Avg(100):   0.337 | Entropy: 0.0984 | Acc: 25.0% (5+ 15-) | Lifetime: 20.6%
Episode   130 | Steps:    3237 | Reward:   0.398 | Avg(100):   0.330 | Entropy: 0.0984 | Acc: 25.9% (7+ 20-) | Lifetime: 20.7%
Episode   131 | Steps:    3261 | Reward:   1.098 | Avg(100):   0.312 | Entropy: 0.0984 | Acc: 26.1% (6+ 17-) | Lifetime: 20.7%
Episode   132 | Steps:    3281 | Reward:   3.899 | Avg(100):   0.380 | Entropy: 0.0984 | Acc: 42.1% (8+ 11-) | Lifetime: 20.8%
Episode   133 | Steps:    3295 | Reward:  -1.001 | Avg(100):   0.372 | Entropy: 0.0984 | Acc: 7.7% (1+ 12-) | Lifetime: 20.8%
Episode   134 | Steps:    3314 | Reward:   2.399 | Avg(100):   0.382 | Entropy: 0.0984 | Acc: 36.8% (7+ 12-) | Lifetime: 20.9%
Episode   135 | Steps:    3345 | Reward:  -1.603 | Avg(100):   0.371 | Entropy: 0.0982 | Acc: 12.9% (4+ 27-) | Lifetime: 20.8%
Episode   136 | Steps:    3375 | Reward:  -2.002 | Avg(100):   0.338 | Entropy: 0.0982 | Acc: 13.3% (4+ 26-) | Lifetime: 20.7%
Episode   137 | Steps:    3393 | Reward:   3.698 | Avg(100):   0.396 | Entropy: 0.0982 | Acc: 44.4% (8+ 10-) | Lifetime: 20.9%
Episode   138 | Steps:    3413 | Reward:   2.698 | Avg(100):   0.413 | Entropy: 0.0982 | Acc: 35.0% (7+ 13-) | Lifetime: 20.9%
Episode   139 | Steps:    3443 | Reward:  -0.702 | Avg(100):   0.398 | Entropy: 0.0982 | Acc: 13.3% (4+ 26-) | Lifetime: 20.9%
Episode   140 | Steps:    3468 | Reward:   0.297 | Avg(100):   0.420 | Entropy: 0.0982 | Acc: 16.0% (4+ 21-) | Lifetime: 20.8%
  [Step 3500] Action dist: A0:8% | A1:8% | A2:43% | A3:17% | A4:23%
Episode   141 | Steps:    3501 | Reward:   2.697 | Avg(100):   0.464 | Entropy: 0.0982 | Acc: 21.2% (7+ 26-) | Lifetime: 20.8%
Episode   142 | Steps:    3507 | Reward:  -0.901 | Avg(100):   0.450 | Entropy: 0.0982 | Acc: 0.0% (0+ 6-) | Lifetime: 20.8%
Episode   143 | Steps:    3528 | Reward:   4.198 | Avg(100):   0.466 | Entropy: 0.0982 | Acc: 33.3% (7+ 14-) | Lifetime: 20.9%
Episode   144 | Steps:    3553 | Reward:   0.897 | Avg(100):   0.495 | Entropy: 0.0982 | Acc: 20.0% (5+ 20-) | Lifetime: 20.9%
Episode   145 | Steps:    3578 | Reward:   0.997 | Avg(100):   0.510 | Entropy: 0.0982 | Acc: 24.0% (6+ 19-) | Lifetime: 20.9%
Episode   146 | Steps:    3597 | Reward:   1.400 | Avg(100):   0.548 | Entropy: 0.0981 | Acc: 36.8% (7+ 12-) | Lifetime: 21.0%
Episode   147 | Steps:    3626 | Reward:   0.498 | Avg(100):   0.561 | Entropy: 0.0981 | Acc: 24.1% (7+ 22-) | Lifetime: 21.0%
Episode   148 | Steps:    3650 | Reward:   3.798 | Avg(100):   0.602 | Entropy: 0.0981 | Acc: 33.3% (8+ 16-) | Lifetime: 21.1%
Episode   149 | Steps:    3676 | Reward:   2.298 | Avg(100):   0.612 | Entropy: 0.0981 | Acc: 30.8% (8+ 18-) | Lifetime: 21.2%
Episode   150 | Steps:    3711 | Reward:  -1.303 | Avg(100):   0.546 | Entropy: 0.0981 | Acc: 14.3% (5+ 30-) | Lifetime: 21.1%
Episode   151 | Steps:    3739 | Reward:   1.298 | Avg(100):   0.542 | Entropy: 0.0981 | Acc: 25.0% (7+ 21-) | Lifetime: 21.1%
Episode   152 | Steps:    3755 | Reward:   1.699 | Avg(100):   0.551 | Entropy: 0.0981 | Acc: 37.5% (6+ 10-) | Lifetime: 21.2%
Episode   153 | Steps:    3786 | Reward:  -0.302 | Avg(100):   0.541 | Entropy: 0.0981 | Acc: 22.6% (7+ 24-) | Lifetime: 21.2%
Episode   154 | Steps:    3811 | Reward:   3.397 | Avg(100):   0.572 | Entropy: 0.0981 | Acc: 29.2% (7+ 17-) | Lifetime: 21.3%
Episode   155 | Steps:    3847 | Reward:  -1.104 | Avg(100):   0.541 | Entropy: 0.0980 | Acc: 13.9% (5+ 31-) | Lifetime: 21.2%
Episode   156 | Steps:    3868 | Reward:   3.698 | Avg(100):   0.577 | Entropy: 0.0980 | Acc: 38.1% (8+ 13-) | Lifetime: 21.3%
Episode   157 | Steps:    3891 | Reward:   0.800 | Avg(100):   0.607 | Entropy: 0.0980 | Acc: 26.1% (6+ 17-) | Lifetime: 21.3%
Episode   158 | Steps:    3914 | Reward:  -0.701 | Avg(100):   0.621 | Entropy: 0.0980 | Acc: 21.7% (5+ 18-) | Lifetime: 21.3%
Episode   159 | Steps:    3938 | Reward:   0.998 | Avg(100):   0.635 | Entropy: 0.0980 | Acc: 29.2% (7+ 17-) | Lifetime: 21.4%
Episode   160 | Steps:    3967 | Reward:  -2.303 | Avg(100):   0.606 | Entropy: 0.0980 | Acc: 13.8% (4+ 25-) | Lifetime: 21.3%
Episode   161 | Steps:    3989 | Reward:  -0.100 | Avg(100):   0.609 | Entropy: 0.0980 | Acc: 27.3% (6+ 16-) | Lifetime: 21.3%
  [Step 4000] Action dist: A0:14% | A1:12% | A2:38% | A3:20% | A4:17%
Episode   162 | Steps:    4023 | Reward:  -0.203 | Avg(100):   0.589 | Entropy: 0.0980 | Acc: 18.2% (6+ 27-) | Lifetime: 21.3%
Episode   163 | Steps:    4048 | Reward:  -0.001 | Avg(100):   0.580 | Entropy: 0.0980 | Acc: 24.0% (6+ 19-) | Lifetime: 21.3%
Episode   164 | Steps:    4068 | Reward:   3.798 | Avg(100):   0.618 | Entropy: 0.0980 | Acc: 40.0% (8+ 12-) | Lifetime: 21.4%
