
Training on cuda | logs -> training_logs/run_seed43_config6 (3)_fresh_20260529_235400
Config: ..\..\configs\config6 (3).yaml
Episodes: 0 -> ...
Steps: 0 -> 150000

Episode     0 | Steps:      36 | Reward:  -2.904 | Avg(100):  -2.904 | Entropy: 0.3000 | Acc: 13.5% (5+ 32-) | Lifetime: 13.5%
Episode     1 | Steps:      59 | Reward:   0.501 | Avg(100):  -1.202 | Entropy: 0.3000 | Acc: 34.8% (8+ 15-) | Lifetime: 21.7%
Episode     2 | Steps:      80 | Reward:   0.400 | Avg(100):  -0.668 | Entropy: 0.3000 | Acc: 38.1% (8+ 13-) | Lifetime: 25.9%
Episode     3 | Steps:     123 | Reward:  -5.403 | Avg(100):  -1.852 | Entropy: 0.3000 | Acc: 11.9% (5+ 37-) | Lifetime: 21.1%
Episode     4 | Steps:     159 | Reward:  -4.903 | Avg(100):  -2.462 | Entropy: 0.3000 | Acc: 11.1% (4+ 32-) | Lifetime: 18.9%
Episode     5 | Steps:     186 | Reward:  -0.703 | Avg(100):  -2.169 | Entropy: 0.3000 | Acc: 22.2% (6+ 21-) | Lifetime: 19.4%
Episode     6 | Steps:     203 | Reward:  -2.300 | Avg(100):  -2.187 | Entropy: 0.3000 | Acc: 17.6% (3+ 14-) | Lifetime: 19.2%
Episode     7 | Steps:     244 | Reward:  -4.903 | Avg(100):  -2.527 | Entropy: 0.3000 | Acc: 9.8% (4+ 37-) | Lifetime: 17.6%
Episode     8 | Steps:     275 | Reward:  -1.802 | Avg(100):  -2.446 | Entropy: 0.2996 | Acc: 20.0% (6+ 24-) | Lifetime: 17.9%
Episode     9 | Steps:     313 | Reward:  -3.402 | Avg(100):  -2.542 | Entropy: 0.2996 | Acc: 15.8% (6+ 32-) | Lifetime: 17.6%
Episode    10 | Steps:     346 | Reward:  -0.703 | Avg(100):  -2.375 | Entropy: 0.2996 | Acc: 21.2% (7+ 26-) | Lifetime: 18.0%
Episode    11 | Steps:     377 | Reward:  -3.001 | Avg(100):  -2.427 | Entropy: 0.2996 | Acc: 19.4% (6+ 25-) | Lifetime: 18.1%
Episode    12 | Steps:     401 | Reward:   1.299 | Avg(100):  -2.140 | Entropy: 0.2996 | Acc: 33.3% (8+ 16-) | Lifetime: 19.0%
Episode    13 | Steps:     449 | Reward:  -4.105 | Avg(100):  -2.281 | Entropy: 0.2996 | Acc: 10.4% (5+ 43-) | Lifetime: 18.1%
Episode    14 | Steps:     470 | Reward:  -0.800 | Avg(100):  -2.182 | Entropy: 0.2996 | Acc: 30.0% (6+ 14-) | Lifetime: 18.6%
Episode    15 | Steps:     477 | Reward:  -0.201 | Avg(100):  -2.058 | Entropy: 0.2996 | Acc: 14.3% (1+ 6-) | Lifetime: 18.5%
  [Step 500] Action dist: A0:27% | A1:17% | A2:17% | A3:18% | A4:22%
Episode    16 | Steps:     513 | Reward:  -2.102 | Avg(100):  -2.061 | Entropy: 0.2991 | Acc: 22.2% (8+ 28-) | Lifetime: 18.8%
Episode    17 | Steps:     537 | Reward:   0.800 | Avg(100):  -1.902 | Entropy: 0.2991 | Acc: 33.3% (8+ 16-) | Lifetime: 19.4%
Episode    18 | Steps:     574 | Reward:  -2.303 | Avg(100):  -1.923 | Entropy: 0.2991 | Acc: 21.6% (8+ 29-) | Lifetime: 19.6%
Episode    19 | Steps:     582 | Reward:  -0.700 | Avg(100):  -1.862 | Entropy: 0.2991 | Acc: 25.0% (2+ 6-) | Lifetime: 19.7%
Episode    20 | Steps:     599 | Reward:  -3.201 | Avg(100):  -1.926 | Entropy: 0.2991 | Acc: 5.9% (1+ 16-) | Lifetime: 19.3%
Episode    21 | Steps:     643 | Reward:  -6.703 | Avg(100):  -2.143 | Entropy: 0.2991 | Acc: 6.8% (3+ 41-) | Lifetime: 18.4%
Episode    22 | Steps:     675 | Reward:  -3.701 | Avg(100):  -2.210 | Entropy: 0.2991 | Acc: 16.1% (5+ 26-) | Lifetime: 18.3%
Episode    23 | Steps:     706 | Reward:  -0.302 | Avg(100):  -2.131 | Entropy: 0.2991 | Acc: 22.6% (7+ 24-) | Lifetime: 18.5%
Episode    24 | Steps:     746 | Reward:  -4.003 | Avg(100):  -2.206 | Entropy: 0.2991 | Acc: 12.5% (5+ 35-) | Lifetime: 18.2%
Episode    25 | Steps:     773 | Reward:   0.699 | Avg(100):  -2.094 | Entropy: 0.2987 | Acc: 29.6% (8+ 19-) | Lifetime: 18.6%
Episode    26 | Steps:     793 | Reward:   1.398 | Avg(100):  -1.965 | Entropy: 0.2987 | Acc: 35.0% (7+ 13-) | Lifetime: 19.0%
Episode    27 | Steps:     834 | Reward:  -5.003 | Avg(100):  -2.073 | Entropy: 0.2987 | Acc: 12.5% (5+ 35-) | Lifetime: 18.7%
Episode    28 | Steps:     862 | Reward:  -2.602 | Avg(100):  -2.091 | Entropy: 0.2987 | Acc: 17.9% (5+ 23-) | Lifetime: 18.6%
Episode    29 | Steps:     897 | Reward:  -4.703 | Avg(100):  -2.179 | Entropy: 0.2987 | Acc: 8.8% (3+ 31-) | Lifetime: 18.3%
Episode    30 | Steps:     919 | Reward:   1.199 | Avg(100):  -2.070 | Entropy: 0.2987 | Acc: 33.3% (7+ 14-) | Lifetime: 18.6%
Episode    31 | Steps:     945 | Reward:   0.197 | Avg(100):  -1.999 | Entropy: 0.2987 | Acc: 26.9% (7+ 19-) | Lifetime: 18.8%
Episode    32 | Steps:     949 | Reward:  -0.100 | Avg(100):  -1.941 | Entropy: 0.2987 | Acc: 25.0% (1+ 3-) | Lifetime: 18.9%
Episode    33 | Steps:     969 | Reward:   0.899 | Avg(100):  -1.858 | Entropy: 0.2987 | Acc: 35.0% (7+ 13-) | Lifetime: 19.2%
  [Step 1000] Action dist: A0:23% | A1:20% | A2:18% | A3:20% | A4:20%
Episode    34 | Steps:    1002 | Reward:  -2.902 | Avg(100):  -1.887 | Entropy: 0.2987 | Acc: 15.6% (5+ 27-) | Lifetime: 19.1%
Episode    35 | Steps:    1018 | Reward:   2.304 | Avg(100):  -1.771 | Entropy: 0.2987 | Acc: 62.5% (10+ 6-) | Lifetime: 19.8%
Episode    36 | Steps:    1037 | Reward:   2.001 | Avg(100):  -1.669 | Entropy: 0.2983 | Acc: 47.4% (9+ 10-) | Lifetime: 20.3%
Episode    37 | Steps:    1072 | Reward:  -2.504 | Avg(100):  -1.691 | Entropy: 0.2983 | Acc: 14.3% (5+ 30-) | Lifetime: 20.1%
Episode    38 | Steps:    1098 | Reward:  -1.501 | Avg(100):  -1.686 | Entropy: 0.2983 | Acc: 23.1% (6+ 20-) | Lifetime: 20.2%
Episode    39 | Steps:    1124 | Reward:  -1.101 | Avg(100):  -1.672 | Entropy: 0.2983 | Acc: 28.0% (7+ 18-) | Lifetime: 20.3%
Episode    40 | Steps:    1142 | Reward:  -1.702 | Avg(100):  -1.672 | Entropy: 0.2983 | Acc: 11.1% (2+ 16-) | Lifetime: 20.2%
Episode    41 | Steps:    1173 | Reward:  -4.102 | Avg(100):  -1.730 | Entropy: 0.2983 | Acc: 9.7% (3+ 28-) | Lifetime: 19.9%
Episode    42 | Steps:    1193 | Reward:  -0.002 | Avg(100):  -1.690 | Entropy: 0.2983 | Acc: 25.0% (5+ 15-) | Lifetime: 20.0%
Episode    43 | Steps:    1218 | Reward:  -0.801 | Avg(100):  -1.670 | Entropy: 0.2983 | Acc: 24.0% (6+ 19-) | Lifetime: 20.1%
Episode    44 | Steps:    1252 | Reward:  -5.001 | Avg(100):  -1.744 | Entropy: 0.2983 | Acc: 11.8% (4+ 30-) | Lifetime: 19.9%
Episode    45 | Steps:    1282 | Reward:   1.597 | Avg(100):  -1.671 | Entropy: 0.2979 | Acc: 26.7% (8+ 22-) | Lifetime: 20.0%
Episode    46 | Steps:    1311 | Reward:  -0.103 | Avg(100):  -1.638 | Entropy: 0.2979 | Acc: 20.7% (6+ 23-) | Lifetime: 20.0%
Episode    47 | Steps:    1343 | Reward:  -3.902 | Avg(100):  -1.685 | Entropy: 0.2979 | Acc: 15.6% (5+ 27-) | Lifetime: 19.9%
Episode    48 | Steps:    1367 | Reward:   1.398 | Avg(100):  -1.622 | Entropy: 0.2979 | Acc: 25.0% (6+ 18-) | Lifetime: 20.0%
Episode    49 | Steps:    1403 | Reward:  -3.204 | Avg(100):  -1.654 | Entropy: 0.2979 | Acc: 13.9% (5+ 31-) | Lifetime: 19.9%
Episode    50 | Steps:    1436 | Reward:  -3.101 | Avg(100):  -1.682 | Entropy: 0.2979 | Acc: 15.2% (5+ 28-) | Lifetime: 19.7%
Episode    51 | Steps:    1473 | Reward:  -2.703 | Avg(100):  -1.702 | Entropy: 0.2979 | Acc: 16.2% (6+ 31-) | Lifetime: 19.7%
  [Step 1500] Action dist: A0:21% | A1:17% | A2:22% | A3:20% | A4:20%
Episode    52 | Steps:    1507 | Reward:  -3.699 | Avg(100):  -1.739 | Entropy: 0.2979 | Acc: 23.5% (8+ 26-) | Lifetime: 19.7%
Episode    53 | Steps:    1533 | Reward:  -0.003 | Avg(100):  -1.707 | Entropy: 0.2979 | Acc: 23.1% (6+ 20-) | Lifetime: 19.8%
Episode    54 | Steps:    1567 | Reward:  -2.303 | Avg(100):  -1.718 | Entropy: 0.2974 | Acc: 14.7% (5+ 29-) | Lifetime: 19.7%
Episode    55 | Steps:    1593 | Reward:  -0.503 | Avg(100):  -1.696 | Entropy: 0.2974 | Acc: 23.1% (6+ 20-) | Lifetime: 19.7%
Episode    56 | Steps:    1625 | Reward:   0.497 | Avg(100):  -1.658 | Entropy: 0.2974 | Acc: 21.9% (7+ 25-) | Lifetime: 19.8%
Episode    57 | Steps:    1652 | Reward:  -2.401 | Avg(100):  -1.671 | Entropy: 0.2974 | Acc: 18.5% (5+ 22-) | Lifetime: 19.8%
Episode    58 | Steps:    1686 | Reward:  -4.100 | Avg(100):  -1.712 | Entropy: 0.2974 | Acc: 17.6% (6+ 28-) | Lifetime: 19.7%
Episode    59 | Steps:    1717 | Reward:  -2.503 | Avg(100):  -1.725 | Entropy: 0.2974 | Acc: 19.4% (6+ 25-) | Lifetime: 19.7%
Episode    60 | Steps:    1743 | Reward:  -0.301 | Avg(100):  -1.702 | Entropy: 0.2974 | Acc: 26.9% (7+ 19-) | Lifetime: 19.8%
Episode    61 | Steps:    1769 | Reward:  -1.002 | Avg(100):  -1.690 | Entropy: 0.2974 | Acc: 23.1% (6+ 20-) | Lifetime: 19.9%
Episode    62 | Steps:    1797 | Reward:  -1.501 | Avg(100):  -1.687 | Entropy: 0.2970 | Acc: 25.9% (7+ 20-) | Lifetime: 20.0%
Episode    63 | Steps:    1830 | Reward:  -2.603 | Avg(100):  -1.702 | Entropy: 0.2970 | Acc: 15.2% (5+ 28-) | Lifetime: 19.9%
Episode    64 | Steps:    1865 | Reward:  -4.003 | Avg(100):  -1.737 | Entropy: 0.2970 | Acc: 14.3% (5+ 30-) | Lifetime: 19.8%
Episode    65 | Steps:    1900 | Reward:  -1.604 | Avg(100):  -1.735 | Entropy: 0.2970 | Acc: 20.0% (7+ 28-) | Lifetime: 19.8%
Episode    66 | Steps:    1933 | Reward:  -3.303 | Avg(100):  -1.758 | Entropy: 0.2970 | Acc: 12.1% (4+ 29-) | Lifetime: 19.6%
Episode    67 | Steps:    1956 | Reward:   0.798 | Avg(100):  -1.721 | Entropy: 0.2970 | Acc: 27.3% (6+ 16-) | Lifetime: 19.7%
Episode    68 | Steps:    1992 | Reward:  -2.704 | Avg(100):  -1.735 | Entropy: 0.2970 | Acc: 13.9% (5+ 31-) | Lifetime: 19.6%
  [Step 2000] Action dist: A0:19% | A1:11% | A2:24% | A3:22% | A4:24%
Episode    69 | Steps:    2022 | Reward:  -3.702 | Avg(100):  -1.763 | Entropy: 0.2970 | Acc: 10.3% (3+ 26-) | Lifetime: 19.5%
Episode    70 | Steps:    2055 | Reward:  -3.103 | Avg(100):  -1.782 | Entropy: 0.2966 | Acc: 15.2% (5+ 28-) | Lifetime: 19.4%
Episode    71 | Steps:    2085 | Reward:  -1.003 | Avg(100):  -1.771 | Entropy: 0.2966 | Acc: 16.7% (5+ 25-) | Lifetime: 19.4%
