
Training on cuda | logs -> training_logs/run_seed43_config4 (3)_fresh_20260529_233600
Config: ..\..\configs\config4 (3).yaml
Episodes: 0 -> ...
Steps: 0 -> 150000

Episode     0 | Steps:      25 | Reward:  -1.703 | Avg(100):  -1.703 | Entropy: 0.1000 | Acc: 19.2% (5+ 21-) | Lifetime: 19.2%
Episode     1 | Steps:      49 | Reward:  -1.101 | Avg(100):  -1.402 | Entropy: 0.1000 | Acc: 25.0% (6+ 18-) | Lifetime: 22.0%
Episode     2 | Steps:      80 | Reward:  -1.503 | Avg(100):  -1.436 | Entropy: 0.1000 | Acc: 19.4% (6+ 25-) | Lifetime: 21.0%
Episode     3 | Steps:     117 | Reward:  -2.703 | Avg(100):  -1.752 | Entropy: 0.1000 | Acc: 13.9% (5+ 31-) | Lifetime: 18.8%
Episode     4 | Steps:     159 | Reward:  -4.904 | Avg(100):  -2.383 | Entropy: 0.1000 | Acc: 11.9% (5+ 37-) | Lifetime: 17.0%
Episode     5 | Steps:     178 | Reward:   0.600 | Avg(100):  -1.886 | Entropy: 0.1000 | Acc: 36.8% (7+ 12-) | Lifetime: 19.1%
Episode     6 | Steps:     211 | Reward:  -2.603 | Avg(100):  -1.988 | Entropy: 0.1000 | Acc: 15.2% (5+ 28-) | Lifetime: 18.5%
Episode     7 | Steps:     248 | Reward:  -3.703 | Avg(100):  -2.203 | Entropy: 0.1000 | Acc: 16.2% (6+ 31-) | Lifetime: 18.1%
Episode     8 | Steps:     275 | Reward:   1.398 | Avg(100):  -1.802 | Entropy: 0.0999 | Acc: 33.3% (9+ 18-) | Lifetime: 19.6%
Episode     9 | Steps:     311 | Reward:  -3.703 | Avg(100):  -1.992 | Entropy: 0.0999 | Acc: 13.9% (5+ 31-) | Lifetime: 19.0%
Episode    10 | Steps:     346 | Reward:  -3.004 | Avg(100):  -2.084 | Entropy: 0.0999 | Acc: 11.8% (4+ 30-) | Lifetime: 18.3%
Episode    11 | Steps:     381 | Reward:  -1.403 | Avg(100):  -2.028 | Entropy: 0.0999 | Acc: 22.9% (8+ 27-) | Lifetime: 18.7%
Episode    12 | Steps:     411 | Reward:   0.597 | Avg(100):  -1.826 | Entropy: 0.0999 | Acc: 26.7% (8+ 22-) | Lifetime: 19.3%
Episode    13 | Steps:     435 | Reward:   2.098 | Avg(100):  -1.545 | Entropy: 0.0999 | Acc: 29.2% (7+ 17-) | Lifetime: 19.8%
Episode    14 | Steps:     463 | Reward:  -0.501 | Avg(100):  -1.476 | Entropy: 0.0999 | Acc: 28.6% (8+ 20-) | Lifetime: 20.3%
  [Step 500] Action dist: A0:17% | A1:19% | A2:24% | A3:17% | A4:22%
Episode    15 | Steps:     502 | Reward:  -6.003 | Avg(100):  -1.759 | Entropy: 0.0999 | Acc: 10.3% (4+ 35-) | Lifetime: 19.6%
Episode    16 | Steps:     538 | Reward:  -5.804 | Avg(100):  -1.997 | Entropy: 0.0997 | Acc: 2.9% (1+ 34-) | Lifetime: 18.5%
Episode    17 | Steps:     547 | Reward:  -1.600 | Avg(100):  -1.975 | Entropy: 0.0997 | Acc: 11.1% (1+ 8-) | Lifetime: 18.3%
Episode    18 | Steps:     580 | Reward:  -2.902 | Avg(100):  -2.023 | Entropy: 0.0997 | Acc: 18.2% (6+ 27-) | Lifetime: 18.3%
Episode    19 | Steps:     618 | Reward:  -4.304 | Avg(100):  -2.137 | Entropy: 0.0997 | Acc: 10.5% (4+ 34-) | Lifetime: 17.9%
Episode    20 | Steps:     633 | Reward:  -2.302 | Avg(100):  -2.145 | Entropy: 0.0997 | Acc: 6.7% (1+ 14-) | Lifetime: 17.6%
Episode    21 | Steps:     657 | Reward:   0.098 | Avg(100):  -2.043 | Entropy: 0.0997 | Acc: 26.1% (6+ 17-) | Lifetime: 17.9%
Episode    22 | Steps:     693 | Reward:  -2.503 | Avg(100):  -2.063 | Entropy: 0.0997 | Acc: 16.7% (6+ 30-) | Lifetime: 17.8%
Episode    23 | Steps:     726 | Reward:  -1.202 | Avg(100):  -2.027 | Entropy: 0.0997 | Acc: 21.2% (7+ 26-) | Lifetime: 18.0%
Episode    24 | Steps:     756 | Reward:  -2.703 | Avg(100):  -2.054 | Entropy: 0.0997 | Acc: 13.3% (4+ 26-) | Lifetime: 17.8%
Episode    25 | Steps:     787 | Reward:  -0.101 | Avg(100):  -1.979 | Entropy: 0.0996 | Acc: 25.8% (8+ 23-) | Lifetime: 18.1%
Episode    26 | Steps:     808 | Reward:  -0.701 | Avg(100):  -1.932 | Entropy: 0.0996 | Acc: 23.8% (5+ 16-) | Lifetime: 18.3%
Episode    27 | Steps:     838 | Reward:  -1.601 | Avg(100):  -1.920 | Entropy: 0.0996 | Acc: 23.3% (7+ 23-) | Lifetime: 18.4%
Episode    28 | Steps:     857 | Reward:   3.099 | Avg(100):  -1.747 | Entropy: 0.0996 | Acc: 36.8% (7+ 12-) | Lifetime: 18.9%
Episode    29 | Steps:     883 | Reward:   0.497 | Avg(100):  -1.672 | Entropy: 0.0996 | Acc: 23.1% (6+ 20-) | Lifetime: 19.0%
Episode    30 | Steps:     898 | Reward:  -2.102 | Avg(100):  -1.686 | Entropy: 0.0996 | Acc: 7.1% (1+ 13-) | Lifetime: 18.8%
Episode    31 | Steps:     919 | Reward:   3.198 | Avg(100):  -1.533 | Entropy: 0.0996 | Acc: 33.3% (7+ 14-) | Lifetime: 19.1%
