Episode,Reward,Cumulative Reward
1,114.50,114.50
2,-43.70,70.80
3,-132.30,-61.49
4,149.70,88.21
5,47.10,135.31
6,39.52,174.83
7,-194.90,-20.07
8,-191.90,-211.97
9,67.33,-144.63
10,-374.70,-519.33
11,-767.40,-1286.73
12,216.40,-1070.33
13,140.60,-929.73
14,420.30,-509.42
15,667.40,157.98
16,592.10,750.08
17,-527.50,222.58
18,-718.50,-495.92
19,899.10,403.19
20,382.10,785.29
21,578.80,1364.09
22,172.50,1536.59
23,947.10,2483.69
24,710.10,3193.80
25,-21.90,3171.90
26,-153.50,3018.40
27,-323.90,2694.50
28,738.90,3433.41
29,226.60,3660.01
30,-544.90,3115.11
31,-318.90,2796.21
32,475.60,3271.81
33,-582.10,2689.72
34,882.20,3571.92
35,485.10,4057.02
36,239.60,4296.62
37,-319.40,3977.22
38,812.40,4789.63
39,-1353.50,3436.13
40,492.60,3928.73
41,-1127.40,2801.33
42,-303.40,2497.94
43,-58.40,2439.54
44,983.10,3422.64
45,495.10,3917.74
46,955.00,4872.74
47,249.10,5121.85
48,-290.40,4831.45
49,-284.90,4546.55
50,468.10,5014.65
51,485.10,5499.75
52,485.10,5984.86
53,378.60,6363.46
54,482.60,6846.06
55,-1052.40,5793.66
56,-283.40,5510.26
57,995.10,6505.37
58,-587.90,5917.47
59,-299.90,5617.57
60,767.10,6384.67
61,-315.90,6068.78
62,-325.90,5742.88
63,768.60,6511.48
64,-567.90,5943.58
65,995.10,6938.68
66,-568.90,6369.79
67,537.60,6907.39
68,244.60,7151.99
69,-384.90,6767.09
70,492.60,7259.69
71,-96.80,7162.90
72,265.10,7428.00
73,-222.90,7205.10
74,260.60,7465.70
75,-1075.90,6389.80
76,-14.90,6374.91
77,-286.40,6088.51
78,995.10,7083.61
79,490.10,7573.71
80,-803.40,6770.32
81,-571.90,6198.42
82,764.10,6962.52
83,-82.50,6880.02
84,57.60,6937.62
85,536.10,7473.73
86,-1125.90,6347.83
87,-1054.00,5293.83
88,-1093.90,4199.93
89,-112.40,4087.53
90,768.60,4856.14
91,-328.40,4527.74
92,-1129.40,3398.34
93,-503.40,2894.94
94,-245.40,2649.55
95,51.60,2701.15
96,242.36,2943.51
97,-387.40,2556.11
98,-21.00,2535.11
99,476.10,3011.21
100,248.60,3259.81
101,995.10,4254.92
102,-472.20,3782.72
103,-272.40,3510.32
104,-10.90,3499.42
105,60.60,3560.02
106,-35.30,3524.73
107,122.86,3647.58
108,267.10,3914.69
109,-935.90,2978.79
110,983.10,3961.89
111,937.00,4898.89
112,300.60,5199.49
113,-34.90,5164.60
114,-72.00,5092.60
115,765.70,5858.30
116,942.20,6800.50
117,-1064.40,5736.11
118,109.20,5845.31
119,-294.90,5550.41
120,756.60,6307.01
121,485.10,6792.11
122,-96.70,6695.42
123,750.60,7446.02
124,-1929.90,5516.12
125,-249.40,5266.72
126,956.60,6223.32
127,485.10,6708.43
128,-19.90,6688.53
129,42.60,6731.13
130,-613.70,6117.43
131,-61.90,6055.53
132,478.10,6533.64
133,490.10,7023.74
134,764.10,7787.84
135,-712.90,7074.94
136,-19.90,7055.05
137,749.10,7804.15
138,764.10,8568.25
139,-758.40,7809.85
140,762.60,8572.45
141,995.10,9567.56
142,-301.90,9265.66
143,841.60,10107.26
144,485.10,10592.36
145,-1816.90,8775.46
146,-1313.50,7461.97
147,485.10,7947.07
148,995.10,8942.17
149,528.10,9470.27
150,528.60,9998.88
151,-581.70,9417.18
152,-231.40,9185.78
153,-1572.80,7612.98
154,257.10,7870.08
155,995.10,8865.19
156,217.60,9082.79
157,981.10,10063.89
158,534.60,10598.49
159,-359.00,10239.49
160,995.10,11234.60
161,995.10,12229.70
162,970.60,13200.30
163,485.10,13685.40
164,995.10,14680.50
165,-1092.40,13588.11
166,187.60,13775.71
167,463.10,14238.81
168,995.10,15233.91
169,158.60,15392.51
170,-79.40,15313.12
171,308.10,15621.22
172,680.10,16301.32
173,-457.40,15843.92
174,-309.70,15534.23
175,-14.90,15519.33
176,983.10,16502.43
177,-28.00,16474.43
178,-113.90,16360.53
179,-479.00,15881.54
180,487.60,16369.14
181,487.60,16856.74
182,294.60,17151.34
183,928.60,18079.94
184,479.60,18559.55
185,-93.50,18466.05
186,74.60,18540.65
187,-451.90,18088.75
188,-822.90,17265.86
189,767.10,18032.96
190,-93.40,17939.56
191,764.10,18703.66
192,-566.40,18137.26
