
Training on cuda | logs -> training_logs/run_seed41_config7_resumed_20260523_042238
Config: ..\..\configs\config7.yaml
Episodes: 0 -> ...
Steps: 0 -> 150000

No accuracy CSV at training_logs/run_seed41_config3_fresh_20260522_170933/accuracy_final.csv — starting fresh.
Episode     0 | Steps:      40 | Reward:   0.097 | Avg(100):   0.097 | Entropy: 0.0500 | Acc: 17.1% (7+ 34-) | Lifetime: 17.1%
Episode    60 | Steps:    2255 | Reward:  -0.703 | Avg(100):  -0.906 | Entropy: 0.0494 | Acc: 16.7% (7+ 35-) | Lifetime: 18.5%
Episode    61 | Steps:    2295 | Reward:  -0.404 | Avg(100):  -0.897 | Entropy: 0.0494 | Acc: 17.5% (7+ 33-) | Lifetime: 18.5%
Episode    62 | Steps:    2319 | Reward:   1.899 | Avg(100):  -0.853 | Entropy: 0.0493 | Acc: 33.3% (8+ 16-) | Lifetime: 18.6%
Episode    63 | Steps:    2353 | Reward:  -0.303 | Avg(100):  -0.845 | Entropy: 0.0493 | Acc: 20.6% (7+ 27-) | Lifetime: 18.6%
Episode    64 | Steps:    2401 | Reward:  -2.703 | Avg(100):  -0.873 | Entropy: 0.0493 | Acc: 16.7% (8+ 40-) | Lifetime: 18.6%
Episode    65 | Steps:    2436 | Reward:  -1.803 | Avg(100):  -0.887 | Entropy: 0.0493 | Acc: 14.3% (5+ 30-) | Lifetime: 18.5%
Episode    66 | Steps:    2481 | Reward:  -3.004 | Avg(100):  -0.919 | Entropy: 0.0493 | Acc: 13.3% (6+ 39-) | Lifetime: 18.5%
  [Step 2500] Action dist: A0:19% | A1:19% | A2:20% | A3:24% | A4:18%
Episode    67 | Steps:    2511 | Reward:   1.399 | Avg(100):  -0.885 | Entropy: 0.0493 | Acc: 30.0% (9+ 21-) | Lifetime: 18.6%
Episode    68 | Steps:    2539 | Reward:   1.998 | Avg(100):  -0.843 | Entropy: 0.0493 | Acc: 28.6% (8+ 20-) | Lifetime: 18.7%
Episode    69 | Steps:    2570 | Reward:   1.897 | Avg(100):  -0.804 | Entropy: 0.0492 | Acc: 22.6% (7+ 24-) | Lifetime: 18.7%
Episode    70 | Steps:    2589 | Reward:   3.899 | Avg(100):  -0.738 | Entropy: 0.0492 | Acc: 42.1% (8+ 11-) | Lifetime: 18.9%
Episode    71 | Steps:    2625 | Reward:  -0.302 | Avg(100):  -0.731 | Entropy: 0.0492 | Acc: 19.4% (7+ 29-) | Lifetime: 18.9%
Episode    72 | Steps:    2649 | Reward:   2.998 | Avg(100):  -0.680 | Entropy: 0.0492 | Acc: 29.2% (7+ 17-) | Lifetime: 19.0%
Episode    73 | Steps:    2669 | Reward:   3.699 | Avg(100):  -0.621 | Entropy: 0.0492 | Acc: 40.0% (8+ 12-) | Lifetime: 19.2%
Episode    74 | Steps:    2710 | Reward:  -1.103 | Avg(100):  -0.628 | Entropy: 0.0492 | Acc: 17.1% (7+ 34-) | Lifetime: 19.1%
Episode    75 | Steps:    2746 | Reward:   0.297 | Avg(100):  -0.615 | Entropy: 0.0492 | Acc: 19.4% (7+ 29-) | Lifetime: 19.1%
Episode    76 | Steps:    2788 | Reward:  -0.904 | Avg(100):  -0.619 | Entropy: 0.0492 | Acc: 16.7% (7+ 35-) | Lifetime: 19.1%
Episode    77 | Steps:    2823 | Reward:   0.197 | Avg(100):  -0.609 | Entropy: 0.0492 | Acc: 20.0% (7+ 28-) | Lifetime: 19.1%
Episode    78 | Steps:    2856 | Reward:  -2.102 | Avg(100):  -0.628 | Entropy: 0.0492 | Acc: 9.1% (3+ 30-) | Lifetime: 19.0%
Episode    79 | Steps:    2880 | Reward:   1.400 | Avg(100):  -0.602 | Entropy: 0.0492 | Acc: 29.2% (7+ 17-) | Lifetime: 19.1%
Episode    80 | Steps:    2916 | Reward:  -1.502 | Avg(100):  -0.613 | Entropy: 0.0492 | Acc: 16.7% (6+ 30-) | Lifetime: 19.1%
Episode    81 | Steps:    2948 | Reward:   1.997 | Avg(100):  -0.582 | Entropy: 0.0492 | Acc: 31.2% (10+ 22-) | Lifetime: 19.2%
Episode    82 | Steps:    2976 | Reward:   0.098 | Avg(100):  -0.573 | Entropy: 0.0492 | Acc: 21.4% (6+ 22-) | Lifetime: 19.2%
  [Step 3000] Action dist: A0:14% | A1:15% | A2:22% | A3:29% | A4:19%
Episode    83 | Steps:    3011 | Reward:  -0.603 | Avg(100):  -0.574 | Entropy: 0.0492 | Acc: 17.1% (6+ 29-) | Lifetime: 19.2%
Episode    84 | Steps:    3037 | Reward:   2.697 | Avg(100):  -0.535 | Entropy: 0.0492 | Acc: 30.8% (8+ 18-) | Lifetime: 19.3%
Episode    85 | Steps:    3068 | Reward:   1.898 | Avg(100):  -0.507 | Entropy: 0.0492 | Acc: 29.0% (9+ 22-) | Lifetime: 19.4%
Episode    86 | Steps:    3101 | Reward:  -2.203 | Avg(100):  -0.526 | Entropy: 0.0491 | Acc: 12.1% (4+ 29-) | Lifetime: 19.3%
Episode    87 | Steps:    3138 | Reward:  -0.404 | Avg(100):  -0.525 | Entropy: 0.0491 | Acc: 16.2% (6+ 31-) | Lifetime: 19.3%
Episode    88 | Steps:    3172 | Reward:   1.197 | Avg(100):  -0.506 | Entropy: 0.0491 | Acc: 23.5% (8+ 26-) | Lifetime: 19.3%
Episode    89 | Steps:    3197 | Reward:   1.497 | Avg(100):  -0.483 | Entropy: 0.0491 | Acc: 24.0% (6+ 19-) | Lifetime: 19.4%
Episode    90 | Steps:    3236 | Reward:  -0.704 | Avg(100):  -0.486 | Entropy: 0.0491 | Acc: 15.4% (6+ 33-) | Lifetime: 19.3%
Episode    91 | Steps:    3268 | Reward:   0.398 | Avg(100):  -0.476 | Entropy: 0.0491 | Acc: 18.8% (6+ 26-) | Lifetime: 19.3%
Episode    92 | Steps:    3291 | Reward:   2.298 | Avg(100):  -0.446 | Entropy: 0.0491 | Acc: 30.4% (7+ 16-) | Lifetime: 19.4%
Episode    93 | Steps:    3320 | Reward:   1.498 | Avg(100):  -0.426 | Entropy: 0.0491 | Acc: 27.6% (8+ 21-) | Lifetime: 19.5%
Episode    94 | Steps:    3341 | Reward:   3.398 | Avg(100):  -0.386 | Entropy: 0.0490 | Acc: 28.6% (6+ 15-) | Lifetime: 19.5%
Episode    95 | Steps:    3368 | Reward:   0.701 | Avg(100):  -0.374 | Entropy: 0.0490 | Acc: 33.3% (9+ 18-) | Lifetime: 19.6%
Episode    96 | Steps:    3413 | Reward:  -5.304 | Avg(100):  -0.425 | Entropy: 0.0490 | Acc: 6.7% (3+ 42-) | Lifetime: 19.4%
Episode    97 | Steps:    3448 | Reward:   2.598 | Avg(100):  -0.394 | Entropy: 0.0490 | Acc: 25.7% (9+ 26-) | Lifetime: 19.5%
Episode    98 | Steps:    3477 | Reward:   0.698 | Avg(100):  -0.383 | Entropy: 0.0490 | Acc: 20.7% (6+ 23-) | Lifetime: 19.5%
  [Step 3500] Action dist: A0:10% | A1:15% | A2:28% | A3:34% | A4:13%
Episode    99 | Steps:    3509 | Reward:   0.997 | Avg(100):  -0.369 | Entropy: 0.0490 | Acc: 21.9% (7+ 25-) | Lifetime: 19.5%
Episode   100 | Steps:    3540 | Reward:   0.797 | Avg(100):  -0.362 | Entropy: 0.0490 | Acc: 25.8% (8+ 23-) | Lifetime: 19.6%
Episode   101 | Steps:    3572 | Reward:  -1.602 | Avg(100):  -0.379 | Entropy: 0.0490 | Acc: 12.5% (4+ 28-) | Lifetime: 19.5%
Episode   102 | Steps:    3597 | Reward:   3.998 | Avg(100):  -0.357 | Entropy: 0.0489 | Acc: 36.0% (9+ 16-) | Lifetime: 19.6%
Episode   103 | Steps:    3634 | Reward:  -2.203 | Avg(100):  -0.370 | Entropy: 0.0489 | Acc: 10.8% (4+ 33-) | Lifetime: 19.6%
Episode   104 | Steps:    3660 | Reward:   3.699 | Avg(100):  -0.331 | Entropy: 0.0489 | Acc: 42.3% (11+ 15-) | Lifetime: 19.7%
Episode   105 | Steps:    3693 | Reward:  -1.403 | Avg(100):  -0.285 | Entropy: 0.0489 | Acc: 12.1% (4+ 29-) | Lifetime: 19.7%
Episode   106 | Steps:    3724 | Reward:  -0.802 | Avg(100):  -0.288 | Entropy: 0.0489 | Acc: 19.4% (6+ 25-) | Lifetime: 19.7%
Episode   107 | Steps:    3763 | Reward:   0.297 | Avg(100):  -0.247 | Entropy: 0.0489 | Acc: 17.9% (7+ 32-) | Lifetime: 19.6%
Episode   108 | Steps:    3792 | Reward:  -0.202 | Avg(100):  -0.264 | Entropy: 0.0489 | Acc: 20.7% (6+ 23-) | Lifetime: 19.6%
Episode   109 | Steps:    3829 | Reward:  -1.603 | Avg(100):  -0.287 | Entropy: 0.0489 | Acc: 16.2% (6+ 31-) | Lifetime: 19.6%
Episode   110 | Steps:    3851 | Reward:   2.798 | Avg(100):  -0.214 | Entropy: 0.0488 | Acc: 31.8% (7+ 15-) | Lifetime: 19.7%
Episode   111 | Steps:    3881 | Reward:  -1.402 | Avg(100):  -0.205 | Entropy: 0.0488 | Acc: 20.0% (6+ 24-) | Lifetime: 19.7%
Episode   112 | Steps:    3919 | Reward:  -2.102 | Avg(100):  -0.207 | Entropy: 0.0488 | Acc: 15.8% (6+ 32-) | Lifetime: 19.6%
Episode   113 | Steps:    3947 | Reward:  -1.003 | Avg(100):  -0.214 | Entropy: 0.0488 | Acc: 17.9% (5+ 23-) | Lifetime: 19.6%
Episode   114 | Steps:    3972 | Reward:  -0.700 | Avg(100):  -0.211 | Entropy: 0.0488 | Acc: 24.0% (6+ 19-) | Lifetime: 19.7%
  [Step 4000] Action dist: A0:12% | A1:13% | A2:25% | A3:34% | A4:16%
Episode   115 | Steps:    4003 | Reward:  -0.903 | Avg(100):  -0.240 | Entropy: 0.0488 | Acc: 19.4% (6+ 25-) | Lifetime: 19.7%
Episode   116 | Steps:    4031 | Reward:   1.298 | Avg(100):  -0.204 | Entropy: 0.0488 | Acc: 32.1% (9+ 19-) | Lifetime: 19.7%
Episode   117 | Steps:    4065 | Reward:  -1.202 | Avg(100):  -0.201 | Entropy: 0.0488 | Acc: 14.7% (5+ 29-) | Lifetime: 19.7%
Episode   118 | Steps:    4090 | Reward:   2.997 | Avg(100):  -0.148 | Entropy: 0.0488 | Acc: 32.0% (8+ 17-) | Lifetime: 19.8%
Episode   119 | Steps:    4128 | Reward:  -0.603 | Avg(100):  -0.155 | Entropy: 0.0488 | Acc: 18.4% (7+ 31-) | Lifetime: 19.8%
Episode   120 | Steps:    4171 | Reward:  -2.103 | Avg(100):  -0.159 | Entropy: 0.0488 | Acc: 14.0% (6+ 37-) | Lifetime: 19.7%
Episode   121 | Steps:    4196 | Reward:   1.399 | Avg(100):  -0.153 | Entropy: 0.0488 | Acc: 32.0% (8+ 17-) | Lifetime: 19.8%
Episode   122 | Steps:    4224 | Reward:   1.197 | Avg(100):  -0.167 | Entropy: 0.0488 | Acc: 25.0% (7+ 21-) | Lifetime: 19.8%
Episode   123 | Steps:    4250 | Reward:   4.199 | Avg(100):  -0.109 | Entropy: 0.0488 | Acc: 38.5% (10+ 16-) | Lifetime: 19.9%
Episode   124 | Steps:    4287 | Reward:  -0.102 | Avg(100):  -0.078 | Entropy: 0.0488 | Acc: 21.6% (8+ 29-) | Lifetime: 19.9%
Episode   125 | Steps:    4321 | Reward:   1.197 | Avg(100):  -0.078 | Entropy: 0.0488 | Acc: 17.6% (6+ 28-) | Lifetime: 19.9%
Episode   126 | Steps:    4348 | Reward:   2.098 | Avg(100):  -0.072 | Entropy: 0.0488 | Acc: 29.6% (8+ 19-) | Lifetime: 20.0%
Episode   127 | Steps:    4377 | Reward:   1.898 | Avg(100):  -0.066 | Entropy: 0.0487 | Acc: 27.6% (8+ 21-) | Lifetime: 20.0%
Episode   128 | Steps:    4411 | Reward:  -1.302 | Avg(100):  -0.056 | Entropy: 0.0487 | Acc: 17.6% (6+ 28-) | Lifetime: 20.0%
Episode   129 | Steps:    4445 | Reward:   0.498 | Avg(100):  -0.060 | Entropy: 0.0487 | Acc: 20.6% (7+ 27-) | Lifetime: 20.0%
Episode   130 | Steps:    4482 | Reward:   0.996 | Avg(100):  -0.013 | Entropy: 0.0487 | Acc: 18.9% (7+ 30-) | Lifetime: 20.0%
  [Step 4500] Action dist: A0:16% | A1:14% | A2:32% | A3:22% | A4:16%
Episode   131 | Steps:    4514 | Reward:  -0.301 | Avg(100):  -0.032 | Entropy: 0.0487 | Acc: 25.0% (8+ 24-) | Lifetime: 20.0%
Episode   132 | Steps:    4553 | Reward:  -0.703 | Avg(100):  -0.033 | Entropy: 0.0487 | Acc: 15.4% (6+ 33-) | Lifetime: 20.0%
Episode   133 | Steps:    4581 | Reward:  -0.702 | Avg(100):  -0.041 | Entropy: 0.0487 | Acc: 17.9% (5+ 23-) | Lifetime: 20.0%
Episode   134 | Steps:    4610 | Reward:  -1.302 | Avg(100):  -0.048 | Entropy: 0.0486 | Acc: 13.8% (4+ 25-) | Lifetime: 20.0%
Episode   135 | Steps:    4639 | Reward:   1.499 | Avg(100):  -0.006 | Entropy: 0.0486 | Acc: 31.0% (9+ 20-) | Lifetime: 20.0%
Episode   136 | Steps:    4670 | Reward:   0.197 | Avg(100):   0.011 | Entropy: 0.0486 | Acc: 22.6% (7+ 24-) | Lifetime: 20.0%
Episode   137 | Steps:    4699 | Reward:   2.698 | Avg(100):   0.038 | Entropy: 0.0486 | Acc: 31.0% (9+ 20-) | Lifetime: 20.1%
Episode   138 | Steps:    4724 | Reward:   2.498 | Avg(100):   0.071 | Entropy: 0.0486 | Acc: 32.0% (8+ 17-) | Lifetime: 20.2%
Episode   139 | Steps:    4751 | Reward:   2.000 | Avg(100):   0.098 | Entropy: 0.0486 | Acc: 29.6% (8+ 19-) | Lifetime: 20.2%
Episode   140 | Steps:    4784 | Reward:  -1.302 | Avg(100):   0.118 | Entropy: 0.0486 | Acc: 18.2% (6+ 27-) | Lifetime: 20.2%
Episode   141 | Steps:    4830 | Reward:  -4.303 | Avg(100):   0.096 | Entropy: 0.0486 | Acc: 10.9% (5+ 41-) | Lifetime: 20.1%
Episode   142 | Steps:    4860 | Reward:  -0.402 | Avg(100):   0.108 | Entropy: 0.0486 | Acc: 23.3% (7+ 23-) | Lifetime: 20.1%
Episode   143 | Steps:    4889 | Reward:   0.698 | Avg(100):   0.110 | Entropy: 0.0485 | Acc: 27.6% (8+ 21-) | Lifetime: 20.2%
Episode   144 | Steps:    4916 | Reward:   2.397 | Avg(100):   0.121 | Entropy: 0.0485 | Acc: 29.6% (8+ 19-) | Lifetime: 20.2%
Episode   145 | Steps:    4946 | Reward:   1.497 | Avg(100):   0.160 | Entropy: 0.0485 | Acc: 26.7% (8+ 22-) | Lifetime: 20.3%
Episode   146 | Steps:    4966 | Reward:   1.600 | Avg(100):   0.195 | Entropy: 0.0485 | Acc: 40.0% (8+ 12-) | Lifetime: 20.4%
Episode   147 | Steps:    4996 | Reward:   1.897 | Avg(100):   0.193 | Entropy: 0.0485 | Acc: 23.3% (7+ 23-) | Lifetime: 20.4%
  [Step 5000] Action dist: A0:13% | A1:13% | A2:37% | A3:25% | A4:12%
Episode   148 | Steps:    5021 | Reward:   4.697 | Avg(100):   0.267 | Entropy: 0.0485 | Acc: 32.0% (8+ 17-) | Lifetime: 20.4%
Episode   149 | Steps:    5060 | Reward:  -3.504 | Avg(100):   0.242 | Entropy: 0.0485 | Acc: 7.7% (3+ 36-) | Lifetime: 20.3%
Episode   150 | Steps:    5097 | Reward:  -0.403 | Avg(100):   0.231 | Entropy: 0.0485 | Acc: 18.9% (7+ 30-) | Lifetime: 20.3%
Episode   151 | Steps:    5123 | Reward:   2.197 | Avg(100):   0.274 | Entropy: 0.0485 | Acc: 26.9% (7+ 19-) | Lifetime: 20.4%
Episode   152 | Steps:    5155 | Reward:   0.398 | Avg(100):   0.280 | Entropy: 0.0485 | Acc: 25.0% (8+ 24-) | Lifetime: 20.4%
Episode   153 | Steps:    5181 | Reward:   4.198 | Avg(100):   0.349 | Entropy: 0.0485 | Acc: 34.6% (9+ 17-) | Lifetime: 20.5%
Episode   154 | Steps:    5213 | Reward:  -1.001 | Avg(100):   0.332 | Entropy: 0.0485 | Acc: 15.6% (5+ 27-) | Lifetime: 20.4%
Episode   155 | Steps:    5238 | Reward:   0.998 | Avg(100):   0.356 | Entropy: 0.0485 | Acc: 24.0% (6+ 19-) | Lifetime: 20.4%
Episode   156 | Steps:    5265 | Reward:  -1.101 | Avg(100):   0.390 | Entropy: 0.0485 | Acc: 18.5% (5+ 22-) | Lifetime: 20.4%
Episode   157 | Steps:    5292 | Reward:  -0.702 | Avg(100):   0.396 | Entropy: 0.0485 | Acc: 14.8% (4+ 23-) | Lifetime: 20.4%
Episode   158 | Steps:    5317 | Reward:   0.299 | Avg(100):   0.370 | Entropy: 0.0485 | Acc: 28.0% (7+ 18-) | Lifetime: 20.4%
Episode   159 | Steps:    5343 | Reward:   2.298 | Avg(100):   0.441 | Entropy: 0.0485 | Acc: 30.8% (8+ 18-) | Lifetime: 20.5%
Episode   160 | Steps:    5374 | Reward:  -0.701 | Avg(100):   0.441 | Entropy: 0.0485 | Acc: 22.6% (7+ 24-) | Lifetime: 20.5%
Episode   161 | Steps:    5404 | Reward:  -0.503 | Avg(100):   0.440 | Entropy: 0.0484 | Acc: 13.3% (4+ 26-) | Lifetime: 20.5%
Episode   162 | Steps:    5427 | Reward:   4.798 | Avg(100):   0.469 | Entropy: 0.0484 | Acc: 39.1% (9+ 14-) | Lifetime: 20.5%
