Episode,Reward,Cumulative Reward
1,97.70,97.70
2,61.14,158.84
3,71.90,230.74
4,103.90,334.64
5,407.30,741.95
6,196.90,938.85
7,259.36,1198.20
8,455.30,1653.51
9,539.90,2193.41
10,547.10,2740.51
11,815.50,3556.01
12,584.70,4140.71
13,373.80,4514.52
14,246.90,4761.42
15,676.40,5437.82
16,97.40,5535.22
17,277.80,5813.02
18,361.60,6174.63
19,483.70,6658.33
20,759.30,7417.63
21,923.30,8340.93
22,509.10,8850.04
23,704.10,9554.14
24,832.10,10386.24
25,995.30,11381.54
26,995.30,12376.84
27,971.30,13348.15
28,823.30,14171.45
29,810.50,14981.95
30,480.20,15462.15
31,995.30,16457.45
32,834.50,17291.96
33,823.30,18115.26
34,570.50,18685.76
35,831.30,19517.06
36,346.50,19863.56
37,439.30,20302.87
38,834.50,21137.37
39,595.30,21732.67
40,680.30,22412.97
41,530.50,22943.48
42,683.50,23626.98
43,694.50,24321.48
44,390.30,24711.78
45,382.10,25093.88
46,885.40,25979.29
47,679.30,26658.59
48,995.30,27653.89
49,544.20,28198.09
50,423.10,28621.19
51,886.10,29507.30
52,569.50,30076.80
53,372.30,30449.10
54,691.30,31140.40
55,776.20,31916.60
56,888.90,32805.51
57,886.10,33691.61
58,995.30,34686.91
59,490.60,35177.51
60,676.30,35853.81
61,533.50,36387.32
62,463.40,36850.72
63,995.30,37846.02
64,723.90,38569.92
65,395.40,38965.33
66,833.70,39799.03
67,833.70,40632.73
68,688.70,41321.43
69,995.30,42316.73
70,886.80,43203.54
71,690.30,43893.84
72,284.30,44178.14
73,526.10,44704.24
74,995.30,45699.54
75,880.10,46579.65
76,887.50,47467.15
77,771.50,48238.65
78,691.30,48929.95
79,560.90,49490.85
80,368.50,49859.36
81,489.10,50348.46
82,888.90,51237.36
83,531.70,51769.06
84,620.80,52389.86
85,475.30,52865.17
86,383.30,53248.47
87,726.70,53975.17
88,603.30,54578.47
89,464.40,55042.88
90,886.80,55929.68
91,524.90,56454.58
92,669.70,57124.28
93,529.60,57653.88
94,722.20,58376.09
95,888.90,59264.99
96,707.30,59972.29
97,983.30,60955.59
98,263.40,61218.99
99,769.20,61988.20
100,995.30,62983.50
101,779.60,63763.10
102,888.20,64651.30
103,570.80,65222.10
104,419.70,65641.81
105,617.10,66258.91
106,834.50,67093.41
107,432.90,67526.31
108,321.70,67848.01
109,828.90,68676.92
110,876.90,69553.82
111,672.90,70226.72
112,672.10,70898.82
113,362.50,71261.33
114,725.60,71986.93
115,983.30,72970.23
116,672.90,73643.13
117,585.50,74228.63
118,983.30,75211.94
119,282.80,75494.74
120,658.00,76152.74
121,615.90,76768.64
122,694.30,77462.94
123,887.50,78350.45
124,693.30,79043.75
125,868.50,79912.25
126,832.90,80745.15
127,78.30,80823.45
128,780.40,81603.86
129,584.40,82188.26
130,781.10,82969.36
131,584.40,83553.76
132,886.80,84440.56
133,257.60,84698.17
134,832.10,85530.27
135,995.30,86525.57
136,566.30,87091.87
137,438.90,87530.78
138,692.30,88223.08
139,618.80,88841.88
140,586.50,89428.38
141,228.30,89656.68
142,514.70,90171.39
143,272.50,90443.89
144,693.30,91137.19
145,693.90,91831.09
146,822.50,92653.59
147,898.50,93552.10
148,725.20,94277.30
149,727.30,95004.60
150,582.10,95586.70
151,583.50,96170.20
152,586.90,96757.11
153,529.30,97286.41
154,546.50,97832.91
155,428.40,98261.31
156,671.20,98932.51
