Episode,Reward,Cumulative Reward
157,517.30,99449.82
158,677.80,100127.62
159,564.10,100691.72
160,834.50,101526.22
161,781.80,102308.03
162,686.30,102994.33
163,-56.50,102937.83
164,724.30,103662.13
165,805.30,104467.43
166,356.40,104823.83
167,983.30,105807.13
168,582.50,106389.64
169,995.30,107384.94
170,832.90,108217.84
171,423.40,108641.24
172,767.30,109408.54
173,620.20,110028.75
174,777.60,110806.35
175,696.40,111502.75
176,479.90,111982.65
177,751.10,112733.75
178,719.10,113452.86
179,592.90,114045.76
180,516.30,114562.06
181,995.30,115557.36
182,801.90,116359.27
183,667.30,117026.57
184,515.30,117541.87
185,614.30,118156.17
186,868.30,119024.47
187,271.50,119295.98
188,367.70,119663.68
189,900.30,120563.98
190,995.30,121559.28
191,777.60,122336.88
192,660.10,122996.99
193,545.00,123541.99
194,884.00,124425.99
195,655.30,125081.29
196,806.90,125888.19
197,995.30,126883.50
198,567.40,127450.90
199,358.10,127809.00
200,681.30,128490.30
201,779.90,129270.20
202,531.10,129801.31
203,835.30,130636.61
204,555.70,131192.31
205,381.20,131573.51
206,664.90,132238.42
207,572.80,132811.22
208,823.30,133634.52
209,674.00,134308.52
210,724.40,135032.92
211,723.30,135756.23
212,727.70,136483.93
213,703.90,137187.83
214,688.90,137876.73
215,574.60,138451.33
216,995.30,139446.64
217,723.50,140170.14
218,833.70,141003.84
219,885.40,141889.24
220,694.30,142583.54
221,780.50,143364.05
222,983.30,144347.35
223,252.30,144599.65
224,694.30,145293.95
225,995.30,146289.25
226,715.30,147004.56
227,725.10,147729.66
228,672.10,148401.76
229,10.50,148412.26
230,879.50,149291.77
231,156.00,149447.77
232,586.50,150034.27
233,443.60,150477.87
234,115.56,150593.43
235,995.30,151588.73
236,260.30,151849.04
237,672.10,152521.14
238,713.30,153234.44
239,544.10,153778.54
240,693.90,154472.44
241,995.30,155467.75
242,349.30,155817.05
243,539.95,156357.00
244,-180.10,156176.90
245,688.90,156865.80
246,815.90,157681.70
247,-181.90,157499.80
248,995.30,158495.11
249,726.40,159221.51
250,287.20,159508.71
251,22.56,159531.27
252,995.30,160526.57
253,657.25,161183.83
254,995.30,162179.13
255,831.30,163010.43
256,776.20,163786.63
257,394.30,164180.94
258,561.50,164742.44
259,725.80,165468.24
260,995.30,166463.54
261,835.30,167298.84
262,-167.40,167131.45
263,834.50,167965.95
264,832.10,168798.05
265,995.30,169793.35
266,726.30,170519.65
267,665.30,171184.96
268,539.90,171724.86
269,648.40,172373.26
270,425.96,172799.22
271,983.30,173782.53
272,608.30,174390.83
273,713.20,175104.03
274,364.00,175468.03
275,507.90,175975.93
276,995.30,176971.24
277,669.60,177640.84
278,420.00,178060.84
279,809.70,178870.54
280,367.05,179237.60
281,-177.10,179060.50
282,278.54,179339.03
283,971.30,180310.34
284,871.30,181181.64
285,129.30,181310.94
286,971.30,182282.24
287,859.30,183141.54
288,426.20,183567.74
289,973.80,184541.55
290,995.30,185536.85
291,880.00,186416.85
292,780.40,187197.25
293,597.10,187794.35
294,511.50,188305.86
295,841.30,189147.16
296,499.20,189646.36
297,59.43,189705.79
298,995.30,190701.09
299,134.19,190835.28
300,983.30,191818.58
301,710.60,192529.18
302,738.10,193267.28
303,165.68,193432.96
304,995.30,194428.26
305,863.80,195292.07
306,995.30,196287.37
307,810.50,197097.87
308,438.30,197536.17
309,786.20,198322.38
310,995.30,199317.68
311,819.30,200136.98
312,995.30,201132.28
313,254.00,201386.28
314,844.00,202230.29
315,621.80,202852.09
316,702.40,203554.49
317,639.00,204193.49
318,833.70,205027.19
319,714.00,205741.20
320,702.40,206443.60
321,599.30,207042.90
322,441.60,207484.50
323,691.20,208175.70
324,640.20,208815.91
325,812.10,209628.01
326,331.70,209959.71
327,488.66,210448.37
328,593.90,211042.27
329,862.40,211904.67
330,978.50,212883.17
331,828.90,213712.08
332,971.30,214683.38
333,195.61,214878.99
334,995.30,215874.30
335,672.10,216546.40
336,565.90,217112.30
337,995.30,218107.60
338,834.50,218942.10
339,724.30,219666.41
340,875.50,220541.91
341,884.70,221426.61
342,618.60,222045.21
343,835.30,222880.51
344,766.90,223647.42
345,766.30,224413.72
346,733.30,225147.02
347,995.30,226142.32
348,179.30,226321.62
349,401.30,226722.92
350,724.10,227447.02
351,816.10,228263.12
352,606.00,228869.13
353,507.30,229376.43
354,778.30,230154.73
355,888.20,231042.93
356,226.70,231269.64
357,983.30,232252.94
358,612.50,232865.44
359,741.30,233606.74
360,712.50,234319.25
361,995.30,235314.55
362,822.50,236137.05
363,249.13,236386.18
364,995.30,237381.48
365,856.42,238237.90
366,995.30,239233.20
367,527.37,239760.58
368,983.30,240743.88
369,443.80,241187.68
370,995.30,242182.98
371,807.20,242990.19
372,606.90,243597.09
373,620.90,244217.99
374,823.30,245041.29
375,983.30,246024.59
376,453.60,246478.20
377,995.30,247473.50
378,735.00,248208.50
379,753.60,248962.10
380,983.30,249945.40
381,410.00,250355.41
382,995.30,251350.71
383,983.30,252334.01
384,79.50,252413.52
385,995.30,253408.82
386,79.46,253488.28
387,464.40,253952.68
388,833.70,254786.38
389,743.70,255530.08
390,995.30,256525.39
391,741.30,257266.69
392,425.80,257692.49
393,983.30,258675.79
394,995.30,259671.09
395,834.50,260505.60
396,607.40,261113.00
397,983.30,262096.30
398,817.70,262914.00
399,829.70,263743.70
400,971.30,264715.01
401,615.50,265330.51
402,876.20,266206.71
403,259.60,266466.31
404,995.30,267461.61
405,351.20,267812.82
406,745.50,268558.32
407,712.90,269271.22
408,79.47,269350.69
409,983.30,270333.99
410,421.20,270755.19
411,526.70,271281.89
412,586.90,271868.80
413,846.90,272715.70
414,995.30,273711.00
415,889.60,274600.60
416,983.30,275583.90
417,874.80,276458.71
418,630.90,277089.61
419,264.20,277353.81
420,716.20,278070.01
421,187.20,278257.21
422,995.30,279252.51
423,565.55,279818.06
424,947.30,280765.36
425,769.80,281535.16
426,464.30,281999.46
427,663.80,282663.27
428,497.10,283160.37
429,712.00,283872.37
430,617.60,284489.97
431,701.20,285191.17
432,634.40,285825.58
433,803.54,286629.12
434,971.30,287600.42
435,820.10,288420.52
436,995.30,289415.82
437,690.40,290106.23
438,142.42,290248.64
439,995.30,291243.94
440,99.43,291343.37
441,935.30,292278.67
442,349.60,292628.27
443,747.20,293375.48
444,109.43,293484.91
445,959.30,294444.21
446,624.10,295068.31
447,725.10,295793.41
448,806.60,296600.01
449,995.30,297595.32
450,995.30,298590.62
451,142.42,298733.04
452,971.30,299704.34
453,302.20,300006.54
454,577.94,300584.48
455,995.30,301579.78
456,898.00,302477.79
457,769.80,303247.59
458,995.30,304242.89
459,971.30,305214.19
460,995.30,306209.49
461,454.10,306663.60
462,964.90,307628.50
463,983.30,308611.80
464,710.60,309322.40
465,867.20,310189.61
466,369.50,310559.11
467,491.50,311050.61
468,730.70,311781.31
469,621.70,312403.01
470,886.80,313289.82
471,542.50,313832.32
472,995.30,314827.62
473,622.40,315450.02
474,220.43,315670.45
475,995.30,316665.75
476,488.40,317154.15
477,823.30,317977.45
478,730.30,318707.76
479,591.30,319299.06
480,681.40,319980.46
481,639.00,320619.46
482,509.70,321129.16
483,99.47,321228.63
484,983.30,322211.93
485,995.30,323207.23
486,196.40,323403.64
487,714.70,324118.34
488,624.90,324743.24
489,591.50,325334.74
490,798.30,326133.05
491,862.10,326995.15
492,918.50,327913.65
493,485.86,328399.51
494,983.30,329382.81
495,809.30,330192.11
496,995.30,331187.42
497,832.10,332019.52
498,995.30,333014.82
499,476.57,333491.39
500,652.20,334143.60
501,800.80,334944.40
502,109.44,335053.84
503,983.30,336037.14
504,606.40,336643.54
505,495.30,337138.84
506,708.10,337846.94
507,995.30,338842.24
508,663.90,339506.14
509,959.30,340465.45
510,607.40,341072.85
511,575.90,341648.75
512,383.11,342031.86
513,995.30,343027.17
514,760.30,343787.47
515,326.50,344113.97
516,959.30,345073.27
517,820.10,345893.38
518,289.54,346182.92
519,764.30,346947.22
