
Training on cuda | logs -> training_logs/run_seed41_config4_fresh_20260513_200916
Config: ..\..\configs\config4.yaml
Episodes: 0 -> ...
Steps: 0 -> 100000

Episode     0 | Steps:      39 | Reward:   0.697 | Avg(100):   0.697 | Entropy: 0.1000 | Acc: 17.5% (7+ 33-) | Lifetime: 17.5%
Episode     1 | Steps:      69 | Reward:   1.698 | Avg(100):   1.197 | Entropy: 0.1000 | Acc: 26.7% (8+ 22-) | Lifetime: 21.4%
Episode     2 | Steps:     109 | Reward:  -1.904 | Avg(100):   0.164 | Entropy: 0.1000 | Acc: 15.0% (6+ 34-) | Lifetime: 19.1%
Episode     3 | Steps:     141 | Reward:  -1.302 | Avg(100):  -0.203 | Entropy: 0.1000 | Acc: 21.9% (7+ 25-) | Lifetime: 19.7%
Episode     4 | Steps:     183 | Reward:  -3.504 | Avg(100):  -0.863 | Entropy: 0.1000 | Acc: 11.9% (5+ 37-) | Lifetime: 17.9%
Episode     5 | Steps:     191 | Reward:  -0.400 | Avg(100):  -0.786 | Entropy: 0.1000 | Acc: 25.0% (2+ 6-) | Lifetime: 18.2%
Episode     6 | Steps:     225 | Reward:  -0.799 | Avg(100):  -0.788 | Entropy: 0.1000 | Acc: 29.4% (10+ 24-) | Lifetime: 19.9%
Episode     7 | Steps:     269 | Reward:  -3.703 | Avg(100):  -1.152 | Entropy: 0.0998 | Acc: 13.6% (6+ 38-) | Lifetime: 18.9%
Episode     8 | Steps:     310 | Reward:  -2.403 | Avg(100):  -1.291 | Entropy: 0.0998 | Acc: 17.1% (7+ 34-) | Lifetime: 18.6%
Episode     9 | Steps:     339 | Reward:  -0.403 | Avg(100):  -1.202 | Entropy: 0.0998 | Acc: 17.2% (5+ 24-) | Lifetime: 18.5%
Episode    10 | Steps:     383 | Reward:  -1.804 | Avg(100):  -1.257 | Entropy: 0.0998 | Acc: 15.9% (7+ 37-) | Lifetime: 18.2%
Episode    11 | Steps:     413 | Reward:   1.099 | Avg(100):  -1.061 | Entropy: 0.0998 | Acc: 23.3% (7+ 23-) | Lifetime: 18.6%
Episode    12 | Steps:     449 | Reward:  -2.802 | Avg(100):  -1.195 | Entropy: 0.0998 | Acc: 11.1% (4+ 32-) | Lifetime: 18.0%
Episode    13 | Steps:     489 | Reward:  -0.504 | Avg(100):  -1.145 | Entropy: 0.0998 | Acc: 15.0% (6+ 34-) | Lifetime: 17.8%
  [Step 500] Action dist: A0:18% | A1:19% | A2:16% | A3:21% | A4:26%
Episode    14 | Steps:     521 | Reward:   0.499 | Avg(100):  -1.036 | Entropy: 0.0996 | Acc: 28.1% (9+ 23-) | Lifetime: 18.4%
Episode    15 | Steps:     554 | Reward:  -1.702 | Avg(100):  -1.077 | Entropy: 0.0996 | Acc: 18.2% (6+ 27-) | Lifetime: 18.4%
Episode    16 | Steps:     560 | Reward:   0.399 | Avg(100):  -0.990 | Entropy: 0.0996 | Acc: 33.3% (2+ 4-) | Lifetime: 18.5%
Episode    17 | Steps:     592 | Reward:  -0.201 | Avg(100):  -0.947 | Entropy: 0.0996 | Acc: 21.9% (7+ 25-) | Lifetime: 18.7%
Episode    18 | Steps:     630 | Reward:  -0.202 | Avg(100):  -0.907 | Entropy: 0.0996 | Acc: 21.1% (8+ 30-) | Lifetime: 18.9%
Episode    19 | Steps:     649 | Reward:   3.799 | Avg(100):  -0.672 | Entropy: 0.0996 | Acc: 36.8% (7+ 12-) | Lifetime: 19.4%
