Step,Reward
42,-5.8043
65,1.7982
109,-5.3039
136,-0.0027
166,-0.9005
183,2.7003
232,-7.3034
257,-1.8000
285,1.1982
295,-1.1000
317,0.5003
342,-1.1010
365,1.4992
396,-1.3021
428,-4.4012
465,-3.0027
495,-4.2020
521,-0.0021
556,-3.0035
587,-3.7016
623,-4.0021
664,-3.5031
708,-5.8024
734,-0.3016
759,-0.5020
795,-4.4031
824,0.2991
828,-0.1004
850,0.7978
889,-4.5014
918,-0.9024
960,-4.4037
996,-3.7031
1010,-0.7004
1054,-5.6034
1094,-3.0040
1123,-2.1014
1154,-0.6021
1178,3.2976
1212,-2.1029
1236,0.5986
1239,0.0997
1267,-1.2013
1299,-2.5017
1332,-3.6033
1367,-0.8035
1394,-0.4022
1422,-1.1023
1441,3.2986
1464,1.7977
1490,-0.8006
1513,-2.1008
1537,0.1976
1562,0.8995
1588,-1.5006
1612,1.7981
1623,-1.5011
1638,4.0995
1670,-1.7012
1702,-2.9017
1728,-0.5021
1748,-0.5015
1778,-1.0025
1801,-1.6003
1828,-0.0022
1856,-1.8028
1882,0.2974
1908,-1.7021
1936,0.9977
1975,-3.1039
2001,-1.7011
2029,0.3992
2057,-1.9018
2083,-1.7016
2110,1.1973
2135,-1.5995
2138,-0.6003
2153,-0.9005
2177,1.5976
2199,-0.2012
2220,2.6004
2239,0.6001
2255,-0.4001
2281,-1.0021
2306,-0.0025
2325,0.1981
2334,-1.6004
2361,1.6973
2403,-4.0037
2427,0.0986
2451,1.0976
2480,-1.1024
2511,-1.8006
2541,-1.8015
2561,1.1005
2591,-2.5030
2634,-5.4043
2654,3.0990
2674,-2.6020
2685,-1.5011
2710,-1.0015
2738,-1.7013
2767,-1.9009
2793,-1.7026
2824,-0.1031
2850,-1.0016
2857,-0.0007
2875,1.1982
2897,-1.2002
2940,-6.0043
2967,-0.5017
2989,1.4988
3012,1.9987
3035,0.2997
3056,-2.1021
3085,-1.9009
3112,-0.9027
3128,1.7004
3157,-3.0024
3183,-0.1021
3208,-0.0025
3233,0.8980
3259,-1.2021
3283,-0.1009
3308,-1.8000
3328,5.0980
3350,1.6988
3378,-1.7008
3404,-0.7016
3435,1.3969
3456,0.9994
3479,2.4987
3499,-0.0990
3528,-2.5019
3551,0.7987
3576,1.8985
3596,2.0990
3627,-0.9016
3654,-1.2012
3675,2.0994
3697,0.6998
3723,-1.0016
3751,0.7982
3769,3.4992
3790,-0.0011
3816,0.6984
3836,1.8990
3854,5.1982
3876,-0.4992
3893,4.1988
3926,-5.0023
3942,-0.4016
3962,0.1995
3978,1.9994
4003,-0.1015
4026,3.1987
4052,-1.2026
4071,1.0996
4091,-0.5010
4121,-2.5020
4150,-0.4004
4171,1.1989
4198,0.9973
4233,-6.3035
4251,0.8012
4273,-0.0002
4293,2.5990
4317,-1.1979
4342,-1.1010
4349,-0.7007
4369,2.0995
4386,1.7008
4399,1.3027
4427,-2.6018
4449,1.8998
4480,-0.8021
4497,2.1998
4517,1.5995
4534,3.6998
4553,0.8016
4577,0.8976
4596,0.8001
4618,3.8993
4648,-2.5025
4671,0.2992
4686,4.5985
4700,2.1011
4732,-2.4017
4756,-0.6994
4766,0.5990
4788,2.6983
