
Training on cuda | logs -> training_logs/run_seed42_config9 (2)_fresh_20260528_042027
Config: ..\..\configs\config9 (2).yaml
Episodes: 0 -> ...
Steps: 0 -> 150000

Episode     0 | Steps:      26 | Reward:  -0.203 | Avg(100):  -0.203 | Entropy: 0.1000 | Acc: 22.2% (6+ 21-) | Lifetime: 22.2%
Episode     1 | Steps:      53 | Reward:   0.297 | Avg(100):   0.047 | Entropy: 0.1000 | Acc: 22.2% (6+ 21-) | Lifetime: 22.2%
Episode     2 | Steps:      77 | Reward:  -1.997 | Avg(100):  -0.634 | Entropy: 0.1000 | Acc: 37.5% (9+ 15-) | Lifetime: 26.9%
Episode     3 | Steps:     114 | Reward:  -5.701 | Avg(100):  -1.901 | Entropy: 0.1000 | Acc: 13.9% (5+ 31-) | Lifetime: 22.8%
Episode     4 | Steps:     123 | Reward:  -1.801 | Avg(100):  -1.881 | Entropy: 0.1000 | Acc: 0.0% (0+ 9-) | Lifetime: 21.1%
Episode     5 | Steps:     150 | Reward:  -0.502 | Avg(100):  -1.651 | Entropy: 0.0999 | Acc: 25.9% (7+ 20-) | Lifetime: 22.0%
Episode     6 | Steps:     184 | Reward:  -3.103 | Avg(100):  -1.858 | Entropy: 0.0999 | Acc: 17.6% (6+ 28-) | Lifetime: 21.2%
Episode     7 | Steps:     209 | Reward:  -2.903 | Avg(100):  -1.989 | Entropy: 0.0999 | Acc: 12.0% (3+ 22-) | Lifetime: 20.1%
Episode     8 | Steps:     240 | Reward:  -4.402 | Avg(100):  -2.257 | Entropy: 0.0999 | Acc: 10.0% (3+ 27-) | Lifetime: 18.8%
Episode     9 | Steps:     278 | Reward:  -2.204 | Avg(100):  -2.252 | Entropy: 0.0999 | Acc: 18.4% (7+ 31-) | Lifetime: 18.8%
Episode    10 | Steps:     326 | Reward:  -7.603 | Avg(100):  -2.738 | Entropy: 0.0999 | Acc: 8.5% (4+ 43-) | Lifetime: 17.3%
Episode    11 | Steps:     358 | Reward:  -0.703 | Avg(100):  -2.569 | Entropy: 0.0999 | Acc: 18.8% (6+ 26-) | Lifetime: 17.4%
Episode    12 | Steps:     380 | Reward:  -1.200 | Avg(100):  -2.463 | Entropy: 0.0999 | Acc: 27.3% (6+ 16-) | Lifetime: 18.0%
Episode    13 | Steps:     408 | Reward:  -1.200 | Avg(100):  -2.373 | Entropy: 0.0998 | Acc: 25.0% (7+ 21-) | Lifetime: 18.5%
Episode    14 | Steps:     434 | Reward:   0.598 | Avg(100):  -2.175 | Entropy: 0.0998 | Acc: 32.0% (8+ 17-) | Lifetime: 19.3%
