
Training on cuda | logs -> training_logs/run_seed42_config8 (2)_fresh_20260530_023837
Config: ..\..\configs\config8 (2).yaml
Episodes: 0 -> ...
Steps: 0 -> 150000

Episode     0 | Steps:      26 | Reward:  -0.203 | Avg(100):  -0.203 | Entropy: 0.1000 | Acc: 22.2% (6+ 21-) | Lifetime: 22.2%
Episode     1 | Steps:      53 | Reward:   0.297 | Avg(100):   0.047 | Entropy: 0.1000 | Acc: 22.2% (6+ 21-) | Lifetime: 22.2%
Episode     2 | Steps:      77 | Reward:  -1.997 | Avg(100):  -0.634 | Entropy: 0.1000 | Acc: 37.5% (9+ 15-) | Lifetime: 26.9%
Episode     3 | Steps:     112 | Reward:  -5.001 | Avg(100):  -1.726 | Entropy: 0.1000 | Acc: 11.8% (4+ 30-) | Lifetime: 22.3%
Episode     4 | Steps:     122 | Reward:  -2.001 | Avg(100):  -1.781 | Entropy: 0.1000 | Acc: 0.0% (0+ 10-) | Lifetime: 20.5%
Episode     5 | Steps:     151 | Reward:  -2.003 | Avg(100):  -1.818 | Entropy: 0.1000 | Acc: 13.8% (4+ 25-) | Lifetime: 19.2%
Episode     6 | Steps:     180 | Reward:  -2.802 | Avg(100):  -1.959 | Entropy: 0.1000 | Acc: 17.2% (5+ 24-) | Lifetime: 18.9%
Episode     7 | Steps:     209 | Reward:  -3.702 | Avg(100):  -2.176 | Entropy: 0.1000 | Acc: 10.3% (3+ 26-) | Lifetime: 17.7%
Episode     8 | Steps:     247 | Reward:  -4.304 | Avg(100):  -2.413 | Entropy: 0.1000 | Acc: 10.5% (4+ 34-) | Lifetime: 16.6%
Episode     9 | Steps:     281 | Reward:  -3.803 | Avg(100):  -2.552 | Entropy: 0.1000 | Acc: 14.7% (5+ 29-) | Lifetime: 16.4%
Episode    10 | Steps:     313 | Reward:  -1.702 | Avg(100):  -2.475 | Entropy: 0.1000 | Acc: 18.8% (6+ 26-) | Lifetime: 16.6%
Episode    11 | Steps:     350 | Reward:  -2.404 | Avg(100):  -2.469 | Entropy: 0.1000 | Acc: 13.5% (5+ 32-) | Lifetime: 16.3%
Episode    12 | Steps:     373 | Reward:   0.098 | Avg(100):  -2.271 | Entropy: 0.1000 | Acc: 26.1% (6+ 17-) | Lifetime: 16.9%
Episode    13 | Steps:     402 | Reward:  -3.399 | Avg(100):  -2.352 | Entropy: 0.1000 | Acc: 24.1% (7+ 22-) | Lifetime: 17.4%
Episode    14 | Steps:     428 | Reward:  -0.502 | Avg(100):  -2.228 | Entropy: 0.1000 | Acc: 23.1% (6+ 20-) | Lifetime: 17.8%
