
Training on cuda | logs -> training_logs/run_seed43_config5 (3)_resumed_20260523_002219
Config: ..\..\configs\config5 (3).yaml
Episodes: 0 -> ...
Steps: 0 -> 150000

No accuracy CSV at training_logs/run_seed41_config3_fresh_20260522_170933/accuracy_final.csv — starting fresh.
Episode     0 | Steps:      25 | Reward:   1.500 | Avg(100):   1.500 | Entropy: 0.1000 | Acc: 30.8% (8+ 18-) | Lifetime: 30.8%
Episode     1 | Steps:      52 | Reward:   1.999 | Avg(100):   1.749 | Entropy: 0.1000 | Acc: 29.6% (8+ 19-) | Lifetime: 30.2%
Episode     2 | Steps:      77 | Reward:   1.099 | Avg(100):   1.533 | Entropy: 0.1000 | Acc: 32.0% (8+ 17-) | Lifetime: 30.8%
Episode     3 | Steps:     106 | Reward:  -0.900 | Avg(100):   0.924 | Entropy: 0.1000 | Acc: 24.1% (7+ 22-) | Lifetime: 29.0%
Episode     4 | Steps:     136 | Reward:   1.599 | Avg(100):   1.059 | Entropy: 0.1000 | Acc: 30.0% (9+ 21-) | Lifetime: 29.2%
Episode     5 | Steps:     165 | Reward:   1.199 | Avg(100):   1.083 | Entropy: 0.1000 | Acc: 24.1% (7+ 22-) | Lifetime: 28.3%
Episode     6 | Steps:     202 | Reward:  -0.803 | Avg(100):   0.813 | Entropy: 0.1000 | Acc: 18.9% (7+ 30-) | Lifetime: 26.6%
Episode     7 | Steps:     257 | Reward:  -3.705 | Avg(100):   0.248 | Entropy: 0.0999 | Acc: 10.9% (6+ 49-) | Lifetime: 23.3%
Episode     8 | Steps:     299 | Reward:  -3.603 | Avg(100):  -0.180 | Entropy: 0.0999 | Acc: 9.5% (4+ 38-) | Lifetime: 21.3%
Episode     9 | Steps:     343 | Reward:  -1.802 | Avg(100):  -0.342 | Entropy: 0.0999 | Acc: 13.6% (6+ 38-) | Lifetime: 20.3%
Episode    10 | Steps:     388 | Reward:  -2.404 | Avg(100):  -0.529 | Entropy: 0.0999 | Acc: 13.3% (6+ 39-) | Lifetime: 19.5%
Episode    11 | Steps:     396 | Reward:  -0.001 | Avg(100):  -0.485 | Entropy: 0.0999 | Acc: 25.0% (2+ 6-) | Lifetime: 19.6%
Episode    12 | Steps:     439 | Reward:  -1.302 | Avg(100):  -0.548 | Entropy: 0.0999 | Acc: 16.3% (7+ 36-) | Lifetime: 19.3%
Episode    13 | Steps:     483 | Reward:  -2.203 | Avg(100):  -0.666 | Entropy: 0.0999 | Acc: 18.2% (8+ 36-) | Lifetime: 19.2%
  [Step 500] Action dist: A0:17% | A1:23% | A2:24% | A3:15% | A4:20%
Episode    14 | Steps:     532 | Reward:  -3.403 | Avg(100):  -0.849 | Entropy: 0.0997 | Acc: 14.3% (7+ 42-) | Lifetime: 18.8%
Episode    15 | Steps:     577 | Reward:  -4.702 | Avg(100):  -1.090 | Entropy: 0.0997 | Acc: 15.6% (7+ 38-) | Lifetime: 18.5%
Episode    16 | Steps:     606 | Reward:   2.198 | Avg(100):  -0.896 | Entropy: 0.0997 | Acc: 24.1% (7+ 22-) | Lifetime: 18.8%
Episode    17 | Steps:     641 | Reward:  -1.304 | Avg(100):  -0.919 | Entropy: 0.0997 | Acc: 17.1% (6+ 29-) | Lifetime: 18.7%
Episode    18 | Steps:     694 | Reward:  -5.204 | Avg(100):  -1.144 | Entropy: 0.0997 | Acc: 9.4% (5+ 48-) | Lifetime: 18.0%
Episode    19 | Steps:     737 | Reward:  -2.503 | Avg(100):  -1.212 | Entropy: 0.0997 | Acc: 14.0% (6+ 37-) | Lifetime: 17.8%
Episode    20 | Steps:     777 | Reward:  -1.103 | Avg(100):  -1.207 | Entropy: 0.0996 | Acc: 15.0% (6+ 34-) | Lifetime: 17.6%
Episode    21 | Steps:     814 | Reward:   0.897 | Avg(100):  -1.111 | Entropy: 0.0996 | Acc: 21.6% (8+ 29-) | Lifetime: 17.8%
Episode    22 | Steps:     854 | Reward:  -1.403 | Avg(100):  -1.124 | Entropy: 0.0996 | Acc: 17.5% (7+ 33-) | Lifetime: 17.8%
Episode    23 | Steps:     888 | Reward:   0.197 | Avg(100):  -1.069 | Entropy: 0.0996 | Acc: 20.6% (7+ 27-) | Lifetime: 17.9%
Episode    24 | Steps:     928 | Reward:   0.299 | Avg(100):  -1.014 | Entropy: 0.0996 | Acc: 20.0% (8+ 32-) | Lifetime: 18.0%
Episode    25 | Steps:     967 | Reward:  -0.402 | Avg(100):  -0.991 | Entropy: 0.0996 | Acc: 20.5% (8+ 31-) | Lifetime: 18.1%
  [Step 1000] Action dist: A0:17% | A1:25% | A2:20% | A3:22% | A4:16%
Episode    26 | Steps:    1005 | Reward:  -0.103 | Avg(100):  -0.958 | Entropy: 0.0996 | Acc: 21.1% (8+ 30-) | Lifetime: 18.2%
Episode    27 | Steps:    1034 | Reward:   1.198 | Avg(100):  -0.881 | Entropy: 0.0995 | Acc: 27.6% (8+ 21-) | Lifetime: 18.5%
Episode    28 | Steps:    1062 | Reward:   1.099 | Avg(100):  -0.813 | Entropy: 0.0995 | Acc: 32.1% (9+ 19-) | Lifetime: 18.8%
Episode    29 | Steps:    1097 | Reward:  -0.604 | Avg(100):  -0.806 | Entropy: 0.0995 | Acc: 20.0% (7+ 28-) | Lifetime: 18.9%
Episode    30 | Steps:    1126 | Reward:   1.397 | Avg(100):  -0.735 | Entropy: 0.0995 | Acc: 20.7% (6+ 23-) | Lifetime: 18.9%
Episode    31 | Steps:    1170 | Reward:  -3.104 | Avg(100):  -0.809 | Entropy: 0.0995 | Acc: 9.1% (4+ 40-) | Lifetime: 18.5%
Episode    32 | Steps:    1218 | Reward:  -0.804 | Avg(100):  -0.809 | Entropy: 0.0995 | Acc: 18.8% (9+ 39-) | Lifetime: 18.5%
Episode    33 | Steps:    1255 | Reward:   1.098 | Avg(100):  -0.752 | Entropy: 0.0995 | Acc: 24.3% (9+ 28-) | Lifetime: 18.7%
Episode    34 | Steps:    1286 | Reward:  -0.201 | Avg(100):  -0.737 | Entropy: 0.0993 | Acc: 22.6% (7+ 24-) | Lifetime: 18.8%
Episode    35 | Steps:    1324 | Reward:  -0.203 | Avg(100):  -0.722 | Entropy: 0.0993 | Acc: 21.1% (8+ 30-) | Lifetime: 18.9%
Episode    36 | Steps:    1363 | Reward:   2.096 | Avg(100):  -0.646 | Entropy: 0.0993 | Acc: 20.5% (8+ 31-) | Lifetime: 18.9%
Episode    37 | Steps:    1395 | Reward:  -0.003 | Avg(100):  -0.629 | Entropy: 0.0993 | Acc: 21.9% (7+ 25-) | Lifetime: 19.0%
Episode    38 | Steps:    1427 | Reward:   0.997 | Avg(100):  -0.587 | Entropy: 0.0993 | Acc: 21.9% (7+ 25-) | Lifetime: 19.0%
Episode    39 | Steps:    1457 | Reward:   0.998 | Avg(100):  -0.547 | Entropy: 0.0993 | Acc: 26.7% (8+ 22-) | Lifetime: 19.2%
  [Step 1500] Action dist: A0:14% | A1:26% | A2:21% | A3:24% | A4:15%
Episode    40 | Steps:    1501 | Reward:  -0.604 | Avg(100):  -0.549 | Entropy: 0.0993 | Acc: 15.9% (7+ 37-) | Lifetime: 19.1%
Episode    41 | Steps:    1525 | Reward:   2.498 | Avg(100):  -0.476 | Entropy: 0.0993 | Acc: 29.2% (7+ 17-) | Lifetime: 19.3%
Episode    42 | Steps:    1562 | Reward:  -0.004 | Avg(100):  -0.465 | Entropy: 0.0992 | Acc: 21.6% (8+ 29-) | Lifetime: 19.3%
Episode    43 | Steps:    1599 | Reward:  -0.503 | Avg(100):  -0.466 | Entropy: 0.0992 | Acc: 18.9% (7+ 30-) | Lifetime: 19.3%
Episode    44 | Steps:    1637 | Reward:   0.297 | Avg(100):  -0.449 | Entropy: 0.0992 | Acc: 15.8% (6+ 32-) | Lifetime: 19.2%
Episode    45 | Steps:    1674 | Reward:   0.898 | Avg(100):  -0.420 | Entropy: 0.0992 | Acc: 21.6% (8+ 29-) | Lifetime: 19.3%
Episode    46 | Steps:    1711 | Reward:  -0.902 | Avg(100):  -0.430 | Entropy: 0.0992 | Acc: 18.9% (7+ 30-) | Lifetime: 19.3%
Episode    47 | Steps:    1748 | Reward:   1.196 | Avg(100):  -0.396 | Entropy: 0.0992 | Acc: 21.6% (8+ 29-) | Lifetime: 19.3%
Episode    48 | Steps:    1783 | Reward:  -2.603 | Avg(100):  -0.441 | Entropy: 0.0992 | Acc: 11.4% (4+ 31-) | Lifetime: 19.2%
Episode    49 | Steps:    1807 | Reward:   2.200 | Avg(100):  -0.388 | Entropy: 0.0990 | Acc: 37.5% (9+ 15-) | Lifetime: 19.4%
Episode    50 | Steps:    1854 | Reward:  -0.904 | Avg(100):  -0.399 | Entropy: 0.0990 | Acc: 12.8% (6+ 41-) | Lifetime: 19.2%
Episode    51 | Steps:    1889 | Reward:   0.197 | Avg(100):  -0.387 | Entropy: 0.0990 | Acc: 22.9% (8+ 27-) | Lifetime: 19.3%
Episode    52 | Steps:    1928 | Reward:  -1.503 | Avg(100):  -0.408 | Entropy: 0.0990 | Acc: 17.9% (7+ 32-) | Lifetime: 19.3%
Episode    53 | Steps:    1955 | Reward:   1.099 | Avg(100):  -0.380 | Entropy: 0.0990 | Acc: 25.9% (7+ 20-) | Lifetime: 19.4%
Episode    54 | Steps:    1990 | Reward:  -0.603 | Avg(100):  -0.384 | Entropy: 0.0990 | Acc: 20.0% (7+ 28-) | Lifetime: 19.4%
  [Step 2000] Action dist: A0:14% | A1:21% | A2:22% | A3:24% | A4:19%
Episode    55 | Steps:    2036 | Reward:  -1.903 | Avg(100):  -0.411 | Entropy: 0.0990 | Acc: 13.0% (6+ 40-) | Lifetime: 19.2%
Episode    56 | Steps:    2069 | Reward:   2.797 | Avg(100):  -0.355 | Entropy: 0.0989 | Acc: 27.3% (9+ 24-) | Lifetime: 19.4%
Episode    57 | Steps:    2102 | Reward:   0.897 | Avg(100):  -0.334 | Entropy: 0.0989 | Acc: 24.2% (8+ 25-) | Lifetime: 19.4%
Episode    58 | Steps:    2136 | Reward:   2.198 | Avg(100):  -0.291 | Entropy: 0.0989 | Acc: 26.5% (9+ 25-) | Lifetime: 19.6%
Episode    59 | Steps:    2179 | Reward:  -3.404 | Avg(100):  -0.343 | Entropy: 0.0989 | Acc: 11.6% (5+ 38-) | Lifetime: 19.4%
Episode    60 | Steps:    2213 | Reward:  -1.702 | Avg(100):  -0.365 | Entropy: 0.0989 | Acc: 14.7% (5+ 29-) | Lifetime: 19.3%
Episode    61 | Steps:    2241 | Reward:   0.498 | Avg(100):  -0.351 | Entropy: 0.0989 | Acc: 21.4% (6+ 22-) | Lifetime: 19.4%
Episode    62 | Steps:    2272 | Reward:   1.098 | Avg(100):  -0.328 | Entropy: 0.0989 | Acc: 32.3% (10+ 21-) | Lifetime: 19.5%
Episode    63 | Steps:    2309 | Reward:  -2.702 | Avg(100):  -0.365 | Entropy: 0.0988 | Acc: 13.5% (5+ 32-) | Lifetime: 19.4%
Episode    64 | Steps:    2349 | Reward:  -2.602 | Avg(100):  -0.399 | Entropy: 0.0988 | Acc: 12.5% (5+ 35-) | Lifetime: 19.3%
Episode    65 | Steps:    2378 | Reward:   1.598 | Avg(100):  -0.369 | Entropy: 0.0988 | Acc: 31.0% (9+ 20-) | Lifetime: 19.5%
Episode    66 | Steps:    2403 | Reward:   2.499 | Avg(100):  -0.326 | Entropy: 0.0988 | Acc: 36.0% (9+ 16-) | Lifetime: 19.6%
Episode    67 | Steps:    2442 | Reward:  -1.804 | Avg(100):  -0.348 | Entropy: 0.0988 | Acc: 10.3% (4+ 35-) | Lifetime: 19.5%
Episode    68 | Steps:    2482 | Reward:  -1.703 | Avg(100):  -0.368 | Entropy: 0.0988 | Acc: 15.0% (6+ 34-) | Lifetime: 19.4%
  [Step 2500] Action dist: A0:11% | A1:22% | A2:25% | A3:24% | A4:17%
Episode    69 | Steps:    2506 | Reward:   1.201 | Avg(100):  -0.345 | Entropy: 0.0988 | Acc: 37.5% (9+ 15-) | Lifetime: 19.6%
Episode    70 | Steps:    2541 | Reward:   1.696 | Avg(100):  -0.317 | Entropy: 0.0988 | Acc: 17.1% (6+ 29-) | Lifetime: 19.6%
Episode    71 | Steps:    2562 | Reward:   3.798 | Avg(100):  -0.259 | Entropy: 0.0986 | Acc: 38.1% (8+ 13-) | Lifetime: 19.7%
Episode    72 | Steps:    2602 | Reward:  -1.303 | Avg(100):  -0.274 | Entropy: 0.0986 | Acc: 15.0% (6+ 34-) | Lifetime: 19.6%
Episode    73 | Steps:    2630 | Reward:   0.200 | Avg(100):  -0.267 | Entropy: 0.0986 | Acc: 28.6% (8+ 20-) | Lifetime: 19.7%
Episode    74 | Steps:    2658 | Reward:  -0.902 | Avg(100):  -0.276 | Entropy: 0.0986 | Acc: 21.4% (6+ 22-) | Lifetime: 19.7%
Episode    75 | Steps:    2688 | Reward:  -1.403 | Avg(100):  -0.291 | Entropy: 0.0986 | Acc: 16.7% (5+ 25-) | Lifetime: 19.7%
Episode    76 | Steps:    2731 | Reward:  -1.404 | Avg(100):  -0.305 | Entropy: 0.0986 | Acc: 14.0% (6+ 37-) | Lifetime: 19.6%
Episode    77 | Steps:    2761 | Reward:  -0.002 | Avg(100):  -0.301 | Entropy: 0.0986 | Acc: 23.3% (7+ 23-) | Lifetime: 19.7%
Episode    78 | Steps:    2785 | Reward:   3.699 | Avg(100):  -0.251 | Entropy: 0.0986 | Acc: 41.7% (10+ 14-) | Lifetime: 19.8%
Episode    79 | Steps:    2820 | Reward:  -0.303 | Avg(100):  -0.251 | Entropy: 0.0985 | Acc: 17.1% (6+ 29-) | Lifetime: 19.8%
Episode    80 | Steps:    2854 | Reward:  -0.102 | Avg(100):  -0.249 | Entropy: 0.0985 | Acc: 23.5% (8+ 26-) | Lifetime: 19.9%
Episode    81 | Steps:    2890 | Reward:   1.196 | Avg(100):  -0.232 | Entropy: 0.0985 | Acc: 19.4% (7+ 29-) | Lifetime: 19.9%
Episode    82 | Steps:    2922 | Reward:   1.198 | Avg(100):  -0.215 | Entropy: 0.0985 | Acc: 25.0% (8+ 24-) | Lifetime: 19.9%
Episode    83 | Steps:    2956 | Reward:  -2.402 | Avg(100):  -0.241 | Entropy: 0.0985 | Acc: 17.6% (6+ 28-) | Lifetime: 19.9%
Episode    84 | Steps:    2990 | Reward:  -0.903 | Avg(100):  -0.248 | Entropy: 0.0985 | Acc: 8.8% (3+ 31-) | Lifetime: 19.8%
  [Step 3000] Action dist: A0:15% | A1:20% | A2:25% | A3:23% | A4:16%
Episode    85 | Steps:    3022 | Reward:   1.297 | Avg(100):  -0.230 | Entropy: 0.0985 | Acc: 18.8% (6+ 26-) | Lifetime: 19.7%
Episode    86 | Steps:    3043 | Reward:   3.699 | Avg(100):  -0.185 | Entropy: 0.0985 | Acc: 42.9% (9+ 12-) | Lifetime: 19.9%
Episode    87 | Steps:    3073 | Reward:   0.098 | Avg(100):  -0.182 | Entropy: 0.0984 | Acc: 23.3% (7+ 23-) | Lifetime: 19.9%
Episode    88 | Steps:    3107 | Reward:  -0.202 | Avg(100):  -0.182 | Entropy: 0.0984 | Acc: 20.6% (7+ 27-) | Lifetime: 19.9%
