Step,Reward
32,-2.0033
54,-0.1997
96,-3.1027
138,-3.6032
174,-2.9016
200,-0.3016
224,-0.4024
261,-0.1012
287,0.6979
315,0.8992
355,-0.7030
393,-1.4028
428,-1.3035
433,-1.0005
436,0.0997
459,4.7977
488,-3.0029
530,-0.2022
560,-1.6010
580,0.1985
626,-5.0041
648,0.4988
688,-1.6015
719,0.2989
739,-0.2960
781,-3.5042
816,-1.0010
839,1.4002
891,-6.6047
925,-1.0024
929,-0.8004
964,-1.2015
999,-2.6010
1019,0.9005
1048,-0.5019
1055,-0.0007
1096,-1.2021
1123,-0.8017
1135,2.6033
1161,0.7979
1200,-2.5019
1225,2.2000
1260,-2.8015
1296,-1.1026
1324,1.9982
1354,-0.7015
1388,-1.3029
1400,-2.4012
1431,-0.4011
1468,-2.8032
1509,-0.5021
1535,-0.6016
1569,0.2981
1596,0.0978
1633,-1.6022
1660,0.3003
1698,-1.4023
1724,2.0974
1758,-1.2024
1783,-0.7010
1811,1.0997
1843,0.3983
1875,0.1978
1906,-1.3021
1945,-4.0019
1962,-1.4017
1988,-0.7011
2017,-2.0004
2046,0.8981
2071,-0.0995
2093,2.4988
2121,-0.1993
2151,0.2970
2175,-1.6024
2196,1.2989
2228,-1.0017
2266,-0.7023
2296,-2.4005
2312,-1.8016
2339,0.8988
2370,0.8979
2400,-2.8020
2433,-0.4023
2456,1.6992
2468,-0.7997
2496,-1.5028
2529,-1.4003
2558,1.0996
2586,0.1987
2609,1.3987
2635,-0.4006
2660,0.2995
2690,-2.2015
2713,1.4992
2742,-0.6994
2777,-2.2020
2806,-0.8004
2814,1.7992
2851,-1.7027
2878,-0.3027
2905,-0.3017
2929,1.1006
2955,-1.1006
2959,-0.1004
2992,-0.8018
3018,2.1974
3046,-0.6023
3073,-0.6017
3092,-1.1014
3113,1.2989
3129,3.9994
3159,-1.4005
3192,-0.1023
3223,-2.9026
3246,2.8982
3271,-0.1020
3295,1.7976
3316,4.3979
3331,-0.7000
3360,0.7976
3385,0.4980
3421,-1.7021
3447,0.5984
3471,1.6991
3491,1.8000
3517,1.3999
3521,-0.1004
3548,-0.0017
3578,-0.7030
3612,-1.1019
3638,-1.4996
3669,-1.8016
3689,2.9000
3718,-0.9004
3743,1.3985
3764,-0.8006
3786,-0.1022
3799,-1.9013
3817,3.2012
3846,2.3976
3851,-0.9005
3883,0.0973
3887,-0.0004
3914,1.1973
3941,2.4973
3969,1.4977
3994,-0.6000
4023,1.4971
4052,1.0971
4071,1.7011
4102,-1.9011
4136,-0.4029
4165,-1.0029
4189,3.6981
4224,0.0965
4248,1.4986
4267,0.3006
4286,2.1011
4318,0.1968
4347,-1.8024
4372,2.5975
4377,0.8995
4408,1.1974
4436,0.2972
4475,-2.4029
4504,-0.9014
4533,1.1986
4566,-1.7008
4591,1.6015
4618,1.4978
4638,2.2985
4661,1.5977
4688,3.4973
4718,0.3970
4743,1.2005
4769,0.7974
4803,2.0966
4825,2.3988
4845,2.4980
4870,0.3985
4899,-1.5029
4927,2.4982
4950,1.3992
4980,-0.4010
4998,5.2982
5033,-3.0020
5057,1.5991
5084,-0.5022
5110,2.6984
5134,0.8981
5160,3.3974
5197,-0.1037
5231,-1.2034
5252,2.5989
5255,-0.6003
5283,0.3977
5315,-2.1017
5338,1.7977
5360,4.5978
5384,1.3001
5407,-0.3003
5411,-0.8004
5432,2.8989
5462,-0.3025
5498,-3.0031
5531,-1.9023
5562,-0.6026
5585,1.5987
5607,1.5988
5639,-2.2032
5662,1.6982
5665,-0.6003
5701,-2.5031
5734,-1.7018
5773,-3.0024
5794,0.5984
5812,3.9992
5831,2.2996
5851,1.4980
5881,-1.7030
5901,0.0005
5932,-0.6031
5961,0.7986
5983,1.9988
6009,1.4984
6044,-2.5025
6079,0.0965
6102,1.3977
6136,-0.9034
6155,-1.5019
6175,2.0985
6202,0.7983
6224,1.6993
6244,4.7980
6277,-2.0018
6307,1.0980
6329,-1.3012
6350,1.6004
6366,5.4994
6385,3.6981
6413,0.4982
6441,0.8992
6469,0.4977
6505,-4.1031
6519,-1.6014
6546,2.7978
6577,-1.1026
6609,0.5968
6636,-0.6012
6665,-0.9024
6667,0.2998
6691,1.2976
6712,2.2004
6717,-0.9005
6743,0.0984
6768,0.8980
6787,-0.0019
6808,1.8999
6842,-0.9034
6868,1.8984
6887,2.3991
6911,1.4986
6937,3.1974
6961,1.7976
6987,0.9989
7011,2.7976
7031,2.7980
7066,-2.2035
7084,1.2997
7112,-1.5018
7137,-0.4015
7163,1.0994
7192,-3.4029
7198,-1.1006
7227,-0.0019
7256,-0.4024
7283,-0.9017
7310,1.9998
7331,0.9994
7365,-1.9024
7399,-0.5029
7421,1.3983
7435,-0.8014
7469,-1.7034
7496,0.2983
7523,-0.6012
7554,-0.8026
7582,2.1972
7599,2.9988
7632,-0.6008
7658,0.7989
7686,0.6977
7719,2.2977
7744,1.4980
7777,-0.3023
7807,-1.4025
7838,-0.1991
7862,1.7981
7882,3.1980
7888,0.7994
7908,2.4980
7930,0.8988
7960,-0.8020
7979,1.7981
8007,-0.1008
8013,-0.0996
8040,-0.8017
8077,-2.2022
8107,0.2970
8129,1.8993
8162,-0.9033
8182,3.7995
8210,-0.0018
8232,0.0993
8263,-1.6021
8286,-0.1023
8304,2.7997
8334,0.8970
8337,0.0997
8364,-0.1002
8394,-1.5025
8425,-0.9031
8447,5.0978
8450,0.0997
8474,0.2986
8483,-1.4009
8515,0.0968
8536,1.4999
8567,-2.0021
8604,-4.4032
8628,1.5976
8651,0.7977
8686,-0.5020
8711,1.4980
8726,-0.6015
8742,3.0989
8744,0.2998
8773,0.2981
8800,-0.4027
8831,-1.4991
