Episode,Reward,Cumulative Reward
293,995.10,34797.65
294,300.10,35097.76
295,-478.40,34619.36
296,995.10,35614.46
297,405.10,36019.56
298,995.10,37014.66
299,995.10,38009.77
300,-201.90,37807.87
301,995.10,38802.97
302,277.60,39080.57
303,995.10,40075.67
304,995.10,41070.78
305,401.10,41471.88
306,-493.00,40978.88
307,959.10,41937.98
308,971.10,42909.09
309,921.10,43830.19
310,-238.40,43591.79
311,-110.40,43481.39
312,959.10,44440.49
313,981.10,45421.60
314,305.60,45727.20
315,547.10,46274.30
316,-429.40,45844.90
317,-369.40,45475.50
318,-183.00,45292.51
319,983.10,46275.61
320,945.10,47220.71
321,995.10,48215.81
322,983.10,49198.92
323,959.10,50158.02
324,-781.90,49376.12
325,218.10,49594.22
326,957.10,50551.32
327,971.10,51522.43
328,-688.90,50833.53
329,955.90,51789.43
330,983.10,52772.53
331,580.60,53353.13
332,983.10,54336.24
333,481.10,54817.34
334,971.10,55788.44
335,947.70,56736.14
336,995.10,57731.24
337,490.10,58221.35
338,983.10,59204.45
339,983.10,60187.55
340,971.10,61158.65
341,428.10,61586.76
342,397.60,61984.36
343,308.60,62292.96
344,-629.90,61663.06
345,983.10,62646.16
346,592.60,63238.77
347,-42.40,63196.37
348,583.60,63779.97
349,115.10,63895.07
350,86.10,63981.17
351,-444.40,63536.78
352,-735.40,62801.38
353,-924.40,61876.98
354,-476.00,61400.98
355,-900.40,60500.58
356,188.10,60688.69
357,593.60,61282.29
358,-927.90,60354.39
359,243.60,60597.99
360,-414.10,60183.90
361,801.10,60985.00
362,169.60,61154.60
363,-346.70,60807.90
364,-448.70,60359.20
365,79.24,60438.44
366,576.80,61015.24
367,40.90,61056.14
368,69.60,61125.75
369,593.22,61718.97
370,925.00,62643.97
371,-210.10,62433.87
372,545.90,62979.77
373,-115.76,62864.01
374,-251.70,62612.31
375,78.40,62690.71
376,445.60,63136.32
377,169.06,63305.37
378,40.60,63345.97
379,240.10,63586.08
380,475.60,64061.68
381,97.60,64159.28
382,-428.90,63730.38
383,-46.40,63683.98
384,433.60,64117.59
385,7.91,64125.50
386,516.40,64641.90
387,-500.90,64141.00
388,-138.08,64002.93
389,439.10,64442.03
390,483.90,64925.93
391,-178.60,64747.33
392,97.59,64844.93
393,428.70,65273.63
394,317.60,65591.23
395,995.10,66586.33
396,435.86,67022.19
397,305.10,67327.29
398,490.80,67818.09
399,995.10,68813.20
400,-465.90,68347.30
401,-159.70,68187.60
402,-101.40,68086.20
403,971.10,69057.30
404,-209.90,68847.41
405,92.70,68940.11
406,171.10,69111.21
407,-792.60,68318.61
408,995.10,69313.71
409,-37.10,69276.62
410,547.70,69824.32
411,-79.50,69744.82
412,445.40,70190.22
413,587.48,70777.70
414,20.00,70797.70
415,107.35,70905.05
416,25.80,70930.85
417,-486.50,70444.35
418,-9.50,70434.86
419,-56.30,70378.56
420,-523.10,69855.46
421,105.71,69961.17
422,-378.20,69582.97
423,803.30,70386.27
424,957.10,71343.37
425,-401.10,70942.28
426,844.10,71786.38
427,-632.20,71154.18
428,146.90,71301.08
429,354.90,71655.98
430,139.33,71795.31
431,485.90,72281.21
432,-487.60,71793.61
433,380.90,72174.52
434,424.50,72599.02
435,4.10,72603.12
436,594.30,73197.42
437,969.10,74166.53
438,411.70,74578.23
439,9.30,74587.53
440,-278.00,74309.53
441,461.20,74770.73
442,508.50,75279.24
443,-404.60,74874.64
444,653.10,75527.74
445,-116.10,75411.64
446,-661.10,74750.55
447,281.20,75031.75
448,296.40,75328.15
449,-135.20,75192.95
450,484.00,75676.95
451,311.20,75988.16
452,376.80,76364.96
453,-159.70,76205.26
454,290.60,76495.86
455,-240.10,76255.76
456,-411.03,75844.73
457,331.75,76176.48
458,378.10,76554.59
459,-145.07,76409.51
460,165.10,76574.61
461,334.90,76909.51
462,504.00,77413.51
463,249.40,77662.92
464,-544.70,77118.22
465,-84.70,77033.52
466,464.60,77498.12
467,655.50,78153.62
468,-791.00,77362.63
469,-765.30,76597.33
470,378.70,76976.03
471,-837.80,76138.23
472,361.80,76500.03
473,130.50,76630.54
474,378.18,77008.71
475,174.10,77182.81
476,-519.00,76663.82
477,-330.40,76333.42
478,-348.90,75984.52
479,511.63,76496.15
480,390.80,76886.95
481,240.30,77127.25
482,377.60,77504.86
483,236.40,77741.26
484,502.90,78244.16
485,459.65,78703.81
486,-308.20,78395.62
487,-194.80,78200.82
488,931.10,79131.92
489,933.30,80065.22
490,242.20,80307.42
491,159.20,80466.63
492,453.60,80920.23
493,362.60,81282.83
494,103.26,81386.10
495,179.13,81565.22
496,931.10,82496.32
497,73.00,82569.33
498,422.05,82991.38
499,209.05,83200.43
500,3.10,83203.53
501,-535.50,82668.04
502,-280.00,82388.04
503,-431.70,81956.34
504,472.81,82429.15
505,878.00,83307.15
506,-873.89,82433.26
507,331.55,82764.81
508,259.70,83024.51
509,-64.30,82960.21
510,125.29,83085.50
511,422.00,83507.51
512,457.10,83964.61
513,113.90,84078.51
514,-810.10,83268.41
515,983.10,84251.51
516,354.20,84605.72
517,-104.50,84501.22
518,-373.30,84127.92
519,635.70,84763.62
520,121.15,84884.78
521,231.40,85116.18
522,-261.70,84854.48
523,787.70,85642.18
524,865.90,86508.08
