Episode,Reward,Cumulative Reward
1,-706.50,-706.50
2,-229.70,-936.20
3,-513.10,-1449.29
4,-432.00,-1881.29
5,-150.20,-2031.49
6,-308.50,-2339.99
7,-317.30,-2657.29
8,-496.26,-3153.55
9,-1102.30,-4255.85
10,-454.40,-4710.25
11,33.31,-4676.93
12,352.90,-4324.03
13,-501.80,-4825.83
14,206.20,-4619.63
15,368.30,-4251.33
16,107.80,-4143.52
17,397.70,-3745.82
18,-996.70,-4742.52
19,-64.50,-4807.02
20,-143.20,-4950.21
21,-583.70,-5533.91
22,418.84,-5115.07
23,-649.90,-5764.97
24,781.90,-4983.07
25,-1332.00,-6315.07
26,44.60,-6270.47
27,-1243.00,-7513.46
28,-467.50,-7980.96
29,-376.20,-8357.16
30,38.60,-8318.56
31,-112.40,-8430.96
32,-985.20,-9416.15
33,756.40,-8659.75
34,-513.00,-9172.75
35,334.00,-8838.75
36,-20.00,-8858.75
37,-183.80,-9042.54
38,-1609.20,-10651.74
39,366.10,-10285.64
40,932.40,-9353.24
41,631.90,-8721.33
42,569.10,-8152.23
43,-773.40,-8925.63
44,-1324.50,-10250.13
45,-33.90,-10284.03
46,617.10,-9666.92
47,492.60,-9174.32
48,-522.40,-9696.72
49,-70.40,-9767.12
50,983.10,-8784.02
51,-73.90,-8857.91
52,981.10,-7876.81
53,-62.40,-7939.21
54,-436.40,-8375.61
55,983.10,-7392.51
56,110.10,-7282.40
57,-593.90,-7876.30
58,-138.90,-8015.20
59,317.90,-7697.30
60,995.10,-6702.19
61,-1537.40,-8239.59
62,981.10,-7258.49
63,-373.50,-7631.99
64,-787.40,-8419.39
65,-841.40,-9260.78
66,983.10,-8277.68
67,482.60,-7795.08
68,-224.20,-8019.28
69,995.10,-7024.18
70,-54.90,-7079.07
71,-77.40,-7156.47
72,490.10,-6666.37
73,-963.90,-7630.27
74,-14.40,-7644.66
75,607.60,-7037.06
76,825.80,-6211.26
77,558.60,-5652.66
78,-574.50,-6227.16
79,983.10,-5244.05
80,-564.40,-5808.45
81,-469.00,-6277.45
82,-402.40,-6679.85
83,-664.90,-7344.75
84,-75.40,-7420.14
85,983.10,-6437.04
86,-140.90,-6577.94
87,-515.40,-7093.34
88,610.10,-6483.24
89,983.10,-5500.13
90,70.60,-5429.53
91,-88.40,-5517.93
92,-433.40,-5951.33
93,248.10,-5703.22
94,-33.90,-5737.12
95,-1106.50,-6843.62
96,995.10,-5848.52
97,-273.90,-6122.42
98,591.10,-5531.31
99,-14.90,-5546.21
100,-985.50,-6531.71
101,612.60,-5919.11
102,612.60,-5306.51
103,492.60,-4813.90
104,-68.90,-4882.80
105,-573.90,-5456.70
106,42.40,-5414.30
107,-1872.00,-7286.29
108,363.60,-6922.69
109,-547.40,-7470.09
110,-389.90,-7859.99
111,995.10,-6864.89
112,-144.90,-7009.78
113,-15.50,-7025.28
114,995.10,-6030.18
115,615.10,-5415.08
116,995.10,-4419.98
117,995.10,-3424.87
118,221.10,-3203.77
119,-577.40,-3781.17
120,-489.50,-4270.67
121,-857.40,-5128.07
122,53.10,-5074.96
123,-59.90,-5134.86
124,-518.90,-5653.76
125,967.10,-4686.66
126,-255.90,-4942.55
127,-1132.90,-6075.45
128,-446.40,-6521.85
129,-129.90,-6651.75
130,981.10,-5670.65
131,607.60,-5063.04
132,-1066.40,-6129.44
133,95.10,-6034.34
134,995.10,-5039.24
135,355.10,-4684.14
136,-1189.90,-5874.03
137,-580.00,-6454.03
138,468.60,-5985.43
139,388.31,-5597.12
140,722.60,-4874.52
141,995.10,-3879.42
142,-61.90,-3941.31
143,995.10,-2946.21
144,992.60,-1953.61
145,-918.90,-2872.51
146,-338.40,-3210.90
147,-1156.90,-4367.80
148,785.60,-3582.20
149,572.60,-3009.60
150,492.60,-2517.00
151,-583.40,-3100.39
152,-940.40,-4040.79
153,485.10,-3555.69
154,-2135.70,-5691.39
155,-595.10,-6286.48
156,-915.90,-7202.38
157,107.60,-7094.78
158,220.10,-6874.68
159,-1460.90,-8335.58
160,606.10,-7729.47
161,-10.90,-7740.37
162,-2052.40,-9792.77
163,487.60,-9305.17
164,-9.40,-9314.57
165,-1163.60,-10478.16
166,83.89,-10394.28
167,922.60,-9471.67
168,267.10,-9204.57
169,-939.90,-10144.47
170,-637.00,-10781.47
171,-634.40,-11415.86
172,983.10,-10432.76
173,995.10,-9437.66
174,983.40,-8454.26
175,615.10,-7839.16
176,607.60,-7231.55
177,-1740.40,-8971.95
178,-1658.90,-10630.85
179,58.06,-10572.79
180,452.60,-10120.19
181,-314.90,-10435.09
182,995.10,-9439.99
183,-108.50,-9548.48
184,270.10,-9278.38
185,-1686.70,-10965.08
186,-1522.40,-12487.48
187,-317.70,-12805.17
188,145.00,-12660.17
189,440.10,-12220.07
190,461.10,-11758.97
191,485.10,-11273.87
192,99.45,-11174.41
193,-367.90,-11542.31
194,198.10,-11344.21
195,-267.40,-11611.61
196,983.10,-10628.50
197,480.60,-10147.90
198,-807.40,-10955.30
199,102.60,-10852.70
200,480.60,-10372.10
201,-863.20,-11235.29
202,111.00,-11124.29
203,-1139.70,-12263.99
204,577.40,-11686.59
205,590.10,-11096.49
206,81.10,-11015.38
207,983.10,-10032.28
208,56.70,-9975.58
209,230.60,-9744.98
210,298.66,-9446.31
211,18.10,-9428.21
212,995.10,-8433.11
213,-465.50,-8898.61
214,995.10,-7903.51
215,920.10,-6983.40
216,995.10,-5988.30
217,-793.20,-6781.50
218,459.10,-6322.40
219,585.00,-5737.40
220,-100.50,-5837.89
221,562.60,-5275.29
222,99.48,-5175.81
223,74.90,-5100.91
224,995.10,-4105.81
225,480.10,-3625.71
226,-337.00,-3962.70
227,971.10,-2991.60
228,-78.40,-3070.00
229,995.10,-2074.90
230,-11.80,-2086.69
231,995.10,-1091.59
232,995.10,-96.49
233,995.10,898.61
234,995.10,1893.71
235,995.10,2888.82
236,-478.40,2410.42
237,17.60,2428.02
238,995.10,3423.12
239,47.60,3470.72
240,295.10,3765.83
241,614.22,4380.04
242,250.10,4630.15
243,377.60,5007.75
244,995.10,6002.85
245,995.10,6997.95
246,595.10,7593.05
247,995.10,8588.16
248,983.10,9571.26
249,-355.90,9215.36
250,995.10,10210.46
251,-250.90,9959.57
252,-404.90,9554.67
253,995.10,10549.77
254,983.10,11532.87
255,207.60,11740.47
256,995.10,12735.58
257,-1076.90,11658.68
258,995.10,12653.78
259,995.10,13648.88
260,292.60,13941.48
261,327.60,14269.09
262,983.10,15252.19
263,995.10,16247.29
264,612.60,16859.89
265,377.60,17237.50
266,995.10,18232.60
267,-264.90,17967.70
268,392.60,18360.30
269,981.10,19341.40
270,995.10,20336.51
271,365.10,20701.61
272,-562.40,20139.21
273,482.60,20621.81
274,372.60,20994.41
275,-372.10,20622.32
276,971.10,21593.42
277,995.10,22588.52
278,995.10,23583.62
279,995.10,24578.72
280,995.10,25573.83
281,995.10,26568.93
282,902.60,27471.53
283,617.60,28089.13
284,995.10,29084.24
285,352.60,29436.84
286,605.10,30041.94
287,995.10,31037.04
288,995.10,32032.14
289,442.60,32474.75
290,995.10,33469.85
291,350.10,33819.95
292,-17.40,33802.55
