
Training on cuda | logs -> training_logs/run_seed43_config9 (3)_fresh_20260530_025333
Config: ..\..\configs\config9 (3).yaml
Episodes: 0 -> ...
Steps: 0 -> 150000

Episode     0 | Steps:      36 | Reward:  -2.904 | Avg(100):  -2.904 | Entropy: 0.1000 | Acc: 13.5% (5+ 32-) | Lifetime: 13.5%
Episode     1 | Steps:      59 | Reward:   0.501 | Avg(100):  -1.202 | Entropy: 0.1000 | Acc: 34.8% (8+ 15-) | Lifetime: 21.7%
Episode     2 | Steps:      80 | Reward:   0.400 | Avg(100):  -0.668 | Entropy: 0.1000 | Acc: 38.1% (8+ 13-) | Lifetime: 25.9%
Episode     3 | Steps:     123 | Reward:  -5.403 | Avg(100):  -1.852 | Entropy: 0.1000 | Acc: 11.9% (5+ 37-) | Lifetime: 21.1%
Episode     4 | Steps:     159 | Reward:  -4.703 | Avg(100):  -2.422 | Entropy: 0.0999 | Acc: 11.4% (4+ 31-) | Lifetime: 19.0%
Episode     5 | Steps:     183 | Reward:  -1.101 | Avg(100):  -2.202 | Entropy: 0.0999 | Acc: 25.0% (6+ 18-) | Lifetime: 19.8%
Episode     6 | Steps:     211 | Reward:   0.498 | Avg(100):  -1.816 | Entropy: 0.0999 | Acc: 28.6% (8+ 20-) | Lifetime: 21.0%
Episode     7 | Steps:     249 | Reward:  -3.603 | Avg(100):  -2.039 | Entropy: 0.0999 | Acc: 13.2% (5+ 33-) | Lifetime: 19.8%
Episode     8 | Steps:     280 | Reward:  -3.501 | Avg(100):  -2.202 | Entropy: 0.0999 | Acc: 16.7% (5+ 25-) | Lifetime: 19.4%
Episode     9 | Steps:     304 | Reward:  -1.900 | Avg(100):  -2.172 | Entropy: 0.0999 | Acc: 29.2% (7+ 17-) | Lifetime: 20.2%
Episode    10 | Steps:     333 | Reward:   0.597 | Avg(100):  -1.920 | Entropy: 0.0999 | Acc: 24.1% (7+ 22-) | Lifetime: 20.5%
Episode    11 | Steps:     370 | Reward:  -2.003 | Avg(100):  -1.927 | Entropy: 0.0999 | Acc: 18.9% (7+ 30-) | Lifetime: 20.4%
Episode    12 | Steps:     395 | Reward:  -0.303 | Avg(100):  -1.802 | Entropy: 0.0998 | Acc: 24.0% (6+ 19-) | Lifetime: 20.6%
Episode    13 | Steps:     427 | Reward:  -2.403 | Avg(100):  -1.845 | Entropy: 0.0998 | Acc: 15.6% (5+ 27-) | Lifetime: 20.2%
Episode    14 | Steps:     455 | Reward:  -1.001 | Avg(100):  -1.789 | Entropy: 0.0998 | Acc: 25.9% (7+ 20-) | Lifetime: 20.6%
Episode    15 | Steps:     486 | Reward:  -3.203 | Avg(100):  -1.877 | Entropy: 0.0998 | Acc: 16.1% (5+ 26-) | Lifetime: 20.3%
  [Step 500] Action dist: A0:26% | A1:15% | A2:18% | A3:20% | A4:22%
Episode    16 | Steps:     528 | Reward:  -5.703 | Avg(100):  -2.102 | Entropy: 0.0997 | Acc: 14.3% (6+ 36-) | Lifetime: 19.8%
Episode    17 | Steps:     564 | Reward:  -4.002 | Avg(100):  -2.208 | Entropy: 0.0997 | Acc: 14.3% (5+ 30-) | Lifetime: 19.5%
Episode    18 | Steps:     575 | Reward:  -0.301 | Avg(100):  -2.107 | Entropy: 0.0997 | Acc: 18.2% (2+ 9-) | Lifetime: 19.4%
Episode    19 | Steps:     597 | Reward:  -1.201 | Avg(100):  -2.062 | Entropy: 0.0997 | Acc: 23.8% (5+ 16-) | Lifetime: 19.6%
Episode    20 | Steps:     627 | Reward:  -2.103 | Avg(100):  -2.064 | Entropy: 0.0997 | Acc: 20.7% (6+ 23-) | Lifetime: 19.6%
Episode    21 | Steps:     655 | Reward:  -3.399 | Avg(100):  -2.125 | Entropy: 0.0997 | Acc: 21.4% (6+ 22-) | Lifetime: 19.7%
Episode    22 | Steps:     693 | Reward:  -5.004 | Avg(100):  -2.250 | Entropy: 0.0997 | Acc: 7.9% (3+ 35-) | Lifetime: 19.1%
Episode    23 | Steps:     737 | Reward:  -4.103 | Avg(100):  -2.327 | Entropy: 0.0997 | Acc: 13.6% (6+ 38-) | Lifetime: 18.7%
Episode    24 | Steps:     758 | Reward:   0.401 | Avg(100):  -2.218 | Entropy: 0.0997 | Acc: 38.1% (8+ 13-) | Lifetime: 19.3%
Episode    25 | Steps:     792 | Reward:  -1.602 | Avg(100):  -2.194 | Entropy: 0.0996 | Acc: 17.6% (6+ 28-) | Lifetime: 19.2%
Episode    26 | Steps:     827 | Reward:  -4.301 | Avg(100):  -2.272 | Entropy: 0.0996 | Acc: 17.1% (6+ 29-) | Lifetime: 19.1%
Episode    27 | Steps:     860 | Reward:  -2.903 | Avg(100):  -2.295 | Entropy: 0.0996 | Acc: 18.2% (6+ 27-) | Lifetime: 19.1%
Episode    28 | Steps:     882 | Reward:  -2.301 | Avg(100):  -2.295 | Entropy: 0.0996 | Acc: 13.6% (3+ 19-) | Lifetime: 18.9%
Episode    29 | Steps:     908 | Reward:   0.897 | Avg(100):  -2.189 | Entropy: 0.0995 | Acc: 28.0% (7+ 18-) | Lifetime: 19.2%
Episode    30 | Steps:     937 | Reward:  -1.802 | Avg(100):  -2.176 | Entropy: 0.0995 | Acc: 17.2% (5+ 24-) | Lifetime: 19.1%
Episode    31 | Steps:     947 | Reward:  -1.301 | Avg(100):  -2.149 | Entropy: 0.0995 | Acc: 10.0% (1+ 9-) | Lifetime: 19.0%
Episode    32 | Steps:     976 | Reward:  -0.803 | Avg(100):  -2.108 | Entropy: 0.0995 | Acc: 17.2% (5+ 24-) | Lifetime: 19.0%
  [Step 1000] Action dist: A0:22% | A1:18% | A2:21% | A3:23% | A4:17%
