Episode,Reward,Cumulative Reward
207,995.30,93335.30
208,497.40,93832.70
209,14.28,93846.98
210,995.30,94842.28
211,333.24,95175.52
212,983.30,96158.83
213,192.10,96350.92
214,971.30,97322.22
215,121.67,97443.90
216,935.30,98379.20
217,983.30,99362.50
218,46.70,99409.20
219,194.32,99603.53
220,995.30,100598.83
221,581.90,101180.73
222,679.00,101859.73
223,54.52,101914.25
224,374.30,102288.56
225,-101.50,102187.06
226,-6.88,102180.18
227,995.30,103175.48
228,696.40,103871.88
229,396.60,104268.49
230,236.50,104504.99
231,458.50,104963.49
232,983.30,105946.79
233,943.70,106890.49
234,677.50,107567.99
235,300.30,107868.29
236,158.22,108026.51
237,283.60,108310.11
238,463.60,108773.71
239,664.30,109438.02
240,325.10,109763.12
241,671.60,110434.72
242,317.60,110752.33
243,94.90,110847.23
244,387.45,111234.68
245,735.50,111970.18
246,357.80,112327.98
247,-34.88,112293.10
248,935.30,113228.41
249,509.27,113737.67
250,995.30,114732.97
251,49.25,114782.23
252,995.30,115777.53
253,428.88,116206.41
254,971.30,117177.71
255,749.04,117926.75
256,927.00,118853.75
257,244.00,119097.75
258,825.80,119923.56
259,-40.88,119882.68
260,323.80,120206.48
261,348.80,120555.28
262,547.40,121102.68
263,218.12,121320.80
264,971.30,122292.10
265,299.30,122591.41
266,959.30,123550.71
267,652.00,124202.71
268,971.30,125174.01
269,155.78,125329.79
270,983.30,126313.09
271,550.70,126863.80
272,141.67,127005.47
273,971.30,127976.77
274,507.70,128484.48
275,686.23,129170.71
276,983.30,130154.01
277,630.30,130784.31
278,15.24,130799.55
279,924.60,131724.15
280,468.50,132192.66
281,374.80,132567.46
282,971.30,133538.76
283,507.40,134046.16
284,538.41,134584.57
285,983.30,135567.88
286,193.25,135761.13
287,947.30,136708.43
288,803.70,137512.13
289,220.60,137732.74
