
Training on cuda | logs -> training_logs/run_seed41_config7_fresh_20260528_041031
Config: ..\..\configs\config7.yaml
Episodes: 0 -> ...
Steps: 0 -> 150000

Episode     0 | Steps:      42 | Reward:  -5.804 | Avg(100):  -5.804 | Entropy: 0.0500 | Acc: 9.3% (4+ 39-) | Lifetime: 9.3%
Episode     1 | Steps:      65 | Reward:   1.798 | Avg(100):  -2.003 | Entropy: 0.0500 | Acc: 30.4% (7+ 16-) | Lifetime: 16.7%
Episode     2 | Steps:     109 | Reward:  -5.104 | Avg(100):  -3.037 | Entropy: 0.0500 | Acc: 11.6% (5+ 38-) | Lifetime: 14.7%
Episode     3 | Steps:     136 | Reward:  -0.003 | Avg(100):  -2.278 | Entropy: 0.0500 | Acc: 25.9% (7+ 20-) | Lifetime: 16.9%
Episode     4 | Steps:     166 | Reward:  -0.901 | Avg(100):  -2.003 | Entropy: 0.0500 | Acc: 24.1% (7+ 22-) | Lifetime: 18.2%
Episode     5 | Steps:     183 | Reward:   2.700 | Avg(100):  -1.219 | Entropy: 0.0500 | Acc: 47.1% (8+ 9-) | Lifetime: 20.9%
Episode     6 | Steps:     238 | Reward:  -8.504 | Avg(100):  -2.260 | Entropy: 0.0500 | Acc: 9.1% (5+ 50-) | Lifetime: 18.1%
Episode     7 | Steps:     264 | Reward:  -2.201 | Avg(100):  -2.252 | Entropy: 0.0499 | Acc: 19.2% (5+ 21-) | Lifetime: 18.3%
Episode     8 | Steps:     288 | Reward:   0.598 | Avg(100):  -1.936 | Entropy: 0.0499 | Acc: 29.2% (7+ 17-) | Lifetime: 19.2%
Episode     9 | Steps:     295 | Reward:  -0.701 | Avg(100):  -1.812 | Entropy: 0.0499 | Acc: 14.3% (1+ 6-) | Lifetime: 19.0%
Episode    10 | Steps:     318 | Reward:   1.000 | Avg(100):  -1.556 | Entropy: 0.0499 | Acc: 34.8% (8+ 15-) | Lifetime: 20.2%
Episode    11 | Steps:     342 | Reward:  -0.601 | Avg(100):  -1.477 | Entropy: 0.0499 | Acc: 25.0% (6+ 18-) | Lifetime: 20.5%
Episode    12 | Steps:     370 | Reward:  -0.201 | Avg(100):  -1.379 | Entropy: 0.0499 | Acc: 25.0% (7+ 21-) | Lifetime: 20.9%
Episode    13 | Steps:     397 | Reward:   0.698 | Avg(100):  -1.230 | Entropy: 0.0499 | Acc: 26.9% (7+ 19-) | Lifetime: 21.3%
Episode    14 | Steps:     428 | Reward:  -3.501 | Avg(100):  -1.382 | Entropy: 0.0499 | Acc: 19.4% (6+ 25-) | Lifetime: 21.1%
Episode    15 | Steps:     465 | Reward:  -5.202 | Avg(100):  -1.620 | Entropy: 0.0499 | Acc: 13.9% (5+ 31-) | Lifetime: 20.6%
Episode    16 | Steps:     488 | Reward:  -1.601 | Avg(100):  -1.619 | Entropy: 0.0499 | Acc: 21.7% (5+ 18-) | Lifetime: 20.6%
  [Step 500] Action dist: A0:23% | A1:21% | A2:12% | A3:25% | A4:18%
Episode    17 | Steps:     538 | Reward:  -6.005 | Avg(100):  -1.863 | Entropy: 0.0498 | Acc: 10.0% (5+ 45-) | Lifetime: 19.6%
Episode    18 | Steps:     562 | Reward:   0.600 | Avg(100):  -1.733 | Entropy: 0.0498 | Acc: 29.2% (7+ 17-) | Lifetime: 20.0%
Episode    19 | Steps:     590 | Reward:   0.998 | Avg(100):  -1.597 | Entropy: 0.0498 | Acc: 28.6% (8+ 20-) | Lifetime: 20.4%
Episode    20 | Steps:     601 | Reward:   0.399 | Avg(100):  -1.502 | Entropy: 0.0498 | Acc: 27.3% (3+ 8-) | Lifetime: 20.6%
Episode    21 | Steps:     641 | Reward:  -5.503 | Avg(100):  -1.684 | Entropy: 0.0498 | Acc: 12.5% (5+ 35-) | Lifetime: 20.1%
Episode    22 | Steps:     681 | Reward:  -6.001 | Avg(100):  -1.871 | Entropy: 0.0498 | Acc: 12.5% (5+ 35-) | Lifetime: 19.6%
Episode    23 | Steps:     719 | Reward:  -2.902 | Avg(100):  -1.914 | Entropy: 0.0498 | Acc: 15.8% (6+ 32-) | Lifetime: 19.4%
Episode    24 | Steps:     752 | Reward:  -2.902 | Avg(100):  -1.954 | Entropy: 0.0498 | Acc: 15.6% (5+ 27-) | Lifetime: 19.3%
Episode    25 | Steps:     785 | Reward:  -2.803 | Avg(100):  -1.986 | Entropy: 0.0498 | Acc: 12.1% (4+ 29-) | Lifetime: 19.0%
Episode    26 | Steps:     809 | Reward:   1.598 | Avg(100):  -1.854 | Entropy: 0.0498 | Acc: 29.2% (7+ 17-) | Lifetime: 19.3%
Episode    27 | Steps:     826 | Reward:   1.202 | Avg(100):  -1.745 | Entropy: 0.0498 | Acc: 47.1% (8+ 9-) | Lifetime: 19.8%
Episode    28 | Steps:     842 | Reward:  -1.601 | Avg(100):  -1.740 | Entropy: 0.0498 | Acc: 18.8% (3+ 13-) | Lifetime: 19.8%
Episode    29 | Steps:     874 | Reward:  -4.601 | Avg(100):  -1.835 | Entropy: 0.0498 | Acc: 12.5% (4+ 28-) | Lifetime: 19.5%
Episode    30 | Steps:     908 | Reward:  -1.402 | Avg(100):  -1.821 | Entropy: 0.0498 | Acc: 20.6% (7+ 27-) | Lifetime: 19.6%
Episode    31 | Steps:     937 | Reward:   0.097 | Avg(100):  -1.761 | Entropy: 0.0498 | Acc: 24.1% (7+ 22-) | Lifetime: 19.7%
Episode    32 | Steps:     964 | Reward:  -0.903 | Avg(100):  -1.735 | Entropy: 0.0498 | Acc: 18.5% (5+ 22-) | Lifetime: 19.7%
Episode    33 | Steps:     994 | Reward:  -1.802 | Avg(100):  -1.737 | Entropy: 0.0498 | Acc: 20.0% (6+ 24-) | Lifetime: 19.7%
  [Step 1000] Action dist: A0:20% | A1:21% | A2:17% | A3:23% | A4:18%
Episode    34 | Steps:    1005 | Reward:  -1.300 | Avg(100):  -1.725 | Entropy: 0.0498 | Acc: 18.2% (2+ 9-) | Lifetime: 19.7%
Episode    35 | Steps:    1039 | Reward:  -1.203 | Avg(100):  -1.710 | Entropy: 0.0497 | Acc: 21.2% (7+ 26-) | Lifetime: 19.7%
Episode    36 | Steps:    1074 | Reward:  -4.002 | Avg(100):  -1.772 | Entropy: 0.0497 | Acc: 14.3% (5+ 30-) | Lifetime: 19.6%
Episode    37 | Steps:    1107 | Reward:  -3.902 | Avg(100):  -1.828 | Entropy: 0.0497 | Acc: 15.6% (5+ 27-) | Lifetime: 19.4%
Episode    38 | Steps:    1137 | Reward:  -2.503 | Avg(100):  -1.845 | Entropy: 0.0497 | Acc: 16.7% (5+ 25-) | Lifetime: 19.4%
Episode    39 | Steps:    1166 | Reward:  -1.102 | Avg(100):  -1.827 | Entropy: 0.0497 | Acc: 20.7% (6+ 23-) | Lifetime: 19.4%
Episode    40 | Steps:    1193 | Reward:  -1.202 | Avg(100):  -1.812 | Entropy: 0.0497 | Acc: 22.2% (6+ 21-) | Lifetime: 19.5%
Episode    41 | Steps:    1218 | Reward:  -1.101 | Avg(100):  -1.795 | Entropy: 0.0497 | Acc: 28.0% (7+ 18-) | Lifetime: 19.6%
Episode    42 | Steps:    1252 | Reward:  -2.001 | Avg(100):  -1.799 | Entropy: 0.0497 | Acc: 26.5% (9+ 25-) | Lifetime: 19.8%
