Episode,Reward,Cumulative Reward
1,-1107.59,-1107.59
2,-1161.59,-2269.18
3,-1177.59,-3446.78
4,-977.59,-4424.37
5,-593.59,-5017.96
6,-209.59,-5227.55
7,-482.59,-5710.14
8,-39.59,-5749.74
9,-1337.59,-7087.33
10,-211.59,-7298.92
11,946.41,-6352.51
12,-507.59,-6860.10
13,-93.59,-6953.70
14,110.41,-6843.29
15,-433.59,-7276.88
16,-17.59,-7294.47
17,-1119.59,-8414.06
18,1942.41,-6471.66
19,-253.59,-6725.25
20,914.41,-5810.84
21,-1441.59,-7252.43
22,1782.41,-5470.02
23,596.41,-4873.62
24,-183.59,-5057.21
25,-285.59,-5342.80
26,-470.59,-5813.39
27,824.41,-4988.98
28,584.41,-4404.58
29,50.41,-4354.17
30,-1393.59,-5747.76
31,1110.41,-4637.35
32,-1097.59,-5734.94
33,596.41,-5138.54
34,488.41,-4650.13
35,-325.59,-4975.72
36,1428.41,-3547.31
37,1064.41,-2482.90
38,282.41,-2200.50
39,1258.41,-942.09
40,1882.41,940.32
41,852.41,1792.73
42,-651.59,1141.14
43,1982.41,3123.54
44,730.41,3853.95
45,-433.59,3420.36
46,1316.41,4736.77
47,-381.59,4355.18
48,1710.41,6065.58
49,1026.41,7091.99
50,-929.59,6162.40
51,1952.41,8114.81
52,216.41,8331.22
53,822.41,9153.62
54,154.41,9308.03
55,1982.41,11290.44
56,1470.41,12760.85
57,1062.41,13823.26
58,1700.41,15523.66
59,842.41,16366.07
60,568.41,16934.48
