
Training on cuda | logs -> training_logs/run_seed41_config8_fresh_20260528_041529
Config: ..\..\configs\config8.yaml
Episodes: 0 -> ...
Steps: 0 -> 150000

Episode     0 | Steps:      42 | Reward:  -5.804 | Avg(100):  -5.804 | Entropy: 0.1000 | Acc: 9.3% (4+ 39-) | Lifetime: 9.3%
Episode     1 | Steps:      65 | Reward:   1.798 | Avg(100):  -2.003 | Entropy: 0.1000 | Acc: 30.4% (7+ 16-) | Lifetime: 16.7%
Episode     2 | Steps:     109 | Reward:  -5.104 | Avg(100):  -3.037 | Entropy: 0.1000 | Acc: 11.6% (5+ 38-) | Lifetime: 14.7%
Episode     3 | Steps:     136 | Reward:  -0.003 | Avg(100):  -2.278 | Entropy: 0.1000 | Acc: 25.9% (7+ 20-) | Lifetime: 16.9%
Episode     4 | Steps:     166 | Reward:  -0.901 | Avg(100):  -2.003 | Entropy: 0.1000 | Acc: 24.1% (7+ 22-) | Lifetime: 18.2%
Episode     5 | Steps:     183 | Reward:   2.700 | Avg(100):  -1.219 | Entropy: 0.1000 | Acc: 47.1% (8+ 9-) | Lifetime: 20.9%
Episode     6 | Steps:     238 | Reward:  -8.504 | Avg(100):  -2.260 | Entropy: 0.1000 | Acc: 9.1% (5+ 50-) | Lifetime: 18.1%
Episode     7 | Steps:     264 | Reward:  -2.201 | Avg(100):  -2.252 | Entropy: 0.1000 | Acc: 19.2% (5+ 21-) | Lifetime: 18.3%
Episode     8 | Steps:     316 | Reward:  -5.505 | Avg(100):  -2.614 | Entropy: 0.1000 | Acc: 11.8% (6+ 45-) | Lifetime: 17.2%
Episode     9 | Steps:     354 | Reward:  -4.603 | Avg(100):  -2.813 | Entropy: 0.1000 | Acc: 10.8% (4+ 33-) | Lifetime: 16.5%
Episode    10 | Steps:     396 | Reward:  -3.004 | Avg(100):  -2.830 | Entropy: 0.1000 | Acc: 16.7% (7+ 35-) | Lifetime: 16.5%
Episode    11 | Steps:     433 | Reward:  -3.903 | Avg(100):  -2.919 | Entropy: 0.1000 | Acc: 13.5% (5+ 32-) | Lifetime: 16.3%
Episode    12 | Steps:     453 | Reward:   0.698 | Avg(100):  -2.641 | Entropy: 0.1000 | Acc: 30.0% (6+ 14-) | Lifetime: 16.9%
  [Step 500] Action dist: A0:25% | A1:21% | A2:11% | A3:25% | A4:17%
Episode    13 | Steps:     500 | Reward:  -7.604 | Avg(100):  -2.996 | Entropy: 0.1000 | Acc: 8.5% (4+ 43-) | Lifetime: 16.1%
Episode    14 | Steps:     550 | Reward:  -6.505 | Avg(100):  -3.230 | Entropy: 0.0997 | Acc: 10.0% (5+ 45-) | Lifetime: 15.5%
Episode    15 | Steps:     581 | Reward:  -2.403 | Avg(100):  -3.178 | Entropy: 0.0997 | Acc: 12.9% (4+ 27-) | Lifetime: 15.4%
Episode    16 | Steps:     589 | Reward:  -1.601 | Avg(100):  -3.085 | Entropy: 0.0997 | Acc: 0.0% (0+ 8-) | Lifetime: 15.2%
Episode    17 | Steps:     627 | Reward:  -5.699 | Avg(100):  -3.230 | Entropy: 0.0997 | Acc: 18.4% (7+ 31-) | Lifetime: 15.4%
Episode    18 | Steps:     667 | Reward:  -2.902 | Avg(100):  -3.213 | Entropy: 0.0997 | Acc: 20.0% (8+ 32-) | Lifetime: 15.7%
Episode    19 | Steps:     700 | Reward:  -1.403 | Avg(100):  -3.123 | Entropy: 0.0997 | Acc: 18.2% (6+ 27-) | Lifetime: 15.8%
Episode    20 | Steps:     739 | Reward:  -6.302 | Avg(100):  -3.274 | Entropy: 0.0997 | Acc: 10.5% (4+ 34-) | Lifetime: 15.5%
Episode    21 | Steps:     768 | Reward:  -3.100 | Avg(100):  -3.266 | Entropy: 0.0997 | Acc: 20.7% (6+ 23-) | Lifetime: 15.7%
Episode    22 | Steps:     798 | Reward:  -2.801 | Avg(100):  -3.246 | Entropy: 0.0997 | Acc: 20.0% (6+ 24-) | Lifetime: 15.9%
Episode    23 | Steps:     833 | Reward:  -2.901 | Avg(100):  -3.231 | Entropy: 0.0997 | Acc: 22.9% (8+ 27-) | Lifetime: 16.2%
Episode    24 | Steps:     864 | Reward:  -4.000 | Avg(100):  -3.262 | Entropy: 0.0997 | Acc: 19.4% (6+ 25-) | Lifetime: 16.3%
Episode    25 | Steps:     910 | Reward:  -6.502 | Avg(100):  -3.387 | Entropy: 0.0997 | Acc: 13.0% (6+ 40-) | Lifetime: 16.1%
Episode    26 | Steps:     931 | Reward:   0.401 | Avg(100):  -3.247 | Entropy: 0.0997 | Acc: 38.1% (8+ 13-) | Lifetime: 16.6%
Episode    27 | Steps:     949 | Reward:  -0.801 | Avg(100):  -3.159 | Entropy: 0.0997 | Acc: 22.2% (4+ 14-) | Lifetime: 16.7%
Episode    28 | Steps:     970 | Reward:   0.900 | Avg(100):  -3.019 | Entropy: 0.0997 | Acc: 38.1% (8+ 13-) | Lifetime: 17.2%
  [Step 1000] Action dist: A0:25% | A1:23% | A2:12% | A3:22% | A4:18%
Episode    29 | Steps:    1011 | Reward:  -7.401 | Avg(100):  -3.165 | Entropy: 0.0997 | Acc: 9.8% (4+ 37-) | Lifetime: 16.9%
Episode    30 | Steps:    1048 | Reward:  -5.901 | Avg(100):  -3.254 | Entropy: 0.0995 | Acc: 13.5% (5+ 32-) | Lifetime: 16.8%
Episode    31 | Steps:    1079 | Reward:  -0.602 | Avg(100):  -3.171 | Entropy: 0.0995 | Acc: 23.3% (7+ 23-) | Lifetime: 16.9%
Episode    32 | Steps:    1102 | Reward:  -0.302 | Avg(100):  -3.084 | Entropy: 0.0995 | Acc: 17.4% (4+ 19-) | Lifetime: 17.0%
Episode    33 | Steps:    1118 | Reward:   5.300 | Avg(100):  -2.837 | Entropy: 0.0995 | Acc: 60.0% (9+ 6-) | Lifetime: 17.5%
Episode    34 | Steps:    1147 | Reward:  -1.803 | Avg(100):  -2.808 | Entropy: 0.0995 | Acc: 14.3% (4+ 24-) | Lifetime: 17.5%
Episode    35 | Steps:    1178 | Reward:  -1.303 | Avg(100):  -2.766 | Entropy: 0.0995 | Acc: 22.6% (7+ 24-) | Lifetime: 17.6%
Episode    36 | Steps:    1213 | Reward:  -2.303 | Avg(100):  -2.753 | Entropy: 0.0995 | Acc: 14.7% (5+ 29-) | Lifetime: 17.5%
Episode    37 | Steps:    1255 | Reward:  -6.402 | Avg(100):  -2.849 | Entropy: 0.0995 | Acc: 11.9% (5+ 37-) | Lifetime: 17.3%
Episode    38 | Steps:    1271 | Reward:   2.700 | Avg(100):  -2.707 | Entropy: 0.0995 | Acc: 43.8% (7+ 9-) | Lifetime: 17.7%
Episode    39 | Steps:    1308 | Reward:  -5.402 | Avg(100):  -2.774 | Entropy: 0.0995 | Acc: 13.5% (5+ 32-) | Lifetime: 17.5%
Episode    40 | Steps:    1343 | Reward:  -4.703 | Avg(100):  -2.821 | Entropy: 0.0995 | Acc: 11.4% (4+ 31-) | Lifetime: 17.4%
